"","PH.Open","PH.High","PH.Low","PH.Close","PH.Volume","PH.Adjusted"
"2014-10-24",116.260002,116.839996,115.199997,116.57,1283200,105.660851
"2014-10-27",116.43,117.629997,115.349998,117.239998,1806500,106.268158
"2014-10-28",122.849998,126.040001,121.360001,122.949997,2306500,111.443787
"2014-10-29",122.919998,124.18,121.650002,123.970001,1477200,112.368332
"2014-10-30",122.93,125.209999,122.860001,124.669998,1190400,113.002808
"2014-10-31",126.389999,127.589996,125.910004,127.029999,1922200,115.141953
"2014-11-03",127.419998,127.690002,125.769997,126.769997,1239100,114.906281
"2014-11-04",126.760002,126.989998,125.339996,126.379997,1067000,114.552788
"2014-11-05",126.779999,127.860001,126.089996,127.779999,899300,115.821754
"2014-11-06",127.82,128.690002,127.5,127.959999,1441400,116.559586
"2014-11-07",127.940002,128.699997,127.510002,128.5,1426300,117.051521
"2014-11-10",128.470001,129.050003,127.940002,128.429993,723600,116.987717
"2014-11-11",128.289993,129,127.589996,128.080002,753800,116.668907
"2014-11-12",127.639999,129.259995,127.470001,128.570007,873900,117.115265
"2014-11-13",128.589996,129.070007,126.720001,126.970001,1269800,115.657799
"2014-11-14",126.75,128.520004,126.75,128.440002,867000,116.996849
"2014-11-17",127.790001,129,127.790001,128.619995,1170500,117.160797
"2014-11-18",128.850006,130.860001,128.429993,130.470001,1497200,118.84597
"2014-11-19",130.110001,130.110001,128.5,129.240005,1929300,117.725563
"2014-11-20",128.240005,130.619995,128.130005,130.429993,1097800,118.809532
"2014-11-21",131.210007,133.240005,130.660004,131.839996,1742800,120.093918
"2014-11-24",132.429993,132.869995,131.639999,132.630005,860500,120.81353
"2014-11-25",132.860001,133.410004,131.509995,132.779999,1329900,120.950165
"2014-11-26",132.25,132.619995,131.399994,131.690002,804000,119.957283
"2014-11-28",131.320007,131.339996,128.270004,129.029999,941600,117.534264
"2014-12-01",129.190002,129.619995,127.160004,127.660004,1397000,116.286339
"2014-12-02",126.440002,129.070007,126.440002,128.649994,1070100,117.188141
"2014-12-03",129.190002,131.779999,129.169998,131.490005,967300,119.775116
"2014-12-04",130.550003,131,129.75,129.770004,1194500,118.208359
"2014-12-05",129.899994,130.910004,129.479996,129.949997,971800,118.372299
"2014-12-08",129.899994,130.570007,127.129997,127.709999,1118600,116.331871
"2014-12-09",126.360001,128.660004,126.010002,128.539993,924300,117.087914
"2014-12-10",127.75,127.919998,124.970001,125.230003,1061200,114.072861
"2014-12-11",125.510002,127.769997,125.349998,126.080002,1006100,114.847099
"2014-12-12",124.620003,125.860001,123.059998,123.080002,1060300,112.114395
"2014-12-15",123.830002,124.370003,121.389999,121.919998,1278900,111.057716
"2014-12-16",121.470001,123.82,121.330002,121.330002,1573500,110.520294
"2014-12-17",121.190002,123.849998,120.540001,123.510002,2178000,112.506058
"2014-12-18",125.779999,126.68,123.639999,126.669998,2057200,115.384544
"2014-12-19",127.029999,128.899994,126.510002,128.270004,1860300,116.841995
"2014-12-22",128.759995,129.850006,128.110001,129.660004,820100,118.108147
"2014-12-23",130.059998,131.949997,129.929993,131.059998,711000,119.383408
"2014-12-24",131.220001,131.779999,129.990005,130.850006,499600,119.192131
"2014-12-26",131.160004,132.080002,130.740005,130.789993,361600,119.137451
"2014-12-29",130.320007,131.449997,130.009995,130.820007,634600,119.164795
"2014-12-30",130.380005,131.089996,129.869995,130.320007,874600,118.709328
"2014-12-31",130.850006,131.039993,128.820007,128.949997,1069000,117.461395
"2015-01-02",129.240005,129.539993,127.449997,129.160004,791300,117.652695
"2015-01-05",124.970001,126.220001,123.199997,123.620003,1631500,112.606277
"2015-01-06",123.589996,124.540001,121.190002,121.809998,1757300,110.957558
"2015-01-07",123,123.980003,122.190002,122.760002,1309100,111.822884
"2015-01-08",124.82,126.660004,123.980003,126.639999,1171100,115.357208
"2015-01-09",127.050003,127.050003,124.919998,125.849998,2069500,114.637589
"2015-01-12",125.860001,126.800003,124.879997,125.790001,2788300,114.582947
"2015-01-13",126.889999,128.289993,122.459999,124.169998,1580600,113.107262
"2015-01-14",122.160004,122.989998,121.059998,122.370003,1452800,111.467644
"2015-01-15",123.220001,123.339996,119.870003,119.93,1375800,109.24501
"2015-01-16",119.75,120.150002,117.879997,120,2216700,109.308792
"2015-01-20",120.220001,121.650002,119.190002,121.120003,1220600,110.328995
"2015-01-21",120.68,122.400002,120.169998,122.110001,1129400,111.230782
"2015-01-22",122.699997,123.330002,121.230003,122.989998,1845400,112.03241
"2015-01-23",122.650002,123.43,121.849998,121.970001,1284900,111.103256
"2015-01-26",122.230003,122.889999,120.949997,122.760002,2211400,111.822884
"2015-01-27",122.480003,123.589996,119.160004,121.349998,3174100,110.538513
"2015-01-28",121.279999,121.279999,116.440002,117.07,2957100,106.639824
"2015-01-29",117.220001,118.68,116.050003,118.599998,1175800,108.033531
"2015-01-30",117.510002,118.730003,116.260002,116.459999,1316800,106.084175
"2015-02-02",117.449997,119.660004,116.309998,119.639999,1620800,108.980873
"2015-02-03",120.529999,121.400002,120.160004,121.25,1093500,110.447418
"2015-02-04",120.75,121.040001,119.129997,119.720001,1094200,109.053741
"2015-02-05",120,121.190002,119.230003,120.330002,841900,109.60939
"2015-02-06",120.07,121.190002,119.870003,120.580002,1578000,110.415215
"2015-02-09",120.150002,121.510002,119.730003,120.839996,1268700,110.653282
"2015-02-10",121.540001,121.620003,119.949997,121.309998,1301300,111.083687
"2015-02-11",121.199997,121.379997,119,120.370003,1399600,110.222916
"2015-02-12",121.199997,122.190002,120.730003,121.830002,1069800,111.55983
"2015-02-13",122.120003,124.730003,121.970001,124.059998,1327100,113.601837
"2015-02-17",123.970001,124.309998,122.339996,123.199997,777400,112.814323
"2015-02-18",123.099998,123.699997,122.169998,122.849998,865000,112.493835
"2015-02-19",122.059998,123.379997,121.800003,123.25,907700,112.860153
"2015-02-20",122.879997,123.779999,121.910004,123.690002,924600,113.263054
"2015-02-23",123.389999,123.68,122.220001,123.139999,682500,112.759407
"2015-02-24",122.730003,123.879997,122.639999,123.529999,1301300,113.116516
"2015-02-25",123.150002,123.959999,122.489998,123.440002,745100,113.034119
"2015-02-26",123.290001,123.910004,122.540001,123.209999,1015600,112.823494
"2015-02-27",122.919998,123.459999,121.07,122.690002,1315000,112.347336
"2015-03-02",122.690002,124.230003,121.610001,123.769997,1228700,113.336281
"2015-03-03",124.669998,125.940002,122.809998,123.370003,847300,112.970024
"2015-03-04",122.580002,122.690002,120.639999,121.480003,1320800,111.239326
"2015-03-05",121.690002,122.230003,120.660004,122.220001,1104200,111.916962
"2015-03-06",120.75,121.209999,117.919998,118.269997,2066900,108.299942
"2015-03-09",118.150002,118.559998,117.510002,118.410004,1826900,108.428139
"2015-03-10",116.959999,117.620003,116.199997,116.849998,1035700,106.999641
"2015-03-11",117.290001,117.860001,115.860001,117.639999,1666700,107.723045
"2015-03-12",118.269997,118.629997,116.879997,118.410004,1357000,108.428139
"2015-03-13",118.010002,118.010002,116.870003,117.720001,1255800,107.796318
"2015-03-16",118.239998,120.139999,118,120.040001,1069800,109.920723
"2015-03-17",119,119.519997,117.959999,119.43,1139400,109.362152
"2015-03-18",118.830002,121.849998,117.480003,121.639999,1668400,111.385849
"2015-03-19",120.769997,120.93,118.839996,119.57,904300,109.490334
"2015-03-20",119.739998,121,119.169998,120.18,2540200,110.04892
"2015-03-23",120.849998,120.860001,118.739998,119.040001,1279100,109.005035
"2015-03-24",119.110001,120.050003,118.260002,119.529999,1021700,109.453728
"2015-03-25",119.949997,120.440002,116.910004,116.989998,1568800,107.127831
"2015-03-26",116.360001,117.800003,115.93,117.360001,1306900,107.466652
"2015-03-27",118.019997,118.230003,116.949997,118.150002,728000,108.190048
"2015-03-30",119.089996,119.730003,118.5,119.309998,1006000,109.252281
"2015-03-31",118.690002,119.139999,117.5,118.779999,1138200,108.766945
"2015-04-01",118.43,119.510002,116.910004,118.410004,1066300,108.428139
"2015-04-02",118.300003,119.910004,117.879997,118,1054800,108.052711
"2015-04-06",117.540001,122.550003,117.449997,121.459999,1443800,111.221031
"2015-04-07",121.220001,121.5,119.800003,119.940002,893900,109.829155
"2015-04-08",119.239998,120,118.129997,119.709999,1298100,109.618538
"2015-04-09",119.540001,120.160004,118.120003,119.769997,956500,109.67347
"2015-04-10",119.900002,120.830002,118.82,120.529999,792300,110.369423
"2015-04-13",120.5,121.120003,119.769997,120.5,626300,110.341942
"2015-04-14",120.440002,121.550003,119.760002,121.18,894100,110.964638
"2015-04-15",121.540001,123.849998,121.540001,123.5,1110000,113.089058
"2015-04-16",122.889999,123.690002,122.290001,123.32,1449100,112.92424
"2015-04-17",122.239998,122.239998,121.330002,121.470001,1847200,111.230194
"2015-04-20",122.410004,123.43,122.050003,122.830002,1300800,112.475533
"2015-04-21",122.790001,123.099998,121.459999,122.139999,980400,111.843712
"2015-04-22",122.150002,123.57,121.18,123.470001,1457500,113.061577
"2015-04-23",123.559998,124.18,122.410004,123.43,1166900,113.024948
"2015-04-24",123.080002,123.25,121.949997,122.489998,836300,112.164192
"2015-04-27",122.730003,124.980003,122.57,124.889999,1742600,114.361877
"2015-04-28",119,120.790001,117.029999,120.279999,4189000,110.14048
"2015-04-29",118.019997,120.860001,117.029999,119.68,2248500,109.591072
"2015-04-30",118.980003,119.68,118.440002,119.360001,1731600,109.29805
"2015-05-01",120.089996,121.389999,119.449997,120.699997,1308400,110.525085
"2015-05-04",120.959999,121.989998,120.660004,121.629997,1248000,111.376694
"2015-05-05",121.980003,124.099998,121.610001,122.220001,2814700,111.916962
"2015-05-06",121.650002,121.93,120.360001,121.059998,1527100,111.429123
"2015-05-07",121.019997,121.449997,120.339996,120.959999,1026900,111.337074
"2015-05-08",122.410004,122.980003,121.220001,121.489998,1288900,111.824905
"2015-05-11",121.870003,123,121.760002,122.290001,1020000,112.561264
"2015-05-12",121.75,122.059998,120.870003,121.620003,864600,111.944565
"2015-05-13",121.879997,123.790001,121.650002,123.169998,1109300,113.371239
"2015-05-14",124.360001,124.730003,123.690002,124.589996,873900,114.678291
"2015-05-15",124.470001,124.75,121.629997,122.330002,1136000,112.598083
"2015-05-18",122.080002,122.919998,120.900002,122.709999,1033700,112.947853
"2015-05-19",122.620003,122.870003,121.089996,122.110001,828700,112.395576
"2015-05-20",122.139999,123.050003,121.620003,122.709999,912800,112.947853
"2015-05-21",122.779999,125.330002,122.75,125.150002,2117900,115.193726
"2015-05-22",125.169998,125.279999,124.309998,124.739998,938400,114.816353
"2015-05-26",124.419998,124.5,122.349998,122.629997,1027000,112.874222
"2015-05-27",122.599998,123.5,121.75,123.349998,968300,113.536926
"2015-05-28",123.260002,123.419998,121.260002,122.269997,1152600,112.542854
"2015-05-29",122.089996,122.089996,119.889999,120.43,2201600,110.849228
"2015-06-01",120.709999,120.919998,119.5,120.459999,1251100,110.876862
"2015-06-02",120.160004,121.779999,119.510002,120.650002,1194700,111.051743
"2015-06-03",121.129997,122.139999,120.519997,121.25,1029900,111.604004
"2015-06-04",120.699997,121.169998,119.330002,119.529999,1348800,110.020851
"2015-06-05",119.32,119.900002,118.57,119.769997,859000,110.241753
"2015-06-08",119.419998,119.459999,118.620003,118.919998,1054400,109.459358
"2015-06-09",118.910004,120.120003,118.720001,119.160004,926100,109.680283
"2015-06-10",119.93,120.349998,118.940002,120.209999,1283600,110.646744
"2015-06-11",120.589996,120.959999,119.900002,120.209999,868300,110.646744
"2015-06-12",119.739998,120.18,118.739998,119.169998,991300,109.689476
"2015-06-15",117.910004,118.839996,117.400002,118.199997,1321000,108.796646
"2015-06-16",118.230003,118.529999,117.370003,118.059998,1038000,108.667786
"2015-06-17",118.410004,118.720001,117.599998,118.360001,1104700,108.943909
"2015-06-18",118.849998,119.459999,118.209999,118.839996,1037100,109.385719
"2015-06-19",118.720001,118.970001,118.199997,118.519997,1584700,109.091194
"2015-06-22",118.970001,119.440002,118.660004,119.129997,640600,109.652664
"2015-06-23",119.010002,119.489998,118.370003,118.839996,940600,109.385719
"2015-06-24",118.669998,119.68,118.540001,119.540001,968400,110.030045
"2015-06-25",119.440002,119.639999,118.050003,118.239998,990500,108.833443
"2015-06-26",118.230003,118.379997,117.639999,118.169998,914300,108.769035
"2015-06-29",116.620003,117.190002,115.650002,115.68,2023300,106.477127
"2015-06-30",116.940002,117.620003,116.089996,116.330002,1396100,107.075401
"2015-07-01",117.07,117.32,116.489998,117.150002,1103800,107.830177
"2015-07-02",117.559998,117.980003,115.870003,116.309998,866400,107.056992
"2015-07-06",115.290001,116.519997,114.769997,115.309998,722500,106.136559
"2015-07-07",115.019997,115.989998,113.370003,115.650002,1527700,106.449509
"2015-07-08",114.879997,115.199997,112.209999,112.75,1648000,103.780228
"2015-07-09",114.510002,114.510002,112.949997,113.010002,1071900,104.019524
"2015-07-10",113.760002,114,112.150002,113.239998,1190200,104.231224
"2015-07-13",113.82,114.449997,113.599998,113.889999,1424000,104.829536
"2015-07-14",113.639999,114.889999,113.040001,114.620003,1058500,105.501442
"2015-07-15",114.410004,114.519997,112.720001,113.040001,892300,104.047142
"2015-07-16",113.440002,114.599998,113.440002,114.089996,694000,105.013611
"2015-07-17",114.089996,114.419998,112.889999,113.199997,644500,104.194405
"2015-07-20",113.160004,113.82,112.669998,113.599998,543900,104.562599
"2015-07-21",113.089996,113.099998,111.790001,112.07,1690000,103.154312
"2015-07-22",111.809998,112.339996,111.32,111.5,968400,102.629654
"2015-07-23",111.32,112.5,110.699997,110.919998,1101000,102.095795
"2015-07-24",110.970001,110.970001,109.650002,110.029999,1118700,101.276596
"2015-07-27",109.169998,109.639999,108.769997,109.160004,990000,100.4758
"2015-07-28",109.669998,110.040001,109.330002,109.75,1919400,101.018867
"2015-07-29",109.75,112.07,109.339996,111.730003,1651000,102.841362
"2015-07-30",111.300003,112.809998,110.93,112.580002,1075600,103.623734
"2015-07-31",113.169998,113.480003,112.559998,112.75,1565500,103.780228
"2015-08-03",112.75,112.830002,111.269997,112.410004,1988300,103.467255
"2015-08-04",111.199997,112.849998,107.519997,107.900002,8477700,99.316071
"2015-08-05",108.169998,112.080002,108.169998,110.800003,5107400,101.985352
"2015-08-06",110.93,112.25,110.389999,111.019997,3114900,102.187843
"2015-08-07",111.019997,112.400002,110.620003,111.199997,1846700,102.353531
"2015-08-10",112.260002,114.989998,112.150002,114.790001,2245200,105.657921
"2015-08-11",113.629997,113.779999,112.300003,112.589996,1918800,103.632942
"2015-08-12",111.669998,113.669998,110.870003,113.230003,1896000,104.222023
"2015-08-13",112.830002,113.949997,112.019997,113.279999,1274000,104.268051
"2015-08-14",113.379997,114.730003,113.059998,113.669998,1007000,104.627029
"2015-08-17",113,113.07,111.519997,112.610001,1210400,103.651352
"2015-08-18",112.639999,113.389999,112.110001,112.75,948100,103.780228
"2015-08-19",112.110001,112.160004,110.610001,111.300003,976200,102.445572
"2015-08-20",110.300003,111.07,108.110001,108.160004,1633300,99.555359
"2015-08-21",107.050003,108.419998,105.93,106.010002,2438300,97.576424
"2015-08-24",100.970001,106.459999,99.739998,102.650002,2692900,94.483711
"2015-08-25",105.279999,108.199997,100.379997,100.419998,2654400,92.431129
"2015-08-26",100.970001,103.129997,100.309998,103.080002,3184100,95.4785
"2015-08-27",104.43,107.230003,103.650002,107.209999,2300200,99.30394
"2015-08-28",106.639999,108.029999,106.07,106.980003,1678800,99.090912
"2015-08-31",106.580002,108.349998,105.889999,107.660004,1525800,99.720764
"2015-09-01",105.139999,106.959999,105,105.68,2769300,97.886772
"2015-09-02",107.110001,107.110001,105.199997,106.559998,1751700,98.701866
"2015-09-03",106.370003,107.410004,105.019997,105.279999,1829900,97.516266
"2015-09-04",103.709999,104.449997,103.120003,103.800003,1053800,96.145409
"2015-09-08",105.879997,107.129997,105.269997,107.010002,973600,99.118698
"2015-09-09",108.050003,108.139999,105.25,105.470001,1082600,97.692261
"2015-09-10",105.279999,106.019997,104.489998,105.150002,898600,97.395859
"2015-09-11",104.870003,106.349998,104.559998,106.25,1146600,98.414742
"2015-09-14",105.980003,105.980003,104.389999,104.940002,1116900,97.201332
"2015-09-15",105.32,108.43,105.089996,108.169998,1452900,100.193146
"2015-09-16",108.010002,109.089996,107.589996,108.849998,1303600,100.822998
"2015-09-17",108.669998,109.010002,106.32,106.68,1442900,98.813026
"2015-09-18",105.139999,105.139999,101.699997,101.940002,2646200,94.422585
"2015-09-21",102.440002,103.389999,101.839996,102.480003,1331400,94.92276
"2015-09-22",101.089996,102.220001,100.43,101.720001,1716500,94.218803
"2015-09-23",101.980003,102.309998,100.489998,100.589996,1806000,93.172112
"2015-09-24",98.690002,98.709999,94.93,97.910004,2514300,90.689743
"2015-09-25",98.75,98.769997,96.410004,96.720001,1696100,89.587509
"2015-09-28",95.870003,96.400002,94.779999,94.870003,1363300,87.87394
"2015-09-29",95.330002,97.239998,94.639999,96.5,1499200,89.383728
"2015-09-30",97.849998,98.209999,95.099998,97.300003,1525700,90.124756
"2015-10-01",96.949997,98.559998,95.230003,96.050003,1508000,88.966919
"2015-10-02",94.650002,98.150002,93.470001,98.139999,1612000,90.902809
"2015-10-05",98.199997,102.459999,98.199997,102.129997,1587100,94.598557
"2015-10-06",101.940002,103.610001,101.480003,102.480003,1063500,94.92276
"2015-10-07",103.290001,106.360001,102.5,104.040001,1423400,96.367714
"2015-10-08",103.559998,107.860001,103.400002,106.809998,1500300,98.933441
"2015-10-09",107.699997,107.790001,105.790001,105.860001,1449000,98.053513
"2015-10-12",106.099998,106.529999,105.580002,106.330002,1044500,98.488823
"2015-10-13",105.599998,105.860001,103.290001,103.559998,1683800,95.923096
"2015-10-14",103.220001,103.919998,101.209999,102.300003,1450800,94.75602
"2015-10-15",102.639999,102.639999,99.900002,102.370003,1675600,94.820862
"2015-10-16",102.040001,102.099998,99.610001,100.620003,1635300,93.199913
"2015-10-19",100.190002,100.370003,99.32,100.050003,1087700,92.671951
"2015-10-20",99.389999,102.849998,98.370003,102.139999,2356200,94.607819
"2015-10-21",102.5,104.629997,101.449997,101.75,1989100,94.24659
"2015-10-22",97.419998,102.519997,97.419998,100.769997,5011200,93.33886
"2015-10-23",101.510002,103.139999,101.110001,103.07,2891400,95.469223
"2015-10-26",102.809998,103.339996,101.129997,101.790001,1546400,94.283638
"2015-10-27",100.529999,101.580002,99.099998,101.489998,1441000,94.00576
"2015-10-28",101.93,104,99.379997,102.980003,1332100,95.38588
"2015-10-29",102.639999,104.610001,102.330002,104.510002,1397300,96.803062
"2015-10-30",104.739998,105.620003,104.160004,104.699997,1220300,96.979027
"2015-11-02",104.589996,107.18,104.110001,106.800003,1198400,98.924179
"2015-11-03",106.440002,107.830002,105.809998,107.129997,1118300,99.229843
"2015-11-04",107.300003,108,105.629997,105.800003,1443000,97.997917
"2015-11-05",105.68,106.5,104.080002,106.190002,1068000,98.359154
"2015-11-06",105.040001,105.629997,103.410004,104.870003,1171100,97.71624
"2015-11-09",104.620003,105.160004,102.25,102.599998,1273700,95.601074
"2015-11-10",102.330002,103.010002,101.260002,102.199997,1003100,95.228371
"2015-11-11",102.699997,102.839996,101.709999,102.57,1097100,95.573128
"2015-11-12",101.349998,101.910004,99.150002,99.309998,1776400,92.535507
"2015-11-13",99.309998,100.980003,98.639999,99.849998,1406700,93.038673
"2015-11-16",99.830002,101.980003,99.510002,101.900002,710500,94.94883
"2015-11-17",101.949997,102.589996,100.800003,100.870003,916100,93.989067
"2015-11-18",101.5,102.68,101.260002,102.550003,888400,95.554497
"2015-11-19",102.510002,104.029999,101.989998,103.709999,940500,96.635368
"2015-11-20",104.260002,105.239998,103.489998,103.730003,988200,96.653999
"2015-11-23",103.540001,104.629997,102.949997,103.279999,1005700,96.23468
"2015-11-24",102.760002,104.029999,102.57,103.589996,946900,96.523552
"2015-11-25",103.779999,104.18,103.410004,103.75,685000,96.672638
"2015-11-27",103.57,104.410004,103.290001,103.699997,313900,96.626022
"2015-11-30",104.279999,105.800003,104,104.660004,1025100,97.520554
"2015-12-01",104.779999,105.230003,102.68,103.5,1373400,96.439682
"2015-12-02",103.5,103.669998,101.709999,101.949997,1057500,94.995415
"2015-12-03",102.360001,102.82,100.260002,101.309998,1636700,94.399086
"2015-12-04",101.379997,102.809998,100.959999,102.440002,1670400,95.451981
"2015-12-07",101.720001,102.169998,99.910004,100.230003,1125200,93.392746
"2015-12-08",99.040001,99.349998,97.519997,97.75,1404400,91.081917
"2015-12-09",96.889999,99.059998,96.889999,97.68,991400,91.016693
"2015-12-10",97.580002,98.900002,97.5,98,1104700,91.314873
"2015-12-11",96.510002,96.720001,95.43,95.559998,1446500,89.041328
"2015-12-14",95.599998,96.370003,94.339996,95.489998,1231400,88.976097
"2015-12-15",94.919998,95.790001,93.550003,95.690002,2100300,89.162453
"2015-12-16",96.099998,98.879997,95.410004,98.720001,1714900,91.985756
"2015-12-17",98.629997,98.629997,95.160004,95.190002,1522300,88.696564
"2015-12-18",94.57,95.739998,93.620003,93.620003,1947500,87.23365
"2015-12-21",94.419998,94.919998,93.629997,94.18,1056300,87.755455
"2015-12-22",94.629997,96.980003,94.43,96.489998,977900,89.907867
"2015-12-23",97.449997,100.059998,97.370003,99.480003,1062500,92.693916
"2015-12-24",99.220001,100.120003,99.089996,99.849998,522800,93.038673
"2015-12-28",99.480003,100.050003,98.330002,98.629997,659900,91.901901
"2015-12-29",99.279999,99.839996,98.480003,99.519997,666500,92.731178
"2015-12-30",99.209999,99.730003,98.239998,98.339996,637700,91.631668
"2015-12-31",97.760002,98.400002,96.980003,96.980003,931600,90.364449
"2016-01-04",96.980003,96.980003,94.290001,96.660004,1441700,90.066277
"2016-01-05",97.269997,97.290001,94.650002,95.059998,1318700,88.575424
"2016-01-06",93.709999,94.620003,92.980003,93.800003,1355600,87.401367
"2016-01-07",92.209999,93.470001,91.610001,92.209999,1191300,85.919838
"2016-01-08",92.919998,93.440002,90.330002,90.550003,1595200,84.373085
"2016-01-11",91.029999,91.269997,89.43,90.370003,1323000,84.205368
"2016-01-12",91.309998,91.610001,88.860001,90.510002,1230200,84.3358
"2016-01-13",90.980003,91.599998,89.510002,89.720001,1433700,83.599678
"2016-01-14",89.889999,92.43,88.330002,90.650002,2077100,84.466263
"2016-01-15",87.989998,89.110001,87.389999,87.989998,2451500,81.987694
"2016-01-19",89.43,89.5,87.150002,87.870003,1282600,81.875908
"2016-01-20",86.410004,87.690002,83.32,86.510002,2575100,80.608665
"2016-01-21",86.660004,89.610001,85.900002,87.949997,1282000,81.950439
"2016-01-22",89.629997,91.540001,88.690002,89.82,1547000,83.692871
"2016-01-25",88.849998,89.93,87.82,88.120003,1951800,82.108849
"2016-01-26",93.389999,94.800003,88.080002,91.769997,5208700,85.509842
"2016-01-27",91.5,93.400002,90.230003,91.690002,1656800,85.43531
"2016-01-28",92.669998,94.540001,92.639999,94.080002,1933500,87.662292
"2016-01-29",94.57,97.160004,94.370003,97.160004,2204300,90.532181
"2016-02-01",96.050003,96.959999,95.019997,96.370003,1735100,89.796059
"2016-02-02",95.389999,95.849998,94.160004,95.330002,2095900,88.827011
"2016-02-03",96.419998,97.900002,93.459999,97.730003,2831500,91.063293
"2016-02-04",97.690002,102.769997,97.57,101.129997,2952100,94.231369
"2016-02-05",100.919998,102.489998,99.900002,101.510002,2304900,94.585434
"2016-02-08",100.089996,101.389999,99.110001,101.089996,1905700,94.782318
"2016-02-09",99.849998,100.800003,98.830002,99.730003,1601600,93.507195
"2016-02-10",99.620003,99.620003,95.68,96.07,2360200,90.075562
"2016-02-11",94.540001,97.279999,94.440002,96.889999,2020600,90.844398
"2016-02-12",97.889999,98.940002,96.849998,97.25,3171700,91.181931
"2016-02-16",98.970001,99.870003,97.610001,99.650002,1135300,93.432175
"2016-02-17",100.389999,102.620003,100.389999,101.029999,1190700,94.726059
"2016-02-18",101.120003,102.230003,100.220001,100.760002,1279800,94.472916
"2016-02-19",100.18,100.540001,98.459999,99.889999,1372900,93.657204
"2016-02-22",101.300003,102.870003,100.709999,102.769997,1335000,96.357498
"2016-02-23",102.25,103.629997,100.709999,100.769997,1047000,94.482277
"2016-02-24",99.349998,101.300003,98.470001,101.169998,981900,94.85733
"2016-02-25",101.690002,101.949997,100.010002,101.629997,654600,95.288635
"2016-02-26",102.370003,103.089996,101.25,102.209999,987500,95.832443
"2016-02-29",102.459999,102.720001,101.150002,101.199997,1271600,94.885468
"2016-03-01",103.18,105.410004,102.089996,104.57,1797800,98.045197
"2016-03-02",104.160004,105.93,103.830002,105.760002,1935700,99.160957
"2016-03-03",105.5,107.110001,105.410004,106.68,1319600,100.023544
"2016-03-04",106.410004,107.669998,105.349998,106.360001,1220200,99.723503
"2016-03-07",106,109.07,106,108.360001,1102800,101.598717
"2016-03-08",107.089996,107.900002,105.769997,106.519997,1059600,99.873512
"2016-03-09",106.949997,107.739998,106.120003,107.230003,713900,100.539215
"2016-03-10",106.75,107.809998,105.18,106.669998,1148900,100.01416
"2016-03-11",108.019997,108.949997,107.910004,108.400002,756100,101.6362
"2016-03-14",108.07,108.879997,107.769997,108.459999,656400,101.692467
"2016-03-15",107.239998,108.529999,106.370003,108.230003,928600,101.476822
"2016-03-16",108.07,110.540001,107.93,109.940002,1181800,103.080124
"2016-03-17",110.099998,112.910004,109.800003,112.519997,1478100,105.49913
"2016-03-18",112.919998,113.510002,111.809998,112.379997,1382600,105.367867
"2016-03-21",112.379997,113.160004,111.730003,112.32,981100,105.311615
"2016-03-22",111.599998,112.779999,111.349998,112.080002,1048900,105.086594
"2016-03-23",111.43,111.82,110.489998,110.620003,996000,103.717705
"2016-03-24",109.580002,110.970001,109.019997,110.949997,1157700,104.027092
"2016-03-28",108.940002,110.790001,108.940002,110.300003,1206300,103.417671
"2016-03-29",109.669998,111.269997,109.389999,111.110001,709700,104.177116
"2016-03-30",111.82,112.300003,110.300003,110.989998,949100,104.064598
"2016-03-31",111.220001,111.660004,110.43,111.080002,1091300,104.148987
"2016-04-01",109.589996,112.050003,108.769997,111.82,898300,104.842804
"2016-04-04",111.889999,111.889999,109.610001,109.779999,1044100,102.930107
"2016-04-05",108.699997,109.699997,108.010002,108.849998,1153000,102.058128
"2016-04-06",108.629997,109.599998,107.389999,109.489998,806400,102.65818
"2016-04-07",108.970001,109.790001,108.220001,109.029999,995400,102.226891
"2016-04-08",109.559998,111.989998,109.379997,109.910004,903600,103.051971
"2016-04-11",110.279999,111.669998,109.940002,110.489998,932400,103.595795
"2016-04-12",110.82,112.449997,110.57,111.529999,1671800,104.5709
"2016-04-13",112.559998,112.949997,111.959999,112.209999,2791700,105.208481
"2016-04-14",112,112.580002,111.699997,112.269997,2681200,105.264732
"2016-04-15",112.050003,114.400002,110.360001,113.720001,1918100,106.624268
"2016-04-18",113.099998,114.080002,112.449997,113.379997,576200,106.305473
"2016-04-19",114.029999,114.970001,113.730003,114.050003,529900,106.933662
"2016-04-20",114.080002,114.370003,112.93,113.489998,839300,106.408607
"2016-04-21",113.730003,114.019997,112.739998,112.849998,876700,105.80854
"2016-04-22",113.300003,114.550003,113.260002,114.010002,820600,106.896172
"2016-04-25",113.970001,114.739998,112.889999,113.410004,1506800,106.333595
"2016-04-26",113.620003,115.059998,112.169998,114.360001,2174000,107.224319
"2016-04-27",115,117.239998,114.93,116.919998,2265600,109.624588
"2016-04-28",116.019997,117.220001,115.150002,115.440002,1134500,108.236931
"2016-04-29",115.580002,116.599998,115.050003,116.019997,1041800,108.780746
"2016-05-02",116.150002,116.230003,114.269997,115.5,1373800,108.293182
"2016-05-03",114.68,114.870003,113.150002,113.68,824000,106.586754
"2016-05-04",112.739998,113.07,110.199997,111.099998,1402000,104.167725
"2016-05-05",111.879997,112.779999,111.639999,111.949997,1179800,104.964706
"2016-05-06",111.120003,112.589996,110.989998,112.589996,735500,106.162193
