"","WYNN.Open","WYNN.High","WYNN.Low","WYNN.Close","WYNN.Volume","WYNN.Adjusted"
"2004-06-28",38.529999,39.509998,38.25,38.450001,425800,23.139856
"2004-06-29",38.779999,39.439999,38.5,39.130001,353800,23.549105
"2004-06-30",39,39.220001,38.610001,38.630001,220500,23.248188
"2004-07-01",38.799999,38.799999,38.049999,38.389999,272100,23.103752
"2004-07-02",38,38.25,37.810001,37.810001,201600,22.754704
"2004-07-06",38.150002,38.150002,37.630001,37.790001,212200,22.742664
"2004-07-07",37.860001,38.049999,37.5,37.68,194800,22.676468
"2004-07-08",37.830002,37.830002,36.150002,36.610001,472200,22.032518
"2004-07-09",36.5,36.759998,35.880001,36.189999,297900,21.779758
"2004-07-12",36.099998,36.5,35.75,36.299999,240300,21.845957
"2004-07-13",36.07,36.540001,36.07,36.41,293800,21.912159
"2004-07-14",36.16,36.939999,35.77,35.900002,469300,21.605228
"2004-07-15",36,36.5,35.57,36.07,385100,21.707537
"2004-07-16",36.029999,36.040001,35.580002,35.599998,185900,21.424685
"2004-07-19",35.57,36.009998,34.990002,35.18,521800,21.171919
"2004-07-20",35.099998,35.209999,34.389999,34.740002,360000,20.907125
"2004-07-21",34.650002,36.630001,34.650002,36.09,916200,21.719576
"2004-07-22",36.130001,36.48,35.540001,35.66,616400,21.460798
"2004-07-23",35.52,36.52,35.360001,36.18,265000,21.773737
"2004-07-26",36.259998,36.66,35.869999,36.259998,320500,21.821884
"2004-07-27",36.450001,36.48,35.700001,35.810001,387800,21.551064
"2004-07-28",35.860001,35.860001,34.77,34.990002,297800,21.057579
"2004-07-29",34.860001,35.830002,34.860001,35.290001,416200,21.238117
"2004-07-30",35.200001,36.369999,35.049999,35.779999,292500,21.533012
"2004-08-02",35.459999,36.82,35,36.779999,448900,22.134827
"2004-08-03",36.799999,36.799999,35.73,36.049999,233300,21.695503
"2004-08-04",36.169998,36.18,35.299999,35.369999,187500,21.28627
"2004-08-05",35.650002,35.740002,35.18,35.18,200200,21.171919
"2004-08-06",35.02,35.209999,34.5,34.73,221400,20.901108
"2004-08-09",35.060001,35.34,34.5,34.799999,199300,20.943226
"2004-08-10",35.09,36.619999,35.09,36.040001,592300,21.689486
"2004-08-11",35.970001,36.5,35.119999,36.450001,398400,21.936226
"2004-08-12",36.66,36.669998,35.709999,35.84,297200,21.56912
"2004-08-13",35.91,36,34.619999,35.099998,282000,21.123777
"2004-08-16",35.07,35.259998,34.18,34.93,376800,21.021467
"2004-08-17",35,36.150002,34.919998,35.279999,322800,21.232105
"2004-08-18",35.240002,35.509998,34.799999,35.09,213500,21.117762
"2004-08-19",34.880001,35.91,34.880001,35.580002,281700,21.412647
"2004-08-20",35.759998,36.310001,34.950001,35.720001,278500,21.496899
"2004-08-23",35.900002,36.720001,35.25,36.5,401800,21.966318
"2004-08-24",36.610001,37.32,36.459999,36.98,354700,22.255186
"2004-08-25",37.099998,37.75,36.779999,37.509998,547100,22.574154
"2004-08-26",37.700001,38.650002,37.580002,38.310001,432200,23.055613
"2004-08-27",38.41,39.169998,38.07,38.810001,395200,23.356522
"2004-08-30",38.799999,38.990002,38.02,38.709999,272400,23.296331
"2004-08-31",38.779999,39.220001,38.290001,38.599998,234300,23.230135
"2004-09-01",38.52,38.880001,38.25,38.759998,234500,23.326426
"2004-09-02",40.209999,40.5,39.32,39.540001,516700,23.795843
"2004-09-03",39.810001,39.869999,38.889999,39.18,224600,23.579187
"2004-09-07",39.380001,40.41,39.200001,39.939999,418400,24.036568
"2004-09-08",40.09,40.5,39.400002,39.619999,290000,23.843985
"2004-09-09",39.939999,40.400002,39.540001,40.259998,283200,24.229153
"2004-09-10",40.32,40.669998,40.18,40.599998,165900,24.433767
"2004-09-13",40.299999,42.220001,40.049999,42.060001,571900,25.312424
"2004-09-14",42.029999,42.09,41.060001,41.5,328100,24.975407
"2004-09-15",41.66,41.68,41.110001,41.290001,464400,24.849016
"2004-09-16",41.25,41.52,41.16,41.18,208300,24.782822
"2004-09-17",41.18,41.799999,41,41.459999,199800,24.95133
"2004-09-20",41.610001,42.099998,41.540001,41.84,204200,25.180023
"2004-09-21",42.18,43.369999,41.939999,42.880001,537400,25.80591
"2004-09-22",43,43,42.349998,42.740002,287700,25.721649
"2004-09-23",42.48,45.59,42.25,45.509998,1611100,27.388691
"2004-09-24",45.419998,47.869999,45.380001,47.790001,1670500,28.760828
"2004-09-27",49.25,50.75,48.759998,50.080002,2337900,30.138998
"2004-09-28",49.790001,52.740002,49.599998,52.060001,2215200,31.330587
"2004-09-29",52.18,52.830002,50.669998,50.939999,1491800,30.656551
"2004-09-30",50.799999,52.970001,50.619999,51.689999,973600,31.107914
"2004-10-01",52.040001,52.299999,50.509998,50.98,683500,30.680622
"2004-10-04",51.02,54.84,51.02,53.290001,1920000,32.070831
"2004-10-05",53.43,54.470001,52.790001,53.5,818600,32.197208
"2004-10-06",53.400002,53.799999,52.41,53.709999,1062800,32.323586
"2004-10-07",53.720001,54.25,51.959999,52.84,1149300,31.800016
"2004-10-08",52.580002,53.650002,52.419998,52.959999,731900,31.872231
"2004-10-11",53.32,54,52.630001,53.330002,670600,32.094902
"2004-10-12",53.209999,53.279999,51.900002,52.759998,815800,31.75186
"2004-10-13",52.82,53.389999,51.810001,52.400002,639000,31.535225
"2004-10-14",52.549999,52.639999,51.900002,52.299999,700800,31.475025
"2004-10-15",52.299999,53.32,52.02,52.23,815100,31.432899
"2004-10-18",52.23,54.669998,52.119999,54.18,661400,32.606438
"2004-10-19",54.630001,55.869999,54.139999,54.43,876800,32.756897
"2004-10-20",54.029999,54.349998,50.610001,52.549999,1488000,31.625477
"2004-10-21",52.549999,53.689999,52.299999,53.689999,898000,32.311554
"2004-10-22",54.130001,54.330002,52.720001,52.950001,513200,31.86622
"2004-10-25",53.720001,54.150002,52.75,53.950001,432700,32.468025
"2004-10-26",54.240002,55.200001,53.150002,55.200001,528600,33.220295
"2004-10-27",55.529999,58.59,55.009998,57.59,1429800,34.658634
"2004-10-28",57.259998,57.549999,54.650002,57.279999,1301300,34.472073
"2004-10-29",57.220001,58.75,57.220001,58.150002,603800,34.99567
"2004-11-01",58.009998,58.259998,56.709999,58.09,1571400,34.959545
"2004-11-02",58.450001,59.599998,58.32,59.439999,961900,35.771988
"2004-11-03",60.119999,61.790001,60.049999,61.220001,1320300,36.84325
"2004-11-04",61.880001,62.790001,61.380001,62.25,1898300,37.463112
"2004-11-05",62.5,63.650002,60.110001,63.009998,1716000,37.92049
"2004-11-08",62.84,64.300003,62.459999,64.190002,1090800,38.630638
"2004-11-09",60.810001,61.400002,59.970001,60.93,4469600,36.668705
"2004-11-10",60.959999,62.619999,60.959999,62.32,1793200,37.505245
"2004-11-11",62.02,62.419998,60.200001,60.400002,1541900,36.349751
"2004-11-12",60,60.150002,58.060001,59.610001,1983500,35.874317
"2004-11-15",59.669998,61.459999,59.380001,60.43,1154100,36.367802
"2004-11-16",60.59,61.02,59.279999,60.099998,1295800,36.169197
"2004-11-17",60.279999,61.369999,60.259998,60.740002,1157800,36.554363
"2004-11-18",60.57,61.349998,60.360001,60.869999,663100,36.632603
"2004-11-19",61.150002,61.240002,57.599998,58.400002,1581500,35.146111
"2004-11-22",58.25,58.740002,56.5,57.52,1131200,34.616512
"2004-11-23",57.700001,59.259998,57.049999,58.459999,1199600,35.182228
"2004-11-24",59.07,59.650002,58.240002,58.900002,744600,35.447021
"2004-11-26",59.110001,59.689999,58.75,59.16,168900,35.603493
"2004-11-29",59.299999,60.110001,58.799999,59.189999,525800,35.62154
"2004-11-30",58.98,59.080002,57.849998,58.09,678200,34.959545
"2004-12-01",58.09,59.869999,57.669998,59.59,977200,35.862282
"2004-12-02",59.939999,59.939999,57.950001,58,608400,34.905388
"2004-12-03",58.009998,60.790001,57.970001,60.369999,1315500,36.331688
"2004-12-06",60.419998,61.57,59.509998,61.509998,1648400,37.017761
"2004-12-07",61.549999,62.34,61.110001,61.93,971700,37.270531
"2004-12-08",61.93,62.299999,60.709999,61.639999,935600,37.096004
"2004-12-09",60.990002,62.5,60.860001,61.400002,737600,36.951569
"2004-12-10",61.400002,65.639999,61.099998,64.099998,2109200,38.576477
"2004-12-13",64.610001,65.860001,64.160004,65.580002,1287100,39.467163
"2004-12-14",65.440002,66.860001,65.43,66.550003,1261000,40.05093
"2004-12-15",67.800003,69.75,66.110001,66.629997,4986600,40.099064
"2004-12-16",68.410004,72.75,67.559998,69.790001,5780900,42.000805
"2004-12-17",69.980003,70.379997,68.260002,70.379997,5448000,42.355877
"2004-12-20",68.540001,72.989998,68.199997,68.639999,4164500,41.30872
"2004-12-21",68.709999,69.339996,65.860001,66.849998,2943500,40.231457
"2004-12-22",67,69.809998,66.650002,67.82,1716400,40.81522
"2004-12-23",67.629997,67.779999,66.650002,67.43,551200,40.580513
"2004-12-27",67.650002,67.709999,65.919998,66.839996,760500,40.225441
"2004-12-28",66.949997,68.639999,66.589996,68.410004,997400,41.170303
"2004-12-29",68.370003,68.599998,67.089996,67.389999,606800,40.556454
"2004-12-30",68.099998,68.699997,66.919998,67.279999,494900,40.49025
"2004-12-31",67.199997,67.730003,66.769997,66.919998,363000,40.273602
"2005-01-03",66.849998,67.889999,64.970001,65.550003,1444000,39.449104
"2005-01-04",65.739998,66.699997,64.440002,65.410004,1105000,39.364857
"2005-01-05",65.790001,67,64.849998,66.150002,977600,39.8102
"2005-01-06",66.599998,69.480003,65.889999,68.830002,1742400,41.423058
"2005-01-07",66.989998,67.879997,66.199997,66.540001,1389100,40.044899
"2005-01-10",67.139999,67.910004,66.620003,66.800003,911200,40.201385
"2005-01-11",66.099998,67.120003,65.57,66.720001,1047200,40.153233
"2005-01-12",66.989998,67.440002,63.619999,65.629997,1279500,39.497257
"2005-01-13",65.589996,66.279999,65.059998,65.260002,822600,39.274582
"2005-01-14",65.730003,66.260002,65.010002,65.440002,950000,39.3829
"2005-01-18",65.209999,68.459999,65.209999,67.989998,1125900,40.917534
"2005-01-19",67.949997,69.019997,67,68.040001,923500,40.947628
"2005-01-20",68.019997,68.440002,64.220001,64.900002,1331200,39.057911
"2005-01-21",64.720001,65.5,61.369999,62.650002,2639400,37.703838
"2005-01-24",63.880001,64.730003,60.400002,61.799999,1955900,37.192287
"2005-01-25",61.77,63.790001,60.700001,61.43,1407600,36.969608
"2005-01-26",61.279999,62.82,60.59,62.349998,759700,37.523285
"2005-01-27",62.380001,62.490002,60.900002,61.41,814400,36.957577
"2005-01-28",62.470001,63.169998,61.240002,62.869999,1133800,37.836235
"2005-01-31",63.5,65.720001,63.240002,65.559998,1455000,39.455124
"2005-02-01",65.970001,67.57,65.489998,67.260002,1663300,40.478207
"2005-02-02",67.5,68.739998,67.18,68,1324400,40.92355
"2005-02-03",67.68,68.18,66.760002,67.400002,647500,40.562466
"2005-02-04",67.410004,69.5,67.139999,69.5,1012800,41.826294
"2005-02-07",70,71.5,69.550003,71.300003,1428000,42.909557
"2005-02-08",71.080002,71.480003,69.730003,70.709999,1395100,42.554478
"2005-02-09",70.599998,71.290001,68.720001,69.25,881700,41.675827
"2005-02-10",69.720001,70.199997,68.32,69.68,777200,41.934601
"2005-02-11",69.629997,71.220001,69.440002,70.589996,837200,42.482262
"2005-02-14",70.650002,72.220001,70.029999,71.389999,911600,42.963722
"2005-02-15",72,75,71.769997,74.449997,2137300,44.805275
"2005-02-16",75.050003,75.050003,73.5,73.900002,693900,44.474274
"2005-02-17",74.050003,75,73.050003,73.230003,1031600,44.071053
"2005-02-18",73.220001,74.400002,72.209999,72.739998,803700,43.77618
"2005-02-22",72.580002,73,69.989998,70.169998,1157700,42.2295
"2005-02-23",70.93,71.260002,69.800003,70.389999,872400,42.361897
"2005-02-24",70,72.139999,68.139999,71.900002,1288400,43.270657
"2005-02-25",71.949997,72.25,69.629997,72.059998,1071400,43.366924
"2005-02-28",72.470001,73.139999,70.290001,71.57,807800,43.072037
"2005-03-01",71.989998,72.879997,71.050003,71.959999,778600,43.306755
"2005-03-02",71.879997,73.309998,71.639999,72.949997,594600,43.902538
"2005-03-03",73.349998,73.389999,71.400002,72.349998,709500,43.541462
"2005-03-04",72.25,72.519997,71.089996,71.650002,925500,43.120197
"2005-03-07",72.099998,74.360001,71.949997,74.25,1057000,44.684914
"2005-03-08",74.459999,74.589996,71.900002,72.290001,1356600,43.505348
"2005-03-09",72.150002,72.190002,69.760002,70.019997,1505500,42.139229
"2005-03-10",70.269997,70.790001,68.690002,69.830002,1442800,42.024876
"2005-03-11",69.709999,72.620003,69.709999,70.589996,1016300,42.482262
"2005-03-14",71.199997,72.330002,70.32,71.779999,769000,43.198433
"2005-03-15",72.290001,73.419998,71.529999,72.860001,1164000,43.848389
"2005-03-16",73.699997,76.449997,71.209999,71.889999,3330200,43.26461
"2005-03-17",72.07,73.550003,71.900002,73.019997,1060000,43.944672
"2005-03-18",72.800003,73.519997,71.050003,71.93,1094800,43.288696
"2005-03-21",71.93,72.75,70.730003,71.599998,913400,43.090088
"2005-03-22",71.379997,72,69.75,69.900002,938300,42.066998
"2005-03-23",69.720001,70.669998,68.190002,69.139999,1789700,41.609638
"2005-03-24",69.440002,71.010002,69.099998,70.489998,1236400,42.422077
"2005-03-28",71.059998,71.82,70.5,71.25,745700,42.879463
"2005-03-29",70.989998,71.190002,67.75,68.040001,1889000,40.947628
"2005-03-30",67.889999,69.389999,67.419998,69.239998,985400,41.669804
"2005-03-31",69.279999,69.300003,67.5,67.739998,1126100,40.767078
"2005-04-01",67.790001,68,65.019997,66.040001,2132800,39.743996
"2005-04-04",66.290001,66.419998,63.360001,63.669998,3050100,38.317684
"2005-04-05",63.799999,65.32,62.689999,63.650002,1916100,38.305653
"2005-04-06",63.650002,65.389999,63.650002,64.050003,1015700,38.546375
"2005-04-07",64.860001,66.709999,64.059998,64.989998,1636400,39.112083
"2005-04-08",65.32,65.480003,63,63.130001,1156600,37.992706
"2005-04-11",63.130001,64.099998,62.23,62.540001,841200,37.63763
"2005-04-12",63.57,64.5,62.25,64.489998,1417300,38.811169
"2005-04-13",64,66.589996,63.779999,64.769997,1945900,38.979683
"2005-04-14",65.019997,65.290001,61.889999,62.16,1545300,37.408936
"2005-04-15",62,62.32,58,59.82,3411300,36.000698
"2005-04-18",60.169998,60.700001,58.459999,59.110001,1153000,35.573406
"2005-04-19",59.950001,61.450001,58.549999,59.25,1814100,35.657658
"2005-04-20",56.220001,57.740002,55.080002,55.32,5195300,33.292507
"2005-04-21",55.75,56.200001,53.029999,55.650002,5373600,33.491119
"2005-04-22",55.639999,56.490002,52.02,53.009998,3261700,31.902306
"2005-04-25",53.77,55.900002,53.150002,54.860001,3204900,33.015675
"2005-04-26",54.860001,58.130001,54.860001,56.349998,2860800,33.912392
"2005-04-27",56,56.880001,53.830002,54.689999,1702100,32.913376
"2005-04-28",55.889999,56.75,52.5,53.5,3198000,32.197208
"2005-04-29",55.029999,55.470001,51.700001,52.939999,2875100,31.860191
"2005-05-02",53.23,53.299999,49.529999,50.619999,3660000,30.463982
"2005-05-03",49.330002,49.52,47.150002,47.299999,6322800,28.465952
"2005-05-04",46.470001,49.950001,46.060001,49.580002,6378300,29.838083
"2005-05-05",49.599998,50.669998,48.169998,49.169998,3039000,29.591331
"2005-05-06",49.540001,49.73,48.290001,48.419998,1402800,29.139978
"2005-05-09",47,47.98,46.25,47.610001,4244900,28.652512
"2005-05-10",47.310001,48,46.450001,46.830002,3168900,28.183084
"2005-05-11",47,47.5,44.869999,46.169998,5116100,27.785885
"2005-05-12",45.889999,46.16,44.130001,44.619999,4054800,26.853071
"2005-05-13",44.950001,45.200001,43.610001,43.82,2998100,26.371618
"2005-05-16",43.349998,45.049999,42.32,44.57,3317900,26.822979
"2005-05-17",44.580002,45.57,43.759998,45.330002,2219800,27.280357
"2005-05-18",46.700001,48.360001,46.150002,46.939999,3266700,28.249287
"2005-05-19",47.43,48.099998,46.400002,47.950001,1881000,28.857132
"2005-05-20",47.939999,48,47,47.220001,1150000,28.417791
"2005-05-23",47.23,47.290001,45.48,46.189999,3348300,27.797937
"2005-05-24",45.57,46,44.700001,44.919998,3274900,27.033625
"2005-05-25",45,45.5,43.880001,44,2163800,26.479948
"2005-05-26",44.450001,44.950001,44.150002,44.900002,1754700,27.021589
"2005-05-27",45,46.09,44.66,45.290001,1515600,27.25629
"2005-05-31",45.950001,46.950001,45.139999,46.849998,3541400,28.195131
"2005-06-01",47.040001,51.77,46.5,49.950001,5762400,30.060755
"2005-06-02",50.32,53.779999,49.130001,53.400002,7042800,32.137032
"2005-06-03",55.610001,56.900002,54.48,55.02,5630000,33.111969
"2005-06-06",55.389999,55.400002,52.25,52.57,2968200,31.637522
"2005-06-07",52.75,54.470001,52.32,53,3042000,31.896299
"2005-06-08",53.25,53.939999,52.330002,52.709999,1502500,31.721775
"2005-06-09",52.790001,53.130001,51.009998,52.889999,2429100,31.830099
"2005-06-10",53.09,53.75,51.709999,52.470001,1369200,31.577332
"2005-06-13",52.470001,53.209999,51.799999,52.240002,1378600,31.438921
"2005-06-14",52.099998,54.950001,51.5,54.490002,4015700,32.793007
"2005-06-15",54.84,55.299999,52.07,53.75,3623700,32.347664
"2005-06-16",53.599998,54.720001,53.290001,54.360001,1444600,32.714779
"2005-06-17",54.700001,54.830002,53.139999,53.16,1433800,31.992588
"2005-06-20",52.799999,53.549999,52.369999,52.599998,1209500,31.655571
"2005-06-21",53.900002,54.240002,51.700001,52.25,2051900,31.444937
"2005-06-22",52.34,53.099998,52.099998,52.900002,1564400,31.836113
"2005-06-23",53.18,53.380001,49.639999,50.299999,2548300,30.271391
"2005-06-24",50.57,50.669998,48.900002,49.509998,2281300,29.795959
"2005-06-27",49.290001,49.689999,47.66,48.34,2271000,29.091833
"2005-06-28",48.5,49.380001,48.5,49.009998,1150100,29.495049
"2005-06-29",49.25,49.75,48.34,49.490002,1074900,29.78392
"2005-06-30",49.599998,49.889999,47.16,47.27,2199500,28.447882
"2005-07-01",47.419998,48.630001,47.419998,48.060001,1039800,28.92333
"2005-07-05",48.02,49.48,47.16,49.23,1500500,29.627449
"2005-07-06",49.25,49.939999,49.099998,49.529999,1230300,29.807997
"2005-07-07",48.59,49.360001,48.560001,49.119999,975500,29.561249
"2005-07-08",49,51.869999,48.66,51.59,2049700,31.047735
"2005-07-11",52.580002,53.419998,52.200001,53.200001,2361100,32.016666
"2005-07-12",53,54.990002,53,54.5,2193200,32.799011
"2005-07-13",54.779999,55.240002,54.099998,54.75,1276500,32.949478
"2005-07-14",54.900002,55.240002,53.509998,54.189999,1723600,32.612457
"2005-07-15",54.41,55.139999,53.779999,55.099998,1073600,33.160114
"2005-07-18",55.049999,56.560001,54.43,54.990002,1672200,33.093925
"2005-07-19",54.630001,55.68,54.540001,55.16,1144500,33.196228
"2005-07-20",54.900002,56.330002,54.889999,56.200001,770600,33.822113
"2005-07-21",56.470001,56.799999,55,56.57,1382600,34.044788
"2005-07-22",56.77,56.77,56.200001,56.709999,760000,34.129036
"2005-07-25",56.810001,58.200001,56.310001,56.919998,1571800,34.255417
"2005-07-26",56.759998,57.049999,56,56.400002,907400,33.942482
"2005-07-27",56.400002,56.400002,54.740002,56.279999,1773500,33.870258
"2005-07-28",56.220001,57.75,55.200001,57.560001,1569000,34.640587
"2005-07-29",57.720001,57.720001,56.139999,56.299999,775700,33.882301
"2005-08-01",56.32,57.720001,56.169998,56.669998,865500,34.104961
"2005-08-02",58,58.049999,54.049999,54.32,3415700,32.690697
"2005-08-03",53.290001,53.41,51.610001,52.240002,3137600,31.438921
"2005-08-04",52,53.099998,51.34,52.189999,1811100,31.408836
"2005-08-05",52.130001,52.509998,51.700001,51.880001,1210200,31.222269
"2005-08-08",51.75,52.700001,51.75,52.09,1555900,31.348658
"2005-08-09",52.27,53.150002,52.27,52.860001,1330000,31.812038
"2005-08-10",53.130001,54.139999,52.720001,53.549999,1572100,32.227291
"2005-08-11",53.48,53.959999,52.68,53.599998,859300,32.257397
"2005-08-12",53.73,53.860001,52.259998,52.939999,1186100,31.860191
"2005-08-15",52.720001,53.360001,52.279999,52.360001,710600,31.51115
"2005-08-16",52.119999,52.25,50.66,50.919998,1075000,30.644518
"2005-08-17",50.77,52.5,50.77,52.25,987800,31.444937
"2005-08-18",51.759998,51.950001,50.919998,50.93,1021000,30.650537
"2005-08-19",51.259998,51.27,49.029999,49.349998,1836300,29.699673
"2005-08-22",49.34,49.970001,48.419998,49,1824400,29.489038
"2005-08-23",50.25,51.189999,47.669998,47.830002,2224600,28.784904
"2005-08-24",47.709999,48.200001,47.290001,47.380001,1236900,28.514086
"2005-08-25",47.41,48.849998,47.389999,48.560001,1237700,29.224226
"2005-08-26",48.48,48.48,47.650002,48.009998,1064600,28.893238
"2005-08-29",47.77,48.73,47.240002,48.150002,1080400,28.977491
"2005-08-30",48.02,48.02,45.98,46.77,1304600,28.14698
"2005-08-31",46.779999,47.75,46.41,47.720001,1140600,28.71871
"2005-09-01",47.5,49.689999,47.5,48.849998,2112700,29.398766
"2005-09-02",49.099998,49.209999,47.759998,48.599998,952900,29.248304
"2005-09-06",49.060001,49.419998,47.860001,49.369999,1101400,29.711712
"2005-09-07",49.5,51.450001,48.900002,50.91,1903500,30.6385
"2005-09-08",50.700001,51.150002,50.330002,50.470001,1075600,30.373705
"2005-09-09",49.98,50.5,49.549999,50.029999,914000,30.1089
"2005-09-12",50,50.5,49.560001,49.790001,667600,29.964468
"2005-09-13",50.34,50.349998,48.59,49.099998,1029400,29.549213
"2005-09-14",49.27,50.25,49.23,49.720001,1238900,29.922338
"2005-09-15",49.830002,50.220001,48.5,48.580002,1000100,29.236269
"2005-09-16",48.610001,49.099998,47.540001,48.060001,1543300,28.92333
"2005-09-19",47.93,48.139999,47.009998,47.34,1165700,28.490013
"2005-09-20",47.060001,47.07,45.459999,45.639999,1694300,27.46693
"2005-09-21",45.75,45.75,43.59,43.950001,2050300,26.449852
"2005-09-22",44,45.169998,43.52,44.669998,1999000,26.88316
"2005-09-23",44.529999,46,44.049999,45.23,1345200,27.220184
"2005-09-26",45.709999,45.849998,43.27,43.869999,1766800,26.401711
