"","FAST.Open","FAST.High","FAST.Low","FAST.Close","FAST.Volume","FAST.Adjusted"
"2014-07-25",22.465,22.6,22.4,22.58,3363000,19.649252
"2014-07-28",22.52,22.635,22.450001,22.504999,4714800,19.58399
"2014-07-29",22.5,22.549999,22.455,22.5,4931600,19.579641
"2014-07-30",22.5,22.549999,22.4,22.469999,5875200,19.553532
"2014-07-31",22.42,22.424999,22.075001,22.18,8487800,19.301174
"2014-08-01",22.17,22.24,21.915001,22.059999,3487800,19.196747
"2014-08-04",22.094999,22.290001,21.915001,22.26,3199400,19.370787
"2014-08-05",22.15,22.209999,21.719999,21.870001,7633000,19.031404
"2014-08-06",21.754999,22.025,21.705,21.995001,3903800,19.140182
"2014-08-07",22.120001,22.23,21.860001,21.915001,3265400,19.070568
"2014-08-08",22,22.264999,21.965,22.245001,2458600,19.357733
"2014-08-11",22.32,22.434999,22.26,22.27,3015800,19.379486
"2014-08-12",22.15,22.780001,22.145,22.525,4923400,19.601393
"2014-08-13",22.485001,22.67,22.125,22.190001,3932800,19.309874
"2014-08-14",22.245001,22.469999,22.125,22.455,3767000,19.540476
"2014-08-15",22.584999,22.610001,21.795,21.91,6174600,19.066216
"2014-08-18",22.084999,22.365,22.004999,22.360001,2608200,19.457809
"2014-08-19",22.395,22.565001,22.325001,22.475,3276800,19.557882
"2014-08-20",22.5,22.735001,22.450001,22.67,2936600,19.727573
"2014-08-21",22.66,22.84,22.504999,22.799999,2335600,19.840698
"2014-08-22",22.67,22.895,22.67,22.809999,1880800,19.849398
"2014-08-25",22.865,22.985001,22.74,22.885,1495400,19.914663
"2014-08-26",22.870001,22.940001,22.73,22.865,2193200,19.897263
"2014-08-27",22.85,22.940001,22.565001,22.655001,1974400,19.71452
"2014-08-28",22.639999,22.695,22.475,22.610001,1179800,19.675362
"2014-08-29",22.75,22.75,22.530001,22.639999,1530400,19.701468
"2014-09-02",22.695,22.83,22.459999,22.59,2400400,19.657951
"2014-09-03",22.719999,22.775,22.594999,22.68,1529600,19.736277
"2014-09-04",22.76,23.709999,22.709999,23.584999,7641800,20.523808
"2014-09-05",23.495001,23.549999,23.290001,23.504999,3130800,20.454193
"2014-09-08",23.465,23.625,23.285,23.295,1966000,20.271448
"2014-09-09",23.235001,23.34,23.059999,23.145,2030800,20.140921
"2014-09-10",23.120001,23.26,23.059999,23.235001,2023200,20.219242
"2014-09-11",23.110001,23.184999,22.965,23.049999,1795200,20.05825
"2014-09-12",22.995001,23.129999,22.764999,22.9,2711000,19.927715
"2014-09-15",22.889999,22.965,22.73,22.9,2117800,19.927715
"2014-09-16",22.9,22.99,22.66,22.91,2047400,19.936422
"2014-09-17",22.969999,23.02,22.73,22.889999,3195600,19.91902
"2014-09-18",23.1,23.17,22.924999,23.155001,2506200,20.149622
"2014-09-19",23.235001,23.33,22.91,23.120001,5378400,20.119165
"2014-09-22",23.014999,23.110001,22.73,22.825001,1935000,19.862455
"2014-09-23",22.825001,22.870001,22.66,22.690001,2165800,19.744976
"2014-09-24",22.700001,23.09,22.655001,23.065001,2121800,20.071304
"2014-09-25",23.045,23.045,22.48,22.51,2761200,19.588335
"2014-09-26",22.459999,22.809999,22.459999,22.75,1898200,19.79719
"2014-09-29",22.545,22.860001,22.450001,22.6,2898000,19.66666
"2014-09-30",22.610001,22.780001,22.360001,22.450001,3138400,19.536127
"2014-10-01",22.5,22.514999,22.075001,22.26,4835200,19.370787
"2014-10-02",22.295,22.780001,22.135,22.74,3126600,19.788485
"2014-10-03",22.83,23.055,22.76,22.879999,3347400,19.910313
"2014-10-06",23.02,23.16,22.785,22.99,2223600,20.006037
"2014-10-07",22.795,22.84,22.379999,22.405001,4628600,19.496969
"2014-10-08",22.344999,22.940001,22.23,22.91,4486600,19.936422
"2014-10-09",22.799999,22.940001,22.190001,22.35,6521200,19.449108
"2014-10-10",21.754999,21.809999,20.91,21.27,14547800,18.509285
"2014-10-13",21.285,21.285,20.575001,20.625,6059200,17.948002
"2014-10-14",20.605,20.950001,20.475,20.549999,7593400,17.882734
"2014-10-15",20.280001,20.635,20.09,20.49,7156000,17.830528
"2014-10-16",20.115,20.615,20.110001,20.389999,5888400,17.743505
"2014-10-17",20.565001,20.65,20.235001,20.545,7460000,17.878382
"2014-10-20",20.434999,20.76,20.434999,20.700001,3000200,18.013268
"2014-10-21",20.885,21.315001,20.73,21.295,4041200,18.531042
"2014-10-22",21.24,21.264999,20.745001,20.75,3234600,18.163397
"2014-10-23",21.045,21.309999,21.045,21.110001,2584600,18.478518
"2014-10-24",21.190001,21.35,21.025,21.334999,2152200,18.675467
"2014-10-27",21.235001,21.299999,21.049999,21.27,1992400,18.618574
"2014-10-28",21.355,21.705,21.215,21.705,3019200,18.99935
"2014-10-29",21.674999,21.695,21.309999,21.504999,2481800,18.824276
"2014-10-30",21.434999,21.67,21.34,21.605,1984200,18.911816
"2014-10-31",22.055,22.065001,21.83,22.02,3204400,19.275082
"2014-11-03",21.995001,22.1,21.91,22.004999,2203600,19.261951
"2014-11-04",21.965,22.190001,21.924999,22.110001,2275600,19.353861
"2014-11-05",22.504999,22.6,22.105,22.219999,5188800,19.450148
"2014-11-06",22.295,22.514999,22.23,22.455,3443800,19.655855
"2014-11-07",22.370001,22.405001,21.93,22.264999,4887400,19.489538
"2014-11-10",22.299999,22.299999,22.125,22.219999,4099800,19.450148
"2014-11-11",22.209999,22.295,22.004999,22.215,2501800,19.445776
"2014-11-12",22.105,22.405001,22.065001,22.325001,3190400,19.542061
"2014-11-13",22.355,22.389999,21.98,22.165001,2688000,19.402008
"2014-11-14",22.215,22.445,21.959999,22.4,2505000,19.607714
"2014-11-17",22.334999,22.375,22.139999,22.200001,3568400,19.432648
"2014-11-18",22.110001,22.445,22.110001,22.174999,2652000,19.410759
"2014-11-19",22.174999,22.375,22.055,22.34,2732400,19.555193
"2014-11-20",22.174999,22.575001,22.17,22.525,3440600,19.717129
"2014-11-21",22.709999,22.805,22.5,22.605,5280600,19.787153
"2014-11-24",22.639999,22.745001,22.540001,22.615,3239000,19.795912
"2014-11-25",22.4,22.77,22.4,22.665001,3202400,19.839682
"2014-11-26",22.639999,22.700001,22.52,22.620001,2357000,19.800291
"2014-11-28",22.59,22.705,22.440001,22.6,2030000,19.78278
"2014-12-01",22.525,22.594999,22.205,22.209999,3791600,19.441395
"2014-12-02",22.15,22.43,22.084999,22.424999,2992000,19.629593
"2014-12-03",22.504999,23.139999,22.504999,23.129999,4592400,20.246714
"2014-12-04",23.115,23.365,23,23.32,3777400,20.413029
"2014-12-05",23.41,23.674999,23.309999,23.629999,3327200,20.684381
"2014-12-08",23.129999,23.725,23.004999,23.309999,2744000,20.404272
"2014-12-09",23.045,23.295,22.91,23.285,2760000,20.382393
"2014-12-10",23.174999,23.235001,22.924999,23.02,4235200,20.150425
"2014-12-11",23.514999,23.514999,23.139999,23.219999,3698200,20.325489
"2014-12-12",23.01,23.525,22.754999,22.780001,4710000,19.94034
"2014-12-15",22.815001,22.959999,22.549999,22.625,2990000,19.804667
"2014-12-16",22.58,23.01,22.485001,22.504999,2506000,19.699625
"2014-12-17",22.540001,22.76,22.235001,22.690001,3097600,19.861565
"2014-12-18",23.045,23.290001,22.67,23.290001,3375200,20.386766
"2014-12-19",23.275,23.93,23.275,23.655001,6361200,20.706268
"2014-12-22",23.645,23.855,23.559999,23.85,2435400,20.876961
"2014-12-23",24,24.129999,23.855,23.860001,2165600,20.885715
"2014-12-24",23.93,24.08,23.93,23.934999,1633400,20.951366
"2014-12-26",24.014999,24.084999,23.879999,23.9,1676200,20.920727
"2014-12-29",23.9,24.120001,23.895,24.105,2498200,21.100172
"2014-12-30",24.049999,24.215,23.955,24.059999,1980000,21.060785
"2014-12-31",24.18,24.184999,23.76,23.780001,1595400,20.815687
"2015-01-02",23.924999,24.17,23.535,23.700001,2682800,20.745661
"2015-01-05",23.575001,23.629999,23.200001,23.295,3823800,20.391146
"2015-01-06",23.34,23.35,22.6,22.895,3576400,20.041008
"2015-01-07",22.870001,23.004999,22.565001,22.745001,4293800,19.909704
"2015-01-08",22.98,23.27,22.91,23.26,3184000,20.360506
"2015-01-09",23.235001,23.295,22.98,22.995001,4170400,20.128544
"2015-01-12",22.945,23.125,22.665001,22.83,2845800,19.984112
"2015-01-13",22.995001,23.514999,22.655001,22.940001,5817200,20.080399
"2015-01-14",22.775,22.879999,22.190001,22.465,8673200,19.66461
"2015-01-15",22.535,23.030001,21.924999,21.995001,9897000,19.253197
"2015-01-16",21.969999,22.65,21.860001,22.625,6536200,19.804667
"2015-01-20",22.655001,22.84,22.469999,22.700001,4336600,19.870316
"2015-01-21",22.6,23.02,22.514999,22.934999,3230200,20.076019
"2015-01-22",23.075001,23.334999,22.795,23.225,3166200,20.329872
"2015-01-23",23.25,23.395,23.105,23.145,2904600,20.259846
"2015-01-26",23.125,23.275,23.004999,23.049999,2557400,20.176685
"2015-01-27",22.735001,22.735001,22.34,22.700001,3359200,19.870316
"2015-01-28",22.639999,22.745001,22.334999,22.365,3602200,19.698563
"2015-01-29",22.27,22.565001,22.105,22.495001,4510600,19.813066
"2015-01-30",22.315001,22.559999,22.135,22.200001,5082600,19.55324
"2015-02-02",22.215,22.575001,21.985001,22.485001,5426800,19.80426
"2015-02-03",22.645,22.905001,22.615,22.889999,3721000,20.160969
"2015-02-04",22.32,22.325001,21.02,21.110001,18199600,18.593189
"2015-02-05",21.059999,21.184999,20.825001,21.030001,9580000,18.522728
"2015-02-06",21.115,21.334999,20.924999,21.17,8371200,18.64604
"2015-02-09",21.094999,21.41,21.07,21.129999,4964600,18.6108
"2015-02-10",21.309999,21.309999,20.879999,21.254999,5251000,18.720901
"2015-02-11",21.205,21.309999,21.045,21.1,5272600,18.584381
"2015-02-12",21.09,21.17,20.49,21.120001,11185800,18.601997
"2015-02-13",21.24,21.65,21.120001,21.25,8728600,18.716497
"2015-02-17",21.264999,21.424999,21.17,21.305,5629600,18.764946
"2015-02-18",21.309999,21.655001,21.290001,21.530001,4381600,18.963118
"2015-02-19",21.514999,21.674999,21.455,21.48,3911400,18.919073
"2015-02-20",21.465,21.465,21.245001,21.385,5296400,18.835402
"2015-02-23",21.375,21.440001,21.065001,21.105,4502600,18.588787
"2015-02-24",21.1,21.17,20.91,21.049999,7368600,18.540342
"2015-02-25",21.07,21.26,20.98,21.215,8608800,18.685669
"2015-02-26",21.24,21.254999,21.08,21.105,3142400,18.588787
"2015-02-27",21.190001,21.23,20.77,20.775,4820400,18.298126
"2015-03-02",20.75,20.775,20.465,20.75,15282800,18.276114
"2015-03-03",20.639999,20.77,20.514999,20.549999,15703600,18.099949
"2015-03-04",19.995001,20.195,19.73,19.91,20691800,17.536255
"2015-03-05",19.879999,20.375,19.805,20.309999,11060200,17.888565
"2015-03-06",20.155001,20.35,20.065001,20.275,7186800,17.857737
"2015-03-09",20.25,20.504999,20.135,20.434999,5542600,17.998665
"2015-03-10",20.264999,20.52,20.049999,20.299999,7328000,17.879763
"2015-03-11",20.355,20.445,20.155001,20.209999,7978800,17.800489
"2015-03-12",20.4,20.525,20.165001,20.5,6999800,18.055918
"2015-03-13",20.6,20.6,20.110001,20.415001,4966400,17.981049
"2015-03-16",20.459999,20.725,20.4,20.68,4231000,18.214455
"2015-03-17",20.535,21.75,20.535,21.295,15953000,18.756132
"2015-03-18",21.25,21.469999,21.055,21.424999,9130600,18.870632
"2015-03-19",21.385,21.405001,21.129999,21.235001,5054000,18.703293
"2015-03-20",21.405001,21.48,21.075001,21.15,10810400,18.628422
"2015-03-23",21.155001,21.275,20.950001,21.110001,9461400,18.593189
"2015-03-24",21.075001,21.424999,21.075001,21.195,5745400,18.668055
"2015-03-25",21.290001,21.35,20.945,20.945,6187600,18.447863
"2015-03-26",20.84,20.959999,20.674999,20.73,4455400,18.258492
"2015-03-27",20.65,20.754999,20.51,20.584999,3559600,18.130785
"2015-03-30",20.695,20.995001,20.66,20.9,3156200,18.408224
"2015-03-31",20.834999,20.915001,20.674999,20.719999,3410400,18.249685
"2015-04-01",20.645,20.775,20.469999,20.620001,4101600,18.161608
"2015-04-02",20.65,20.709999,20.49,20.525,4071000,18.077936
"2015-04-06",20.465,20.684999,20.415001,20.565001,5209600,18.113169
"2015-04-07",20.35,20.545,20.030001,20.174999,6899000,17.769663
"2015-04-08",20.174999,20.34,20.120001,20.23,4347600,17.818106
"2015-04-09",20.26,20.305,20.01,20.190001,4810600,17.782877
"2015-04-10",20.195,20.25,19.945,20.004999,8222800,17.619928
"2015-04-13",20.07,20.15,19.895,20.01,9023200,17.624336
"2015-04-14",20.865,21,20.16,20.9,19135400,18.408224
"2015-04-15",20.9,21,20.559999,20.68,9001600,18.214455
"2015-04-16",20.73,20.799999,20.395,20.51,6831200,18.064722
"2015-04-17",20.405001,20.504999,20.200001,20.27,6430800,17.853336
"2015-04-20",20.379999,20.48,20.219999,20.4,5244600,17.96784
"2015-04-21",20.504999,20.73,20.434999,20.629999,6157400,18.170418
"2015-04-22",20.68,20.915001,20.620001,20.790001,5464000,18.311344
"2015-04-23",20.705,21.129999,20.67,21.035,6127400,18.527128
"2015-04-24",20.934999,20.934999,20.59,20.815001,5216000,18.456198
"2015-04-27",20.885,21.43,20.785,21.205,8479800,18.801998
"2015-04-28",21.145,21.455,21,21.365,7279200,18.943869
"2015-04-29",21.285,21.700001,21.155001,21.535,7846600,19.094604
"2015-04-30",21.52,21.629999,21.219999,21.309999,8514000,18.895105
"2015-05-01",21.355,21.495001,21.225,21.42,4924800,18.99264
"2015-05-04",21.415001,21.620001,21.379999,21.575001,4277800,19.130077
"2015-05-05",21.385,21.41,20.775,20.82,8327400,18.46063
"2015-05-06",20.825001,20.924999,20.625,20.844999,3884600,18.482798
"2015-05-07",20.775,21.1,20.775,21.01,3455400,18.629099
"2015-05-08",21.245001,21.57,21.084999,21.360001,4084200,18.939436
"2015-05-11",21.299999,21.355,21.145,21.235001,3178800,18.828608
"2015-05-12",21.174999,21.59,21.040001,21.504999,4240000,19.068003
"2015-05-13",21.504999,21.584999,21.375,21.415001,5071800,18.988203
"2015-05-14",21.52,21.639999,21.445,21.635,2921800,19.18327
"2015-05-15",21.67,21.709999,21.35,21.389999,3742200,18.966036
"2015-05-18",21.32,21.48,21.15,21.334999,3502600,18.917267
"2015-05-19",21.32,21.344999,21.055,21.26,2491600,18.850773
"2015-05-20",21.35,21.360001,21.215,21.285,1864200,18.872936
"2015-05-21",21.264999,21.48,21.245001,21.344999,2289200,18.926132
"2015-05-22",21.27,21.370001,21.18,21.200001,1994200,18.797569
"2015-05-26",21.200001,21.27,21.075001,21.184999,3701600,18.784266
"2015-05-27",21.215,21.334999,21.08,21.309999,2152200,18.895105
"2015-05-28",21.25,21.370001,21.200001,21.275,2972400,18.864069
"2015-05-29",21.245001,21.295,20.715,20.754999,4725600,18.402994
"2015-06-01",21.115,21.115,20.65,20.84,2790600,18.478367
"2015-06-02",20.719999,21.15,20.715,21.059999,2737600,18.673428
"2015-06-03",21.17,21.275,20.945,21.264999,3587000,18.855206
"2015-06-04",21.18,21.245001,21.040001,21.07,2986600,18.682301
"2015-06-05",21.049999,21.094999,20.860001,20.945,2007000,18.571465
"2015-06-08",20.9,20.975,20.754999,20.76,2173600,18.407431
"2015-06-09",20.76,20.940001,20.719999,20.84,3111600,18.478367
"2015-06-10",20.965,21.17,20.965,21.084999,2960600,18.695597
"2015-06-11",21.155001,21.200001,20.975,21.17,3063400,18.770969
"2015-06-12",21.105,21.15,20.975,21.014999,2314800,18.633533
"2015-06-15",20.9,20.969999,20.68,20.940001,2626400,18.567036
"2015-06-16",20.875,21.094999,20.780001,21.075001,2286800,18.686735
"2015-06-17",21.115,21.379999,21.049999,21.35,3644400,18.930573
"2015-06-18",21.440001,21.73,21.375,21.705,4368000,19.245344
"2015-06-19",21.68,21.695,21.445,21.49,4505800,19.054703
"2015-06-22",21.65,21.75,21.504999,21.68,2698200,19.223175
"2015-06-23",21.75,21.75,21.545,21.620001,1921400,19.169971
"2015-06-24",21.645,21.700001,21.49,21.525,2925400,19.085741
"2015-06-25",21.575001,21.58,21.315001,21.370001,2601000,18.948305
"2015-06-26",21.434999,21.59,21.35,21.549999,2827400,19.107904
"2015-06-29",21.415001,21.434999,21.09,21.105,3736800,18.713337
"2015-06-30",21.309999,21.325001,21.065001,21.09,2914600,18.700033
"2015-07-01",21.190001,21.209999,20.98,21.084999,4490400,18.695597
"2015-07-02",21.084999,21.190001,20.85,21.049999,3762800,18.664566
"2015-07-06",20.93,21.145,20.93,21.02,3386800,18.637966
"2015-07-07",21.115,21.395,20.92,21.370001,5002000,18.948305
"2015-07-08",21.290001,21.355,20.889999,21.004999,5546000,18.624666
"2015-07-09",21.18,21.295,20.945,21,3298200,18.620234
"2015-07-10",21.200001,21.275,21.049999,21.165001,3355400,18.766535
"2015-07-13",21.305,21.440001,21.165001,21.41,5878800,18.983768
"2015-07-14",20.76,21.125,20.485001,20.555,13690600,18.22566
"2015-07-15",20.57,20.975,20.545,20.745001,9219000,18.394133
"2015-07-16",20.615,21.045,20.584999,20.965,4869600,18.589197
"2015-07-17",20.945,20.955,20.665001,20.93,4187000,18.558168
"2015-07-20",20.959999,21.18,20.875,21.094999,4383400,18.70447
"2015-07-21",21.01,21.1,20.635,20.719999,6225200,18.37196
"2015-07-22",20.790001,20.955,20.219999,20.33,4663600,18.026161
"2015-07-23",20.290001,20.370001,20.065001,20.200001,6074200,17.910889
"2015-07-24",20.09,20.184999,19.875,20.030001,5606000,17.884106
"2015-07-27",20.030001,20.16,19.865,20.049999,3362200,17.901962
"2015-07-28",20.139999,20.440001,20.08,20.424999,4155400,18.236784
"2015-07-29",20.405001,20.645,20.290001,20.610001,3434800,18.401972
"2015-07-30",20.514999,20.635,20.415001,20.445,3577000,18.254642
"2015-07-31",20.514999,21.014999,20.465,20.93,4990400,18.687687
"2015-08-03",20.879999,20.98,19.885,20.705,3283000,18.48679
"2015-08-04",20.629999,20.889999,20.559999,20.67,3303000,18.455544
"2015-08-05",20.709999,20.85,20.299999,20.440001,6570400,18.250179
"2015-08-06",20.440001,20.51,20.045,20.059999,5597600,17.910889
"2015-08-07",20.09,20.165001,19.84,20,4012000,17.857315
"2015-08-10",20.15,20.405001,20.139999,20.285,4976000,18.111786
"2015-08-11",20.165001,20.18,19.77,19.885,4795000,17.754637
"2015-08-12",19.775,20.27,19.75,20.23,4430600,18.062679
"2015-08-13",20.16,20.190001,20.01,20.025,2171200,17.879639
"2015-08-14",19.965,20.165001,19.955,20.105,2298400,17.951069
"2015-08-17",20.014999,20.290001,19.93,20.18,2306600,18.018034
"2015-08-18",20.17,20.395,20.17,20.360001,3000800,18.178751
"2015-08-19",20.27,20.355,19.965,20.17,3427000,18.009108
"2015-08-20",20.040001,20.075001,19.68,19.690001,4269800,17.580528
"2015-08-21",19.625,19.865,19.530001,19.59,8792200,17.491245
"2015-08-24",18.965,19.42,18.5,18.700001,12435400,16.696592
"2015-08-25",18.584999,19.02,18.455,18.5,14457800,16.518019
"2015-08-26",18.91,19.094999,18.775,19.040001,7406800,17.000166
"2015-08-27",19.174999,19.51,19.129999,19.49,5410400,17.401958
"2015-08-28",19.355,19.535,19.27,19.344999,4012800,17.272491
"2015-08-31",19.23,19.440001,19.055,19.27,3881400,17.205526
"2015-09-01",18.92,19.040001,18.665001,18.725,5375400,16.718916
"2015-09-02",19.035,19.26,18.975,19.165001,4533600,17.111776
"2015-09-03",19.08,19.205,18.745001,18.82,5530200,16.803738
"2015-09-04",18.625,18.855,18.549999,18.75,3920200,16.741236
"2015-09-08",19.045,19.450001,19,19.42,5505600,17.339457
"2015-09-09",19.545,19.620001,19.145,19.18,3977600,17.12517
"2015-09-10",19.115,19.49,19.065001,19.309999,3947400,17.241238
"2015-09-11",19.18,19.34,19.1,19.334999,2858600,17.263561
"2015-09-14",19.295,19.355,18.969999,19.105,2534000,17.058199
"2015-09-15",19.174999,19.42,19.075001,19.34,3597200,17.268028
"2015-09-16",19.27,19.465,19.219999,19.450001,4536600,17.366243
"2015-09-17",19.485001,19.485001,19.125,19.184999,4545200,17.129633
"2015-09-18",18.889999,19.014999,18.565001,18.59,13005400,16.598377
"2015-09-21",18.67,18.809999,18.514999,18.59,4023800,16.598377
"2015-09-22",18.450001,18.584999,18.235001,18.305,3709800,16.34391
"2015-09-23",18.325001,18.415001,18.135,18.235001,2848200,16.281414
"2015-09-24",18.125,18.385,17.99,18.34,3860400,16.375158
"2015-09-25",18.389999,18.504999,18.215,18.355,3177000,16.388557
"2015-09-28",18.32,18.365,17.934999,18.065001,7048600,16.129625
"2015-09-29",18.110001,18.280001,17.995001,18.245001,6410400,16.290342
"2015-09-30",18.440001,18.625,18.094999,18.305,8168400,16.34391
"2015-10-01",18.389999,18.49,17.584999,17.75,8380600,15.848368
"2015-10-02",17.485001,17.995001,17.225,17.99,8635800,16.062658
"2015-10-05",18.055,18.445,18.035,18.405001,4423400,16.433203
"2015-10-06",18.5,18.605,18.299999,18.530001,4506400,16.544806
"2015-10-07",18.620001,19.035,18.610001,19.02,8572000,16.982311
"2015-10-08",18.889999,19.530001,18.285,19.514999,8308000,17.424278
"2015-10-09",19.485001,19.695,19.325001,19.49,6533000,17.401958
"2015-10-12",19.584999,19.584999,19.295,19.405001,6797000,17.326063
"2015-10-13",19.1,19.395,18.610001,18.975,12685600,16.942133
"2015-10-14",18.965,19.155001,18.709999,18.93,8922400,16.901955
"2015-10-15",19.01,19.075001,18.725,19.055,7912800,17.013563
"2015-10-16",18.950001,18.950001,18.535,18.745001,6854400,16.736774
"2015-10-19",18.65,18.76,18.395,18.52,4003400,16.535875
"2015-10-20",18.450001,18.754999,18.385,18.525,4911200,16.54034
"2015-10-21",18.549999,18.705,18.334999,18.455,4476400,16.47784
"2015-10-22",18.559999,19.34,18.559999,19.26,8132200,17.1966
"2015-10-23",19.219999,19.43,19,19.375,6467400,17.425945
"2015-10-26",19.309999,19.549999,19.184999,19.24,4151200,17.304523
"2015-10-27",19.065001,19.209999,18.83,19.16,4238200,17.232571
"2015-10-28",19.254999,19.655001,19.139999,19.51,4934800,17.547365
"2015-10-29",19.48,19.57,19.35,19.52,3581400,17.556358
"2015-10-30",19.549999,19.67,19.530001,19.58,4954000,17.610321
"2015-11-02",19.59,20.264999,19.549999,20.125,7959800,18.100498
"2015-11-03",20.110001,20.395,20.045,20.264999,4535000,18.226416
"2015-11-04",20.290001,20.42,20.07,20.110001,5070400,18.087008
"2015-11-05",20.155001,20.82,20.02,20.615,7061200,18.541206
"2015-11-06",20.700001,20.700001,20.24,20.540001,5418000,18.473753
"2015-11-09",20.49,20.495001,20.110001,20.290001,5376200,18.248899
"2015-11-10",20.25,20.42,20.075001,20.23,3718000,18.194933
"2015-11-11",20.35,20.35,19.940001,20.105,4135400,18.08251
"2015-11-12",19.995001,20.245001,19.299999,19.325001,11953600,17.380978
"2015-11-13",19.305,19.584999,19.23,19.299999,4563400,17.35849
"2015-11-16",19.285,19.584999,19.25,19.584999,3472400,17.61482
"2015-11-17",19.305,19.629999,19.305,19.424999,2898800,17.470917
"2015-11-18",19.51,19.865,19.370001,19.844999,3716000,17.848661
"2015-11-19",19.799999,19.799999,19.540001,19.73,4460600,17.745232
"2015-11-20",19.844999,20.045,19.77,19.855,3444600,17.857662
"2015-11-23",19.82,19.950001,19.745001,19.860001,3924000,17.862158
"2015-11-24",19.795,19.985001,19.639999,19.905001,4378800,17.902632
"2015-11-25",19.995001,20.094999,19.9,20.035,3049800,18.019556
"2015-11-27",20.049999,20.205,20,20.165001,1535800,18.136477
"2015-11-30",20.205,20.334999,20.094999,20.290001,4868000,18.248899
"2015-12-01",20.41,20.549999,20.264999,20.459999,5844000,18.401798
"2015-12-02",20.395,20.475,20,20.07,4438000,18.051029
"2015-12-03",20.08,20.184999,19.575001,19.719999,6040800,17.736237
"2015-12-04",19.799999,20.145,19.754999,20.07,4806400,18.051029
"2015-12-07",20.055,20.450001,19.950001,20.415001,5984200,18.361328
"2015-12-08",20.1,20.275,19.969999,20.1,4629000,18.078014
"2015-12-09",19.99,20.459999,19.950001,20.110001,4356600,18.087008
"2015-12-10",20.094999,20.235001,19.965,20.075001,3222000,18.055529
"2015-12-11",19.77,20.055,19.635,19.735001,4697400,17.749729
"2015-12-14",19.805,19.955,19.58,19.950001,3713800,17.943104
"2015-12-15",20.075001,20.165001,19.815001,19.915001,4289600,17.911627
"2015-12-16",20.075001,20.27,19.815001,20.145,4135800,18.118484
"2015-12-17",20.215,20.245001,19.84,19.995001,6047400,17.983574
"2015-12-18",19.885,19.965,19.514999,19.545,10781800,17.578844
"2015-12-21",19.615,19.754999,19.219999,19.42,5801200,17.466417
"2015-12-22",19.504999,20.040001,19.395,20.040001,5062000,18.024052
"2015-12-23",20.145,20.655001,19.75,20.629999,7509000,18.554693
"2015-12-24",20.635,20.879999,20.5,20.754999,2786600,18.667122
"2015-12-28",20.695,20.799999,20.48,20.700001,3209600,18.617657
"2015-12-29",20.805,20.98,20.745001,20.82,3394200,18.725584
"2015-12-30",20.84,20.965,20.735001,20.754999,3982000,18.667122
"2015-12-31",20.705,20.809999,20.4,20.41,2984000,18.356827
"2016-01-04",20.120001,20.120001,19.77,20.094999,7087600,18.073515
"2016-01-05",20.254999,20.280001,19.615,19.875,6889200,17.87565
"2016-01-06",19.66,20.174999,19.504999,19.93,7459000,17.925116
"2016-01-07",19.59,19.809999,19.325001,19.525,6075600,17.560856
"2016-01-08",19.639999,19.795,19.334999,19.4,6012600,17.448431
"2016-01-11",19.5,19.565001,19.254999,19.445,8575800,17.488905
"2016-01-12",19.555,19.77,19.41,19.715,5860400,17.731745
"2016-01-13",19.75,19.885,19.32,19.385,8745800,17.434937
"2016-01-14",19.495001,19.775,19,19.625,11498000,17.650799
"2016-01-15",17.555,19.365,17.549999,18.834999,29707400,16.940269
"2016-01-19",19.025,19.219999,18.18,18.385,11971600,16.53554
"2016-01-20",18.174999,18.43,17.59,18.264999,9284200,16.427608
"2016-01-21",18.334999,18.68,18.049999,18.57,8038400,16.701925
"2016-01-22",18.865,19.055,18.514999,18.99,7452800,17.079678
"2016-01-25",18.91,19.035,18.379999,18.41,6746400,16.55802
"2016-01-26",18.65,19.115,18.575001,19.01,8681800,17.097666
"2016-01-27",18.815001,19.41,18.66,19.02,7259800,17.242716
"2016-01-28",19.059999,19.700001,18.99,19.67,8110200,17.831978
"2016-01-29",19.74,20.280001,19.639999,20.280001,7864400,18.384974
"2016-02-01",19.965,20.325001,19.75,20.219999,8986600,18.330584
"2016-02-02",19.915001,20,19.49,19.565001,5760400,17.736786
"2016-02-03",19.75,20.165001,19.24,19.815001,7803400,17.963425
"2016-02-04",20.75,22.219999,20.75,21.764999,22427800,19.731209
"2016-02-05",21.645,21.875,21.4,21.629999,9790000,19.608826
"2016-02-08",21.459999,22.125,21.264999,21.83,12175000,19.790136
"2016-02-09",21.625,22.125,21.58,21.68,11153200,19.654154
"2016-02-10",21.885,21.965,21.049999,21.135,8740400,19.16008
"2016-02-11",21.055,21.139999,20.48,21.004999,8609000,19.042231
"2016-02-12",21.280001,21.545,20.950001,21.52,4328000,19.509106
"2016-02-16",21.879999,21.91,21.525,21.84,5197400,19.799206
"2016-02-17",21.934999,22.469999,21.879999,22.209999,6551600,20.134628
"2016-02-18",22.209999,22.555,22.030001,22.280001,4588800,20.198092
"2016-02-19",22.09,22.375,21.934999,22.325001,4912400,20.238886
"2016-02-22",22.525,22.825001,22.455,22.68,4604400,20.560711
"2016-02-23",22.475,22.700001,22.23,22.27,4430400,20.189018
"2016-02-24",22.08,22.370001,21.715,22.25,4545200,20.170893
"2016-02-25",22.33,22.535,22.01,22.535,3539000,20.42926
