"","CMI.Open","CMI.High","CMI.Low","CMI.Close","CMI.Volume","CMI.Adjusted"
"2001-08-21",9.875,9.98,9.8375,9.8775,1294800,4.368515
"2001-08-22",9.9525,9.985,9.9175,9.9475,1286000,4.399477
"2001-08-23",9.9625,9.9625,9.8675,9.875,1053200,4.367409
"2001-08-24",9.875,10.02,9.875,9.995,702800,4.420483
"2001-08-27",9.995,10.0475,9.8875,9.9125,832400,4.383996
"2001-08-28",9.95,10,9.88,9.92,524800,4.387313
"2001-08-29",9.9075,9.9075,9.7875,9.8025,642000,4.470544
"2001-08-30",9.805,9.8375,9.2,9.425,1854000,4.298382
"2001-08-31",9.4425,9.58,9.375,9.4375,2982800,4.304081
"2001-09-04",9.475,9.6775,9.475,9.5775,1278400,4.36793
"2001-09-05",9.5625,9.5625,9.325,9.405,1464800,4.289258
"2001-09-06",9.3875,9.3875,9.1375,9.245,1066000,4.216287
"2001-09-07",9.2625,9.2625,8.855,8.895,1880400,4.056667
"2001-09-10",8.8325,8.9125,8.75,8.845,808000,4.033864
"2001-09-17",8.5,8.5125,8.0125,8.0475,1186000,3.670155
"2001-09-18",8.1225,8.1375,7.8275,7.865,1736000,3.586924
"2001-09-19",7.8875,7.925,7.075,7.3275,2841600,3.34179
"2001-09-20",7.3375,7.475,7.2575,7.3275,1846400,3.34179
"2001-09-21",7.2,7.58,7,7.5025,1959600,3.421602
"2001-09-24",7.4625,8.155,7.4625,8.0225,1878400,3.658753
"2001-09-25",8.0125,8.1425,8,8.14,1190000,3.712341
"2001-09-26",8.25,8.25,7.875,7.875,4149600,3.591486
"2001-09-27",7.975,8.0625,7.9225,8.0425,1528000,3.667875
"2001-09-28",8.15,8.4575,8.15,8.25,1414800,3.762508
"2001-10-01",8.305,8.3375,7.9375,8.025,784000,3.659894
"2001-10-02",8.025,8.4,8.025,8.3725,948000,3.818377
"2001-10-03",8.435,8.5025,8.3625,8.4125,2466800,3.836618
"2001-10-04",8.4375,8.5625,8.35,8.4825,1388400,3.868543
"2001-10-05",8.5625,8.6875,8.4275,8.6325,1026000,3.936952
"2001-10-08",8.55,8.5875,8.34,8.35,668000,3.808115
"2001-10-09",8.325,8.3875,8.2,8.2375,597600,3.756807
"2001-10-10",8.245,8.76,8.1875,8.5,1561600,3.876523
"2001-10-11",8.6875,8.95,8.65,8.8575,3325600,4.039566
"2001-10-12",8.8575,8.8575,8.475,8.4775,1546800,3.866261
"2001-10-15",8.48,8.6,8.325,8.4425,1472800,3.850301
"2001-10-16",8.4425,8.6375,8.4275,8.5,997600,3.876523
"2001-10-17",8.5,8.5,8.1875,8.1875,1792800,3.734004
"2001-10-18",8.15,8.2025,7.96,7.9825,1485200,3.640511
"2001-10-19",7.8875,7.9275,7.75,7.8,1889600,3.55728
"2001-10-22",7.8125,8.0075,7.8125,8.0075,1152800,3.651912
"2001-10-23",8.0075,8.15,7.9725,8.0175,774800,3.656473
"2001-10-24",8.03,8.1375,7.955,8.095,994000,3.691817
"2001-10-25",8.0375,8.1875,7.875,8.0575,923200,3.674716
"2001-10-26",8.075,8.365,8.075,8.205,640800,3.741987
"2001-10-29",8.2625,8.2625,7.875,7.875,917600,3.591486
"2001-10-30",7.875,7.9375,7.6875,7.7525,502400,3.535617
"2001-10-31",7.85,7.9375,7.775,7.8275,656400,3.569822
"2001-11-01",7.8175,8.15,7.735,8.0275,1148800,3.661035
"2001-11-02",8.005,8.2475,8,8.205,963600,3.741987
"2001-11-05",8.25,8.5075,8.23,8.4625,1478000,3.859422
"2001-11-06",8.45,8.675,8.3075,8.625,1707600,3.933532
"2001-11-07",8.605,8.7,8.525,8.6625,836000,3.950634
"2001-11-08",8.6875,8.7975,8.65,8.675,1672800,3.956335
"2001-11-09",8.7,8.7,8.5,8.5675,821200,3.907309
"2001-11-12",8.53,8.53,8.3375,8.43,990000,3.844599
"2001-11-13",8.4925,8.925,8.4925,8.82,1108800,4.022462
"2001-11-14",8.8275,8.975,8.7375,8.83,896000,4.027024
"2001-11-15",8.83,8.985,8.805,8.855,793200,4.038425
"2001-11-16",8.93,8.955,8.8275,8.94,639600,4.07719
"2001-11-19",8.94,9.1,8.9025,8.98,920800,4.095433
"2001-11-20",8.9675,9,8.8375,8.875,768800,4.047547
"2001-11-21",8.875,8.895,8.705,8.7625,468400,3.99624
"2001-11-23",8.7625,8.94,8.7525,8.92,136400,4.068069
"2001-11-26",8.8825,9.125,8.825,9.1,1066000,4.150161
"2001-11-27",9.1,9.1825,8.9625,9.1675,1051600,4.180943
"2001-11-28",9.075,9.075,8.875,8.935,1462800,4.21277
"2001-11-29",8.7825,8.9125,8.625,8.8,1670000,4.149119
"2001-11-30",8.8,9.1025,8.725,9.065,1764000,4.274063
"2001-12-03",9.0525,9.0525,8.9375,9.02,838000,4.252848
"2001-12-04",9.025,9.32,9.0125,9.255,696000,4.363648
"2001-12-05",9.2625,9.6225,9.25,9.5375,2550400,4.496845
"2001-12-06",9.615,9.9125,9.5125,9.845,1848000,4.641827
"2001-12-07",9.8,9.8425,9.65,9.715,1210400,4.580534
"2001-12-10",9.6525,9.715,9.525,9.5575,1016000,4.506274
"2001-12-11",9.5475,9.675,9.4625,9.545,1824800,4.500381
"2001-12-12",9.525,9.6875,9.5025,9.6675,718000,4.558138
"2001-12-13",9.6675,9.6675,9.5125,9.57,967200,4.512166
"2001-12-14",9.4875,9.555,9.335,9.5325,1026800,4.494485
"2001-12-17",9.47,9.675,9.445,9.495,1456400,4.476805
"2001-12-18",9.475,9.835,9.44,9.8025,847200,4.621789
"2001-12-19",9.8,9.815,9.675,9.7725,856400,4.607643
"2001-12-20",9.6875,9.7125,9.475,9.5575,1453600,4.506274
"2001-12-21",9.62,9.64,9.4825,9.5475,907600,4.501558
"2001-12-24",9.5,9.6975,9.5,9.6825,172400,4.565209
"2001-12-26",9.6825,9.75,9.575,9.64,541200,4.545172
"2001-12-27",9.6425,9.825,9.6425,9.7575,286400,4.600573
"2001-12-28",9.7825,9.795,9.6625,9.785,576000,4.613537
"2001-12-31",9.785,9.7875,9.615,9.635,424400,4.542814
"2002-01-02",9.65,9.75,9.5,9.7425,1349200,4.593499
"2002-01-03",9.7375,9.875,9.7375,9.8425,669600,4.640649
"2002-01-04",9.89,9.985,9.8625,9.9325,1086800,4.683081
"2002-01-07",9.995,9.9975,9.855,9.88,733600,4.65833
"2002-01-08",9.85,9.8875,9.6,9.69,776400,4.568745
"2002-01-09",9.6275,9.8775,9.6275,9.725,718000,4.585248
"2002-01-10",9.725,9.725,9.44,9.5525,1080000,4.503914
"2002-01-11",9.5,9.5,9.385,9.3875,1148800,4.426119
"2002-01-14",9.3375,9.425,9.2225,9.2325,872800,4.353039
"2002-01-15",8.875,9.06,8.75,8.9625,3765600,4.225734
"2002-01-16",8.9625,9.005,8.785,8.785,1756800,4.142048
"2002-01-17",8.7875,9,8.75,8.99,710800,4.238702
"2002-01-18",8.9275,8.945,8.725,8.79,1366800,4.144403
"2002-01-22",8.8,8.875,8.7125,8.75,928000,4.125546
"2002-01-23",8.4625,8.8575,8.37,8.8225,1569600,4.159728
"2002-01-24",8.8425,9.09,8.8125,9.005,2065600,4.245775
"2002-01-25",8.975,9.2625,8.9725,9.195,1237200,4.335359
"2002-01-28",9.2,9.3625,9.1875,9.3025,1375600,4.386044
"2002-01-29",9.3025,9.3575,9.0625,9.1,1179200,4.290567
"2002-01-30",9.05,9.1825,8.9175,9.1825,1110000,4.329464
"2002-01-31",9.245,9.4225,9.1725,9.4225,1168400,4.442622
"2002-02-01",9.38,9.4875,9.25,9.26,1154800,4.366005
"2002-02-04",9.305,9.3975,9.2125,9.3125,1707600,4.390758
"2002-02-05",9.2875,9.525,9.265,9.485,2938400,4.47209
"2002-02-06",9.475,9.59,9.4,9.4325,2072800,4.447337
"2002-02-07",9.455,9.56,9.45,9.4725,1888400,4.466198
"2002-02-08",9.45,9.625,9.35,9.615,1768800,4.533385
"2002-02-11",9.5875,9.905,9.3125,9.775,2260800,4.608823
"2002-02-12",9.7625,9.8325,9.7125,9.74,1106400,4.59232
"2002-02-13",9.7375,9.855,9.72,9.755,1247200,4.599391
"2002-02-14",9.7875,9.815,9.6925,9.725,777600,4.585248
"2002-02-15",9.7275,9.745,9.575,9.61,1698400,4.531026
"2002-02-19",9.61,9.6175,9.435,9.44,920400,4.450873
"2002-02-20",9.5125,9.5625,9.455,9.545,1674800,4.500381
"2002-02-21",9.625,10.175,9.5775,9.915,2960000,4.67483
"2002-02-22",9.875,10.0875,9.8125,10.0325,1710400,4.73023
"2002-02-25",10.0325,10.5,10.0325,10.4275,1806400,4.916469
"2002-02-26",10.43,10.85,10.43,10.6475,2171200,5.020198
"2002-02-27",10.6125,10.65,10.375,10.5225,1865200,5.105101
"2002-02-28",10.525,10.525,10.3125,10.395,3580800,5.043244
"2002-03-01",10.395,10.535,10.3075,10.535,2138000,5.111167
"2002-03-04",10.66,11.375,10.655,11.3175,3273600,5.490805
"2002-03-05",11.3175,11.3175,10.9625,10.9875,2747600,5.330702
"2002-03-06",10.9875,11.3375,10.9875,11.2825,1646400,5.473823
"2002-03-07",11.2325,11.35,10.9875,11.02,2239200,5.346468
"2002-03-08",11.0825,11.2225,10.95,11.035,1827200,5.353746
"2002-03-11",11.3125,11.8,11.3,11.7075,5092400,5.680017
"2002-03-12",11.525,11.7975,11.525,11.6325,2660000,5.64363
"2002-03-13",11.625,11.685,11.405,11.42,1436800,5.540532
"2002-03-14",11.42,11.6325,11.4,11.5875,2104400,5.621795
"2002-03-15",11.325,11.72,11.325,11.695,3002000,5.673953
"2002-03-18",11.695,11.7325,11.5875,11.6875,1307200,5.670313
"2002-03-19",11.65,11.995,11.65,11.99,1454000,5.817073
"2002-03-20",11.9625,11.965,11.8325,11.875,1783200,5.761283
"2002-03-21",11.8625,11.865,11.3575,11.3625,3979200,5.512637
"2002-03-22",11.3375,11.625,11.275,11.44,2000400,5.550238
"2002-03-25",11.3775,11.4875,11.2275,11.25,2316400,5.458056
"2002-03-26",11.15,11.425,11.15,11.425,1501600,5.542957
"2002-03-27",11.41,11.6175,11.405,11.5925,2009200,5.624222
"2002-03-28",11.5925,11.865,11.59,11.8075,1522800,5.728533
"2002-04-01",11.7625,11.7775,11.51,11.7475,1157600,5.699423
"2002-04-02",11.7125,11.725,11.5,11.5,1992000,5.579347
"2002-04-03",11.5,11.625,11.3375,11.405,2590800,5.533255
"2002-04-04",11.405,11.755,11.39,11.75,2353600,5.700637
"2002-04-05",11.8,12,11.7,11.84,2160800,5.744301
"2002-04-08",11.815,11.99,11.7,11.95,1152800,5.797667
"2002-04-09",12.125,12.18,12.055,12.155,1622400,5.897126
"2002-04-10",12.375,12.5725,12.2525,12.5475,2766000,6.087549
"2002-04-11",12.5,12.505,12.15,12.1825,2455200,5.910467
"2002-04-12",12.185,12.24,12.02,12.22,1359200,5.928661
"2002-04-15",12.22,12.275,12,12.035,1819200,5.838906
"2002-04-16",12.0625,12.4925,12.0625,12.4575,2219200,6.043885
"2002-04-17",12.4575,12.4575,11.83,11.89,4243600,5.768559
"2002-04-18",11.925,11.9375,11.6975,11.725,2838400,5.688508
"2002-04-19",11.75,11.7625,11.5125,11.55,2762800,5.603603
"2002-04-22",11.375,11.435,10.815,11.035,6030000,5.353746
"2002-04-23",11,11.0075,10.725,10.84,7310000,5.25914
"2002-04-24",10.975,11.125,10.8225,10.85,3727600,5.26399
"2002-04-25",10.7,10.95,10.3825,10.8475,3307600,5.262778
"2002-04-26",10.8975,11.0225,10.78,10.865,1426400,5.271266
"2002-04-29",10.865,10.865,10.4225,10.4625,2122000,5.075992
"2002-04-30",10.4875,10.8475,10.47,10.6375,3016800,5.160894
"2002-05-01",10.7125,10.7125,10.3425,10.39,3248800,5.040816
"2002-05-02",10.49,10.625,10.405,10.525,1941600,5.106314
"2002-05-03",10.525,10.5625,10.34,10.4525,2651200,5.071141
"2002-05-06",10.45,10.45,10.025,10.025,2424400,4.863733
"2002-05-07",10.0625,10.3125,10.03,10.27,3136400,4.982596
"2002-05-08",10.425,10.625,10.425,10.56,1557200,5.123296
"2002-05-09",10.4975,10.515,10.275,10.3025,1124800,4.998367
"2002-05-10",10.3375,10.3625,10.175,10.2075,711600,4.952274
"2002-05-13",10.145,10.2075,10.0275,10.0425,1472400,4.872225
"2002-05-14",10.2375,10.5225,10.23,10.4275,1301600,5.059011
"2002-05-15",10.425,10.87,10.35,10.7425,2966800,5.211836
"2002-05-16",10.6875,10.6875,10.505,10.5675,842400,5.126933
"2002-05-17",10.5675,10.695,10.485,10.5175,1459600,5.102676
"2002-05-20",10.5125,10.5125,10.37,10.3975,834400,5.044456
"2002-05-21",10.4,10.4925,10.0875,10.095,2099600,4.897696
"2002-05-22",10.095,10.195,9.975,10.09,2110400,4.895268
"2002-05-23",10.2,10.2125,9.925,10.1075,2268400,4.903761
"2002-05-24",10.125,10.2375,10.08,10.08,756400,4.890418
"2002-05-28",10.1375,10.2225,9.8925,9.925,970400,4.815218
"2002-05-29",9.81,9.885,9.25,9.4775,4436000,4.741427
"2002-05-30",9.4775,9.4775,9,9.16,4512000,4.582587
"2002-05-31",9.1175,9.305,9.1025,9.2025,3174800,4.603848
"2002-06-03",9.2025,9.245,8.8975,8.8975,2747600,4.451263
"2002-06-04",8.8975,8.8975,8.445,8.6525,4777600,4.328694
"2002-06-05",8.655,8.85,8.655,8.8,2524800,4.402487
"2002-06-06",8.8,8.8,8.495,8.495,1800400,4.249899
"2002-06-07",8.39,8.66,8.3,8.55,3710800,4.277415
"2002-06-10",8.55,8.6225,8.52,8.5425,1643600,4.273664
"2002-06-11",8.595,8.7625,8.455,8.455,2914800,4.229887
"2002-06-12",8.4575,8.47,8.2625,8.47,1571600,4.237392
"2002-06-13",8.4075,8.4075,8.215,8.3,1593600,4.152343
"2002-06-14",8.2375,8.24,7.9375,8.0975,2916400,4.051037
"2002-06-17",8.1,8.3,8.1,8.25,2164400,4.127329
"2002-06-18",8.225,8.37,8.1625,8.22,1869600,4.112323
"2002-06-19",8.1625,8.37,8.0775,8.0775,3078000,4.04103
"2002-06-20",8.08,8.1625,7.815,7.8625,2512800,3.93347
"2002-06-21",7.8125,7.875,7.6425,7.655,2569600,3.829663
"2002-06-24",7.655,7.8575,7.5875,7.765,2086400,3.884695
"2002-06-25",7.8125,8,7.8125,7.9875,4201200,3.996005
"2002-06-26",7.8625,8.0125,7.7825,7.9875,2983600,3.996005
"2002-06-27",8.0375,8.125,7.9,8.1125,2686800,4.058542
"2002-06-28",8.0625,8.35,8.0625,8.275,1802800,4.139837
"2002-07-01",8.275,8.275,8.09,8.1125,2596400,4.058542
"2002-07-02",8.1125,8.1175,7.8,7.9075,1707600,3.955983
"2002-07-03",7.91,7.975,7.6775,7.8625,1698800,3.93347
"2002-07-05",7.9025,8.2875,7.9025,8.285,964800,4.14484
"2002-07-08",8.2375,8.4,8.13,8.15,1573600,4.077301
"2002-07-09",8.125,8.2875,7.9375,7.94,1120800,3.972241
"2002-07-10",7.9425,7.955,7.6375,7.6725,1850400,3.838415
"2002-07-11",7.6375,7.6375,7.375,7.615,1954800,3.809651
"2002-07-12",7.625,7.725,7.42,7.4925,1241600,3.748366
"2002-07-15",7.4675,7.4875,7.1025,7.45,2902400,3.727103
"2002-07-16",7.425,7.425,7.065,7.15,3604400,3.577019
"2002-07-17",7.25,7.42,7.0875,7.335,2975200,3.669571
"2002-07-18",7.2875,7.3825,7.0975,7.145,1996000,3.574518
"2002-07-19",7.3,7.75,7.2125,7.24,5662000,3.622045
"2002-07-22",7.2775,7.425,7.0875,7.22,4578400,3.612039
"2002-07-23",7.22,7.29,6.9,6.985,2684000,3.494472
"2002-07-24",6.975,7.5,6.7975,7.5,2548800,3.752118
"2002-07-25",7.5,7.6375,7.1775,7.4825,2687600,3.743363
"2002-07-26",7.44,7.5625,7.3275,7.5425,1691200,3.77338
"2002-07-29",7.6875,8.2025,7.615,8.2025,2724400,4.103566
"2002-07-30",8.2025,8.2225,8.01,8.19,3523600,4.097315
"2002-07-31",8.15,8.22,7.915,8.075,1710800,4.03978
"2002-08-01",8.0125,8.105,7.7975,7.825,1797200,3.914711
"2002-08-02",7.8,7.825,7.35,7.4525,1448800,3.728354
"2002-08-05",7.3525,7.47,7.14,7.1425,1912400,3.573266
"2002-08-06",7.375,7.675,7.375,7.5625,1730800,3.783385
"2002-08-07",7.625,7.7,7.42,7.6875,1387200,3.84592
"2002-08-08",7.7,7.88,7.615,7.8575,1918000,3.930968
"2002-08-09",7.8225,7.93,7.6975,7.89,1007600,3.947228
"2002-08-12",7.765,7.84,7.6125,7.76,921200,3.882191
"2002-08-13",7.8125,7.8525,7.575,7.6025,1519600,3.803396
"2002-08-14",7.575,7.745,7.2875,7.74,2244800,3.872186
"2002-08-15",7.75,7.875,7.5925,7.7725,1234800,3.888445
"2002-08-16",7.5375,7.6425,7.4,7.6275,2140800,3.815903
"2002-08-19",7.63,7.8625,7.5375,7.835,1244400,3.919711
"2002-08-20",7.835,7.8725,7.5375,7.62,2399200,3.812152
"2002-08-21",7.6625,7.75,7.5625,7.745,1252800,3.874686
"2002-08-22",7.775,7.9,7.725,7.895,1116400,3.94973
"2002-08-23",7.895,7.895,7.6625,7.695,1065600,3.849673
"2002-08-26",7.7125,7.875,7.6475,7.8675,953600,3.935972
"2002-08-27",7.93,8.1025,7.8275,7.85,2137600,3.927216
"2002-08-28",7.775,7.8,7.5625,7.5775,1266000,3.94152
"2002-08-29",7.515,7.515,7.3825,7.4425,1894000,3.871299
"2002-08-30",7.445,7.555,7.42,7.4475,1464800,3.873899
"2002-09-03",7.25,7.25,7.0025,7.0425,2530000,3.663235
"2002-09-04",7.1,7.2,6.9425,7.165,1496800,3.726956
"2002-09-05",7.12,7.12,6.945,7.0425,1455200,3.663235
"2002-09-06",7.15,7.19,7.05,7.16,1030400,3.724354
"2002-09-09",7.125,7.3475,7.05,7.2975,929200,3.795877
"2002-09-10",7.3375,7.3625,7.2525,7.34,724400,3.817983
"2002-09-11",7.4025,7.4375,7.25,7.2675,1232800,3.780271
"2002-09-12",7.2375,7.275,7.1425,7.155,863200,3.721753
"2002-09-13",7.075,7.075,6.8625,6.9925,1540800,3.637228
"2002-09-16",7.0125,7.0125,6.875,6.92,1089200,3.599515
"2002-09-17",6.92,6.95,6.6775,6.6875,1720000,3.478579
"2002-09-18",6.5625,6.5725,6.2625,6.3025,4610400,3.278316
"2002-09-19",6.2775,6.35,6.145,6.1475,4036800,3.197691
"2002-09-20",6.0575,6.19,6.0575,6.1575,2948000,3.202891
"2002-09-23",6.125,6.175,6.09,6.11,2392400,3.178185
"2002-09-24",6.085,6.085,5.835,5.855,1513200,3.045543
"2002-09-25",5.975,6.09,5.885,6.0675,1818800,3.156077
"2002-09-26",6.0875,6.2825,6.0875,6.255,2652000,3.253609
"2002-09-27",6.225,6.2275,6.005,6.0125,2232000,3.127468
"2002-09-30",5.9625,5.9625,5.7275,5.905,2006000,3.071553
"2002-10-01",5.9025,6.1375,5.7175,6.135,2245600,3.191189
"2002-10-02",6.0725,6.15,5.65,5.7725,2097600,3.00263
"2002-10-03",5.835,5.975,5.685,5.84,2292400,3.037742
"2002-10-04",5.915,5.915,5.425,5.5325,2860800,2.877792
"2002-10-07",5.5875,5.625,5.34,5.3625,1812800,2.789364
"2002-10-08",5.375,5.4,5.01,5.255,3044000,2.733447
"2002-10-09",5.255,5.255,4.9,4.9225,4045200,2.560494
"2002-10-10",4.925,5.35,4.92,5.35,4516400,2.782863
"2002-10-11",5.4125,6.055,5.4125,5.8075,5612400,3.020836
"2002-10-14",5.7925,5.95,5.69,5.82,2763600,3.027338
"2002-10-15",6.1125,6.4,6.1125,6.4,4274000,3.329031
"2002-10-16",5.75,5.9875,5.495,5.5,10166000,2.860886
"2002-10-17",5.5025,6.0875,5.3,6.0875,7918000,3.166481
"2002-10-18",5.9625,6.2,5.85,6.1675,3335200,3.208094
"2002-10-21",6.105,6.4875,5.995,6.4625,4153600,3.361541
"2002-10-22",6.25,6.2825,6.125,6.245,3128400,3.248406
"2002-10-23",6.1825,6.475,6.0775,6.475,3389600,3.368044
"2002-10-24",6.5,6.505,6.1775,6.24,2092400,3.245806
"2002-10-25",6.15,6.3075,6.095,6.2975,1484400,3.275714
"2002-10-28",6.2975,6.3425,6.0575,6.115,2275600,3.180785
"2002-10-29",6.095,6.095,5.9,6.0375,1810000,3.140474
"2002-10-30",6.04,6.0525,5.92,6,2217600,3.120966
"2002-10-31",6.05,6.0975,5.9475,5.99,1660400,3.115765
"2002-11-01",5.9625,6.0675,5.9,6.0575,2518000,3.150877
"2002-11-04",6.1125,6.4675,6.1075,6.3175,2724800,3.286118
"2002-11-05",6.3175,6.4,6.2525,6.38,1326400,3.318628
"2002-11-06",6.4425,6.5625,6.315,6.56,2426400,3.412258
"2002-11-07",6.5875,6.6275,6.305,6.345,2774000,3.300423
"2002-11-08",6.345,6.4775,6.25,6.3525,1194800,3.304325
"2002-11-11",6.3525,6.3525,6.0925,6.125,1650400,3.185987
"2002-11-12",6.1425,6.365,6.1375,6.3,2142400,3.277016
"2002-11-13",6.2625,6.4625,6.225,6.4625,2822800,3.361541
"2002-11-14",6.525,6.795,6.5125,6.695,2718800,3.482479
"2002-11-15",6.675,6.985,6.6525,6.9675,3708800,3.624223
"2002-11-18",6.9675,7.05,6.82,6.91,2686800,3.594314
"2002-11-19",6.91,6.91,6.7675,6.875,2227600,3.576108
"2002-11-20",6.875,7.025,6.6375,7.0225,2237600,3.652832
"2002-11-21",7.03,7.28,7.03,7.28,3176400,3.786772
"2002-11-22",7.2425,7.35,7.1425,7.32,1490000,3.80758
"2002-11-25",7.3575,7.56,7.35,7.525,2210400,3.914214
"2002-11-26",7.4525,7.5375,7.3775,7.425,2904800,4.022565
"2002-11-27",7.4425,7.8575,7.4425,7.855,1865200,4.255522
"2002-11-29",7.855,7.95,7.825,7.86,945600,4.258231
"2002-12-02",8,8.085,7.675,7.7375,2327600,4.191866
"2002-12-03",7.605,7.6075,7.345,7.355,3258400,3.984643
"2002-12-04",7.25,7.49,7.25,7.4375,3183600,4.029337
"2002-12-05",7.4375,7.4825,7.35,7.4475,1647200,4.034753
"2002-12-06",7.4475,7.53,7.3375,7.415,2224400,4.017147
"2002-12-09",7.4,7.415,7.2275,7.25,1791600,3.927758
"2002-12-10",7.2525,7.4,7.1975,7.3125,1462800,3.961615
"2002-12-11",7.2875,7.2875,7.155,7.2625,3386400,3.934528
"2002-12-12",7.35,7.4125,7.2375,7.375,2352000,3.995476
"2002-12-13",7.2875,7.3,7.205,7.23,1742400,3.916922
"2002-12-16",7.23,7.465,7.23,7.415,1690400,4.017147
"2002-12-17",7.415,7.46,7.3175,7.375,1632800,3.995476
"2002-12-18",7.3775,7.3925,7.1725,7.2,2723600,3.900668
"2002-12-19",7.2025,7.275,7.055,7.105,3016400,3.849201
"2002-12-20",7.1225,7.1875,7.1,7.1375,1760400,3.86681
"2002-12-23",7.1375,7.155,7.0925,7.1375,1413600,3.86681
"2002-12-24",7.125,7.165,7.0325,7.09,824800,3.841076
"2002-12-26",7.0875,7.215,7.0875,7.105,997200,3.849201
"2002-12-27",7.1025,7.1025,6.905,6.925,1224400,3.751685
"2002-12-30",6.95,7.03,6.86,6.99,1811600,3.786899
"2002-12-31",7.04,7.0725,6.975,7.0325,1422000,3.809926
"2003-01-02",7.05,7.2575,7.0325,7.25,2707600,3.927758
"2003-01-03",7.2,7.245,7.1475,7.2175,1216000,3.91015
"2003-01-06",7.21,7.3875,7.21,7.375,1502800,3.995476
"2003-01-07",7.375,7.375,7.2775,7.3025,1055200,3.9562
"2003-01-08",7.3,7.3,7.0875,7.0875,1806800,3.839721
"2003-01-09",7.125,7.2,7.09,7.1775,2390400,3.888479
"2003-01-10",7.115,7.24,7.0875,7.14,1612800,3.868164
"2003-01-13",7.1475,7.225,7.095,7.155,1972800,3.876289
"2003-01-14",7.1425,7.145,7.075,7.14,1813600,3.868164
"2003-01-15",7.1775,7.1775,6.9575,7.005,1871200,3.795026
"2003-01-16",7.0075,7.1375,6.9725,6.9725,1938000,3.777418
"2003-01-17",6.975,7.0625,6.895,6.91,1905600,3.743559
"2003-01-21",6.9425,6.95,6.6,6.63,2941600,3.591866
"2003-01-22",6.625,6.625,6.325,6.36,3283600,3.445591
"2003-01-23",6.4125,6.5625,6.38,6.515,2822000,3.529562
"2003-01-24",6.5125,6.5125,6.3125,6.3375,1552400,3.433401
"2003-01-27",6.2875,6.3175,6.07,6.11,2177600,3.310152
"2003-01-28",6.125,6.1875,6.1225,6.1525,3372400,3.333175
"2003-01-29",6.155,6.4,5.9125,6.3625,6800800,3.446946
"2003-01-30",6.36,6.3625,6.0875,6.0975,3128000,3.303378
"2003-01-31",6.0975,6.225,6.0475,6.175,1525200,3.345366
"2003-02-03",6.175,6.375,6.175,6.315,2342400,3.421211
"2003-02-04",6.315,6.315,6.1625,6.25,3070800,3.385997
"2003-02-05",6.335,6.4925,6.2625,6.265,2629600,3.394124
"2003-02-06",6.25,6.325,6.215,6.2675,2726000,3.395477
"2003-02-07",6.2675,6.295,6.13,6.17,2313600,3.342657
"2003-02-10",6.2,6.24,6.0975,6.195,1338800,3.3562
"2003-02-11",6.2175,6.27,6.075,6.125,1292800,3.318276
"2003-02-12",6.08,6.11,5.975,5.99,1083600,3.412271
"2003-02-13",5.9925,5.9925,5.77,5.8625,2532800,3.339639
"2003-02-14",5.865,6.01,5.7625,5.9875,1644000,3.410849
"2003-02-18",5.99,6.24,5.99,6.1875,1298800,3.524779
"2003-02-19",6.2125,6.225,6.095,6.1375,1065600,3.496297
"2003-02-20",6.1375,6.185,6.01,6.105,2028800,3.477782
"2003-02-21",6.105,6.2525,6.075,6.2125,2023600,3.539021
"2003-02-24",6.16,6.1725,5.9675,5.9775,1923200,3.405151
"2003-02-25",5.9625,6.0075,5.8425,5.985,1390000,3.409423
"2003-02-26",5.9875,6.0375,5.9075,5.9175,1397600,3.370972
"2003-02-27",5.9375,6.045,5.9375,6.01,958000,3.423664
"2003-02-28",6.01,6.085,5.945,5.9925,1616800,3.413695
"2003-03-03",6.01,6.0825,5.9875,6.0125,2756000,3.425089
"2003-03-04",6.0125,6.015,5.7525,5.795,2339600,3.301187
"2003-03-05",5.77,5.815,5.69,5.7975,2914800,3.302612
"2003-03-06",5.7825,5.7825,5.65,5.775,2044400,3.289795
"2003-03-07",5.7125,5.865,5.675,5.8275,1801600,3.319701
"2003-03-10",5.8,5.8,5.655,5.6675,1810400,3.228555
"2003-03-11",5.67,5.7125,5.505,5.555,2316800,3.164469
"2003-03-12",5.555,5.575,5.43,5.5525,1193600,3.163044
"2003-03-13",5.65,5.79,5.6275,5.79,1801200,3.29834
"2003-03-14",5.8,5.9225,5.725,5.79,1559200,3.29834
"2003-03-17",5.79,6.1675,5.7125,6.165,2590400,3.511961
"2003-03-18",6.165,6.265,6.065,6.265,4211200,3.568928
"2003-03-19",6.25,6.2975,6.0275,6.245,7895600,3.557536
"2003-03-20",6.22,6.4525,6.0625,6.435,4142800,3.66577
"2003-03-21",6.4875,6.9125,6.4875,6.91,4865200,3.93636
"2003-03-24",6.7475,6.7475,6.5275,6.5975,4652000,3.758339
"2003-03-25",6.315,6.3775,6.1,6.21,11713600,3.537596
"2003-03-26",6.2125,6.245,6.09,6.2,4175200,3.531901
"2003-03-27",6.1725,6.26,6.0525,6.2275,2190000,3.547567
"2003-03-28",6.2025,6.2025,6.105,6.1475,1557200,3.501993
"2003-03-31",6.075,6.17,5.95,6.15,1524000,3.503417
"2003-04-01",6.0625,6.15,6,6.15,2598400,3.503417
"2003-04-02",6.35,6.5125,6.3275,6.435,2108400,3.66577
