"","CHK.Open","CHK.High","CHK.Low","CHK.Close","CHK.Volume","CHK.Adjusted"
"2012-11-20",16.849575,16.868496,16.471146,16.650898,13764000,15.961858
"2012-11-21",16.631977,16.773888,16.527908,16.641438,6430900,15.952785
"2012-11-23",16.754967,16.868496,16.565752,16.868496,3255800,16.170446
"2012-11-26",16.527908,16.575212,16.158941,16.310312,13412300,15.635363
"2012-11-27",16.329233,16.537371,16.196783,16.471146,10604100,15.78954
"2012-11-28",16.272469,16.527908,16.045412,16.508987,16300100,15.825818
"2012-11-29",16.669821,16.811731,16.461683,16.584673,12886000,15.89837
"2012-11-30",16.594135,16.679281,16.026489,16.111637,16894700,15.444909
"2012-12-03",16.291391,16.300852,15.960265,15.988647,14185600,15.327008
"2012-12-04",15.988647,16.054873,15.733207,15.960265,15235100,15.299802
"2012-12-05",16.035952,16.300852,16.007568,16.054873,16007700,15.390493
"2012-12-06",16.045412,16.253548,16.026489,16.177862,14686600,15.508394
"2012-12-07",16.158941,16.357616,16.158941,16.319773,9685800,15.644432
"2012-12-10",16.206244,16.263008,16.026489,16.073793,9491200,15.408632
"2012-12-11",16.140018,16.206244,16.064333,16.168402,9275400,15.499326
"2012-12-12",16.300852,16.461683,16.007568,16.045412,13303600,15.381424
"2012-12-13",16.026489,16.054873,15.723746,15.780511,13420800,15.127483
"2012-12-14",15.704825,15.884579,15.629139,15.666982,9984400,15.018654
"2012-12-17",15.695364,15.903501,15.695364,15.837276,11910800,15.181902
"2012-12-18",15.827814,16.338694,15.780511,16.319773,13154100,15.644432
"2012-12-19",16.319773,16.490067,16.130558,16.272469,8695900,15.599085
"2012-12-20",16.338694,16.631977,16.319773,16.631977,9277800,15.943716
"2012-12-21",16.423841,16.423841,16.187323,16.385998,9991000,15.707917
"2012-12-24",16.253548,16.253548,16.035952,16.102177,5046900,15.435841
"2012-12-26",16.168402,16.385998,16.092714,16.225166,8389100,15.553742
"2012-12-27",16.187323,16.244087,15.846736,15.950804,10444800,15.29073
"2012-12-28",15.827814,15.912961,15.648061,15.666982,10529800,15.018654
"2012-12-31",15.610218,15.761589,15.354777,15.723746,16161800,15.073071
"2013-01-02",16.026489,16.102177,15.439924,15.704825,16521600,15.054933
"2013-01-03",15.704825,16.111637,15.525071,15.865658,13666200,15.20911
"2013-01-04",15.960265,16.518448,15.89404,16.508987,13450300,15.825818
"2013-01-07",16.452223,16.736046,16.357616,16.669821,13597900,15.979994
"2013-01-08",16.556292,16.603596,15.941343,15.969726,15977900,15.30887
"2013-01-09",16.064333,16.300852,15.714286,16.158941,29079400,15.490257
"2013-01-10",16.177862,16.206244,15.487228,15.827814,36407600,15.172832
"2013-01-11",15.856196,15.960265,15.657521,15.960265,11429000,15.379782
"2013-01-14",15.922422,16.149479,15.89404,16.026489,10337600,15.443595
"2013-01-15",15.941343,16.631977,15.912961,16.433302,18401800,15.835615
"2013-01-16",16.395458,16.556292,16.177862,16.376537,10252400,15.780914
"2013-01-17",16.433302,16.811731,16.385998,16.603596,12708200,15.999713
"2013-01-18",16.565752,16.859035,16.556292,16.859035,12915500,16.245863
"2013-01-22",16.887417,17.83349,16.877956,17.719963,23763200,17.07548
"2013-01-23",17.663198,17.729424,17.407759,17.502365,12829300,16.865791
"2013-01-24",17.710501,17.909178,17.483444,17.757805,14365800,17.111944
"2013-01-25",17.852413,18.391674,17.786188,18.315989,20000600,17.649826
"2013-01-28",18.164618,18.202459,17.69158,17.909178,17772900,17.257814
"2013-01-29",17.96594,18.070009,17.795649,17.94702,12031400,17.294275
"2013-01-30",19.87701,20.056765,18.826868,19.025543,77806200,18.333574
"2013-01-31",19.035006,19.214758,18.732262,19.091768,19848200,18.397388
"2013-02-01",19.214758,19.337748,19.063387,19.233681,14805600,18.534138
"2013-02-04",19.139072,19.375591,18.959318,19.025543,12701000,18.333574
"2013-02-05",19.091768,19.4702,19.091768,19.432356,12215900,18.725588
"2013-02-06",19.309366,19.432356,19.176916,19.403973,10109900,18.698238
"2013-02-07",19.432356,19.432356,19.091768,19.139072,17134900,18.442974
"2013-02-08",19.072847,19.318827,19.016083,19.139072,12482200,18.442974
"2013-02-11",19.082308,19.176916,18.845791,18.968781,8175500,18.278875
"2013-02-12",18.987701,19.110691,18.760643,18.930937,14274900,18.242409
"2013-02-13",18.893093,19.4702,18.845791,19.460737,15460300,18.752939
"2013-02-14",19.375591,19.403973,19.195837,19.299906,12500100,18.597956
"2013-02-15",19.337748,19.34721,18.874172,18.930937,11146100,18.242409
"2013-02-19",18.930937,19.375591,18.921476,19.262062,11274200,18.561489
"2013-02-20",19.299906,19.536425,18.940397,19.148533,23724000,18.452085
"2013-02-21",19.668875,19.754021,18.921476,19.101231,21928400,18.406507
"2013-02-22",19.186377,19.403973,18.874172,19.394512,12358700,18.689123
"2013-02-25",19.091768,19.148533,18.060549,18.07947,30934000,17.421907
"2013-02-26",18.117313,18.703878,18.060549,18.684958,23754200,18.005375
"2013-02-27",18.571428,19.167456,18.533587,19.053926,13792400,18.360926
"2013-02-28",18.940397,19.318827,18.921476,19.072847,10244700,18.379158
"2013-03-01",18.874172,18.883633,18.372753,18.609272,14039300,17.932442
"2013-03-04",18.552507,18.684958,18.192999,18.438978,9960300,17.768345
"2013-03-05",18.552507,18.656576,18.363293,18.448439,8507200,17.77746
"2013-03-06",18.647114,18.893093,18.46736,18.675497,9725600,17.996258
"2013-03-07",18.741722,19.7351,18.495743,19.725639,19238600,19.008207
"2013-03-08",19.772942,20.217596,19.47966,20.179754,19731300,19.445805
"2013-03-11",20.056765,20.52034,19.87701,20.302744,11746500,19.56432
"2013-03-12",20.321665,20.463575,20.104069,20.331125,12186700,19.591671
"2013-03-13",20.274361,20.52034,20.141911,20.245979,7608000,19.509619
"2013-03-14",20.2649,21.447493,20.2649,21.305582,21252000,20.530687
"2013-03-15",21.258278,21.731316,20.964994,21.248817,20137500,20.475986
"2013-03-18",20.785242,21.447493,20.766319,20.974457,15098000,20.211603
"2013-03-19",20.614948,20.766319,19.668875,19.905392,21774600,19.181419
"2013-03-20",19.451277,19.895931,19.413435,19.754021,17471500,19.035557
"2013-03-21",19.668875,20.00946,19.536425,19.545885,11778700,18.83499
"2013-03-22",19.697256,19.791864,19.167456,19.290445,9456400,18.58884
"2013-03-25",19.432356,19.678335,19.148533,19.252602,9139300,18.552374
"2013-03-26",19.271523,19.649952,19.139072,19.61211,9819200,18.898809
"2013-03-27",19.508041,19.555346,19.280983,19.422895,8416500,18.716475
"2013-03-28",19.337748,19.422895,19.110691,19.309366,17444700,18.607077
"2013-04-01",19.299906,19.526962,19.167456,19.252602,10619900,18.552374
"2013-04-02",19.318827,19.394512,18.751183,18.883633,11082300,18.196825
"2013-04-03",18.826868,18.864712,18.07947,18.145695,13621000,17.485723
"2013-04-04",18.126774,18.382214,17.890255,18.278145,9091000,17.613359
"2013-04-05",18.08893,18.807947,18.003784,18.684958,12214900,18.005375
"2013-04-08",18.684958,18.864712,18.391674,18.684958,9896900,18.005375
"2013-04-09",18.703878,19.195837,18.505203,19.053926,9831700,18.360926
"2013-04-10",19.148533,19.441816,19.101231,19.262062,8367200,18.561489
"2013-04-11",19.262062,19.262062,18.883633,19.053926,6705700,18.439722
"2013-04-12",18.893093,18.987701,18.524124,18.618732,10702500,18.018555
"2013-04-15",18.353832,18.363293,17.909178,17.909178,10777900,17.331869
"2013-04-16",18.136234,18.372753,17.549669,18.032167,10501500,17.450901
"2013-04-17",17.795649,17.880795,17.417219,17.473984,13868600,16.910706
"2013-04-18",17.511826,18.098392,17.228004,17.937559,10912800,17.359337
"2013-04-19",17.937559,17.96594,17.398296,17.587511,10780600,17.020573
"2013-04-22",17.587511,17.776726,17.350994,17.596973,7676000,17.029732
"2013-04-23",17.653736,17.937559,17.521286,17.918638,8034500,17.341026
"2013-04-24",17.95648,18.297068,17.94702,18.249763,6636100,17.661476
"2013-04-25",18.382214,18.580889,18.164618,18.240303,7504100,17.652325
"2013-04-26",18.202459,18.259224,17.814569,18.21192,6794000,17.624857
"2013-04-29",18.230843,18.505203,18.013245,18.287607,6608200,17.698103
"2013-04-30",18.315989,18.486282,17.96594,18.486282,10012100,17.890373
"2013-05-01",18.826868,18.902554,17.842951,18.155155,17267200,17.569923
"2013-05-02",18.174078,18.344372,17.83349,18.117313,9599900,17.533298
"2013-05-03",18.183538,18.448439,18.003784,18.21192,11643400,17.624857
"2013-05-06",18.192999,18.476822,18.098392,18.391674,10172400,17.798817
"2013-05-07",18.401134,18.495743,17.899715,18.098392,10186400,17.514986
"2013-05-08",18.155155,18.391674,18.08893,18.155155,10539400,17.569923
"2013-05-09",18.145695,18.694418,18.117313,18.524124,11410600,17.926998
"2013-05-10",18.476822,19.157995,18.249763,19.063387,12025200,18.448875
"2013-05-13",19.063387,19.508041,18.978241,19.451277,20423800,18.824261
"2013-05-14",19.451277,19.829706,19.403973,19.640491,10581800,19.007378
"2013-05-15",19.564806,19.640491,19.366131,19.545885,7733500,18.915821
"2013-05-16",19.148533,19.233681,18.713339,18.817408,17325700,18.210827
"2013-05-17",18.930937,19.318827,18.826868,19.176916,10312500,18.558746
"2013-05-20",19.34721,20.00946,19.176916,19.678335,15736100,19.044003
"2013-05-21",19.839167,20.056765,19.697256,19.725639,13173800,19.089779
"2013-05-22",20.151371,20.463575,19.820246,19.962156,27710800,19.318672
"2013-05-23",19.725639,20.605488,19.451277,20.491959,22444800,19.8314
"2013-05-24",20.331125,20.52034,20.00946,20.501419,11316300,19.840555
"2013-05-28",20.719017,21.097446,20.65279,20.964994,16545100,20.289185
"2013-05-29",20.832544,21.627247,20.832544,21.362347,16464300,20.673729
"2013-05-30",21.352886,21.494797,21.125828,21.315042,16321100,20.627949
"2013-05-31",21.447493,21.494797,20.662252,20.662252,24571800,19.996202
"2013-06-03",20.794703,21.002838,20.435194,20.983917,12862900,20.307497
"2013-06-04",20.964994,21.078524,20.340586,20.548723,13907000,19.886333
"2013-06-05",20.482498,20.548723,20.217596,20.359509,13473500,19.703217
"2013-06-06",20.359509,20.51088,20.047304,20.501419,12913800,19.840555
"2013-06-07",20.605488,20.946074,20.38789,20.813623,7841500,20.142694
"2013-06-10",20.889309,20.936613,20.567644,20.737938,10757700,20.069448
"2013-06-11",20.473038,20.473038,20.141911,20.151371,14052400,19.501789
"2013-06-12",20.340586,20.359509,19.810785,19.943235,12566400,19.300362
"2013-06-13",19.87701,19.981079,19.687796,19.86755,19284800,19.227118
"2013-06-14",19.886471,20.141911,19.394512,19.564806,11738400,18.93413
"2013-06-17",19.763481,20.037844,19.763481,19.905392,11380400,19.263737
"2013-06-18",19.943235,20.227058,19.905392,20.104069,7627700,19.456013
"2013-06-19",20.094608,20.283823,19.668875,19.678335,8646800,19.044003
"2013-06-20",19.422895,19.422895,18.779564,18.997162,14066800,18.384787
"2013-06-21",19.139072,19.22422,18.732262,19.129612,11542400,18.512968
"2013-06-24",18.760643,18.836329,18.278145,18.543047,10958800,17.945309
"2013-06-25",18.741722,18.845791,18.552507,18.722801,8443400,18.119268
"2013-06-26",18.997162,19.555346,18.997162,19.271523,13694400,18.650299
"2013-06-27",19.35667,19.772942,19.35667,19.4702,16456000,18.842575
"2013-06-28",19.375591,19.460737,19.053926,19.280983,12546400,18.659456
"2013-07-01",19.35667,19.725639,19.205297,19.649952,7835200,19.016533
"2013-07-02",19.649952,19.905392,19.574266,19.791864,6917400,19.15387
"2013-07-03",19.782404,20.028381,19.716177,19.87701,7878700,19.236275
"2013-07-05",19.971619,20.094608,19.7351,19.905392,8654100,19.263737
"2013-07-08",20.018921,20.094608,19.772942,19.801325,6643900,19.163027
"2013-07-09",19.829706,20.056765,19.763481,20,9599400,19.355297
"2013-07-10",20.00946,20.5298,20.00946,20.245979,8785000,19.593346
"2013-07-11",20.444654,20.482498,19.933775,20.141911,7306900,19.572205
"2013-07-12",20.151371,20.331125,19.971619,20.094608,4962500,19.526241
"2013-07-15",20.179754,20.596027,20.047304,20.51088,9310700,19.930737
"2013-07-16",20.406813,20.728477,20.406813,20.577105,7074100,19.99509
"2013-07-17",20.624409,20.756859,20.51088,20.577105,5781800,19.99509
"2013-07-18",20.681173,21.267738,20.681173,21.125828,8590900,20.528292
"2013-07-19",21.210974,21.371807,20.908232,21.362347,8142900,20.758121
"2013-07-22",21.333963,21.352886,21.012299,21.192053,10199500,20.592644
"2013-07-23",21.201513,21.419111,21.097446,21.116367,5699500,20.519098
"2013-07-24",21.173132,21.324503,20.898769,21.002838,6019700,20.408781
"2013-07-25",21.002838,21.419111,20.936613,21.371807,8002900,20.767313
"2013-07-26",21.229897,21.627247,21.135288,21.617786,8901200,21.006334
"2013-07-29",21.504257,21.598866,21.390728,21.523178,7371800,20.914402
"2013-07-30",21.53264,21.816462,21.409651,21.807001,10748600,21.190197
"2013-07-31",21.91107,22.270576,21.854305,22.04352,16780800,21.420029
"2013-08-01",22.762535,23.841059,22.724693,23.604542,37160300,22.936897
"2013-08-02",23.519394,23.935667,23.415327,23.604542,21298500,22.936897
"2013-08-05",23.585619,24.257332,23.453169,24.105961,11495000,23.424131
"2013-08-06",24.105961,24.210028,23.519394,23.793756,11470700,23.120758
"2013-08-07",23.509933,23.557238,23.074739,23.509933,17689600,22.844963
"2013-08-08",23.670767,23.831598,23.320719,23.661306,9916600,22.992056
"2013-08-09",23.680227,23.841059,23.509933,23.651844,9882300,22.982859
"2013-08-12",23.547777,23.907286,23.538317,23.670767,7030200,23.001247
"2013-08-13",23.699148,23.869442,23.595081,23.680227,9588700,23.010439
"2013-08-14",23.651844,23.736992,23.547777,23.566698,10198100,22.900124
"2013-08-15",23.358562,23.727531,23.20719,23.642384,9487100,22.973669
"2013-08-16",23.595081,23.935667,23.519394,23.651844,15500700,22.982859
"2013-08-19",24.200567,24.200567,23.405865,23.434248,9680600,22.771418
"2013-08-20",23.434248,24.124882,23.424788,23.897823,11767200,23.221882
"2013-08-21",23.320719,24.124882,23.320719,23.888363,11501400,23.212692
"2013-08-22",23.964048,24.285715,23.784296,24.134342,7287100,23.451712
"2013-08-23",24.210028,24.843899,24.020813,24.815516,13185500,24.113617
"2013-08-26",24.900661,25.193945,24.834436,24.929045,11174600,24.223934
"2013-08-27",24.701986,24.938505,24.541155,24.61684,8859500,23.920561
"2013-08-28",24.61684,25.033113,24.560076,24.919584,8063500,24.214746
"2013-08-29",24.919584,24.919584,24.370861,24.550615,10197600,23.856211
"2013-08-30",24.569536,24.60738,24.35194,24.418165,7323700,23.727505
"2013-09-03",24.664145,24.985809,24.61684,24.74929,7706100,24.049267
"2013-09-04",24.683065,24.768211,24.597919,24.711447,6309400,24.012493
"2013-09-05",24.768211,24.824976,24.61684,24.758751,9650600,24.058462
"2013-09-06",24.796595,24.957426,24.531694,24.626301,8153200,23.929754
"2013-09-09",24.692526,25.070955,24.692526,24.976349,10060800,24.269899
"2013-09-10",25.052034,25.099339,24.635761,24.919584,13336000,24.214746
"2013-09-11",24.976349,25.818354,24.947966,25.439924,16476700,24.720366
"2013-09-12",25.477768,25.600758,25.13718,25.468306,13647800,24.747944
"2013-09-13",25.458845,25.610218,25.13718,25.231789,10149500,24.518116
"2013-09-16",25.411543,25.487228,25.042574,25.089876,9435600,24.380217
"2013-09-17",25.175024,25.799433,25.146641,25.695364,11621300,24.96858
"2013-09-18",25.685904,25.969727,25.430464,25.827814,9480900,25.097284
"2013-09-19",25.808893,25.979187,25.39262,25.449385,7995000,24.729561
"2013-09-20",25.51561,25.638599,25.099339,25.146641,10790100,24.435381
"2013-09-23",25.089876,25.203405,24.881741,24.957426,6295100,24.251514
"2013-09-24",24.985809,25.222328,24.74929,24.957426,7037600,24.251514
"2013-09-25",24.976349,25.241249,24.919584,25.070955,7532000,24.361834
"2013-09-26",25.165564,25.203405,24.664145,24.985809,6923600,24.279099
"2013-09-27",24.815516,24.985809,24.664145,24.796595,6225500,24.095232
"2013-09-30",24.522232,24.597919,24.247871,24.48439,7140200,23.791857
"2013-10-01",24.437086,25.146641,24.437086,24.824976,5725900,24.122812
"2013-10-02",24.720909,24.900661,24.437086,24.758751,6398200,24.058462
"2013-10-03",24.683065,24.853359,24.465467,24.768211,6079700,24.067652
"2013-10-04",24.843899,25.231789,24.664145,25.070955,4478100,24.361834
"2013-10-07",24.74929,25.13718,24.701986,24.853359,5975700,24.150391
"2013-10-08",24.881741,25.099339,24.626301,24.645222,9481900,23.948139
"2013-10-09",24.531694,24.834436,24.266792,24.588457,10676800,23.892981
"2013-10-10",24.834436,25.070955,24.73983,24.985809,6778800,24.360643
"2013-10-11",24.720909,25.288553,24.588457,25.042574,7220600,24.415985
"2013-10-14",24.834436,25.13718,24.73983,25.023651,5408000,24.397537
"2013-10-15",25.00473,25.591295,24.87228,25.070955,9073800,24.443659
"2013-10-16",25.316935,26.121098,25.241249,26.045412,13361200,25.393736
"2013-10-17",25.950804,26.281931,25.78051,26.140018,9647700,25.485973
"2013-10-18",26.972565,27.067171,26.537371,26.726585,26785800,26.057863
"2013-10-21",26.773888,27.161779,26.433302,26.537371,9390400,25.873383
"2013-10-22",26.423841,26.773888,26.234627,26.669821,11477500,26.00252
"2013-10-23",26.499527,26.527908,25.742668,25.818354,11477700,25.172358
"2013-10-24",26.158941,27.133396,25.846737,26.840113,13256200,26.16855
"2013-10-25",26.868496,27.142857,26.631977,26.934721,8733400,26.26079
"2013-10-28",26.736046,26.934721,26.594135,26.641438,7589000,25.974846
"2013-10-29",26.726585,26.963102,26.679281,26.79281,6363400,26.122433
"2013-10-30",26.830652,27.105015,26.272469,26.631977,8275600,25.965624
"2013-10-31",26.669821,26.745506,26.177862,26.452223,6688600,25.790365
"2013-11-01",26.395458,26.584673,26.064333,26.490067,7147100,25.827261
"2013-11-04",26.490067,27.492905,26.442762,27.284769,12575300,26.602081
"2013-11-05",27.209082,27.275307,26.613056,26.622517,10095100,25.956398
"2013-11-06",26.963102,27.010406,24.645222,24.815516,32719300,24.194607
"2013-11-07",24.853359,24.957426,23.831598,24.030273,20803500,23.429014
"2013-11-08",24.115421,24.673605,24.115421,24.323557,10907700,23.71496
"2013-11-11",24.370861,24.418165,24.143803,24.304636,9061000,23.696514
"2013-11-12",24.370861,24.47493,24.068117,24.172186,8654300,23.567377
"2013-11-13",24.087038,24.531694,23.982971,24.522232,12662000,23.908665
"2013-11-14",24.522232,24.73037,24.314096,24.550615,8308700,23.936337
"2013-11-15",24.664145,24.768211,24.314096,24.48439,7920100,23.871771
"2013-11-18",24.541155,24.61684,23.945127,24.049196,9777500,23.447466
"2013-11-19",24.011353,24.153263,23.708609,23.935667,13096300,23.336777
"2013-11-20",24.124882,24.456007,24.087038,24.172186,8096300,23.567377
"2013-11-21",24.314096,25.118259,24.295176,24.910124,10345200,24.286852
"2013-11-22",24.900661,25.175024,24.512772,24.881741,6975900,24.259178
"2013-11-25",24.910124,25.023651,24.389782,24.853359,7403100,24.231508
"2013-11-26",24.768211,25.052034,24.645222,24.891201,5164800,24.268402
"2013-11-27",24.787134,25.316935,24.61684,25.212866,14212300,24.582018
"2013-11-29",25.193945,25.562914,24.947966,25.421003,5139200,24.784946
"2013-12-02",25.534533,25.752129,25.241249,25.335855,10827400,24.701929
"2013-12-03",25.193945,25.600758,25.052034,25.553453,8107400,24.914085
"2013-12-04",25.543993,25.789972,25.468306,25.638599,8281700,24.997099
"2013-12-05",25.610218,25.704824,25.421003,25.591295,9567200,24.950981
"2013-12-06",25.761589,25.865658,24.87228,25.052034,11018500,24.425209
"2013-12-09",25.108799,25.165564,24.853359,24.957426,7973900,24.33297
"2013-12-10",24.985809,25.638599,24.985809,25.364239,8279600,24.729603
"2013-12-11",25.364239,25.402081,24.929045,25.014191,6776000,24.388311
"2013-12-12",25.089876,25.421003,25.061495,25.288553,5792600,24.655811
"2013-12-13",25.212866,25.591295,25.033113,25.543993,5932500,24.90486
"2013-12-16",25.553453,25.723747,25.241249,25.326395,6671400,24.692707
"2013-12-17",25.307474,25.553453,24.87228,24.938505,11210300,24.314522
"2013-12-18",25.222328,25.288553,24.806055,25.203405,11798900,24.572794
"2013-12-19",25.13718,25.846737,25.118259,25.742668,9784100,25.098562
"2013-12-20",25.818354,25.912962,25.619678,25.64806,8950100,25.006323
"2013-12-23",25.808893,26.206244,25.78051,25.950804,6369100,25.301493
"2013-12-24",25.865658,26.196783,25.761589,26.121098,2141100,25.467525
"2013-12-26",26.092714,26.225166,25.733208,26.225166,6299900,25.568989
"2013-12-27",26.215704,26.234627,25.931883,26.007568,4109700,25.356834
"2013-12-30",26.064333,26.319773,25.553453,25.591295,6925000,24.950981
"2013-12-31",25.619678,25.789972,25.354778,25.676443,6458600,25.033997
"2014-01-02",25.610218,25.752129,25.023651,25.184484,7426500,24.554346
"2014-01-03",25.212866,25.279091,24.711447,24.99527,8319200,24.369867
"2014-01-06",25.080416,25.099339,24.569536,24.787134,8243200,24.166937
"2014-01-07",24.522232,25.108799,24.465467,24.891201,9444600,24.268402
"2014-01-08",24.777672,24.777672,24.238411,24.456007,10446400,23.844095
"2014-01-09",24.503311,24.720909,24.087038,24.228951,10423300,23.622719
"2014-01-10",24.266792,24.389782,24.039736,24.323557,5983400,23.71496
"2014-01-13",24.228951,24.569536,23.689688,23.793756,13413800,23.278088
"2014-01-14",23.916746,24.314096,23.897823,24.247871,7362700,23.722361
"2014-01-15",24.295176,24.399242,24.001892,24.087038,1e+07,23.565012
"2014-01-16",24.162725,24.645222,24.162725,24.541155,9095200,24.009285
"2014-01-17",24.541155,24.588457,24.039736,24.077578,8611800,23.555758
"2014-01-21",24.503311,25.061495,24.456007,25.023651,10032900,24.481329
"2014-01-22",25.39262,25.752129,25.364239,25.666983,9613400,25.11072
"2014-01-23",25.64806,25.827814,25.26017,25.449385,10709400,24.897835
"2014-01-24",25.212866,25.581835,24.957426,25.430464,10912200,24.879324
"2014-01-27",25.39262,25.39262,24.361401,24.60738,10425800,24.074078
"2014-01-28",24.73983,25.402081,24.701986,25.316935,7282500,24.768255
"2014-01-29",25.184484,26.064333,24.929045,25.704824,12070700,25.147738
"2014-01-30",25.714285,25.9035,25.430464,25.52507,6470300,24.97188
"2014-01-31",25.354778,25.837275,25.108799,25.458845,8275800,24.907091
"2014-02-03",25.402081,25.543993,24.437086,24.588457,10757300,24.055565
"2014-02-04",24.938505,25.629139,24.910124,25.108799,14225400,24.564631
"2014-02-05",25.212866,25.241249,24.446547,24.796595,11368900,24.259193
"2014-02-06",24.200567,24.200567,22.753075,23.09366,38172100,22.593164
"2014-02-07",23.074739,23.263954,22.630085,23.263954,16257700,22.759769
"2014-02-10",23.188269,23.718069,22.771996,23.349102,17986100,22.843071
"2014-02-11",23.386944,23.822138,23.320719,23.481552,9915900,22.972651
"2014-02-12",23.595081,23.746452,23.349102,23.415327,7875400,22.907858
"2014-02-13",23.320719,23.755913,23.150425,23.604542,8999500,23.092974
"2014-02-14",23.670767,23.954588,23.528854,23.784296,7764700,23.268833
"2014-02-18",23.916746,24.635761,23.822138,24.437086,14989400,23.907476
"2014-02-19",24.456007,25.25071,24.408705,24.976349,13242900,24.435051
"2014-02-20",24.947966,25.335855,24.881741,25.212866,8061100,24.666443
"2014-02-21",25.307474,25.477768,25.052034,25.13718,7136300,24.592398
"2014-02-24",25.335855,25.979187,25.335855,25.818354,12314600,25.258808
"2014-02-25",25.733208,25.771049,25.279091,25.487228,10946900,24.934856
"2014-02-26",24.692526,24.692526,23.415327,24.228951,29345400,23.70385
"2014-02-27",24.200567,24.588457,24.001892,24.503311,10451200,23.972263
"2014-02-28",24.446547,24.87228,24.370861,24.512772,11964600,23.981524
"2014-03-03",24.323557,24.815516,24.134342,24.21949,10722600,23.694595
"2014-03-04",24.437086,24.456007,23.992432,24.285715,10176100,23.759386
"2014-03-05",24.333017,24.48439,24.011353,24.124882,12222700,23.602039
"2014-03-06",24.115421,24.247871,23.964048,24.143803,7352200,23.620548
"2014-03-07",24.266792,24.48439,24.143803,24.456007,6345200,23.925985
"2014-03-10",24.408705,24.437086,24.143803,24.247871,7484900,23.722361
"2014-03-11",24.295176,24.342478,23.784296,23.897823,7293700,23.3799
"2014-03-12",23.727531,23.888363,23.566698,23.784296,6411200,23.268833
"2014-03-13",23.755913,24.087038,23.614002,23.850521,16232100,23.333624
"2014-03-14",23.793756,23.945127,23.604542,23.680227,6662400,23.167019
"2014-03-17",23.897823,24.077578,23.292337,23.358562,10807100,22.852325
"2014-03-18",23.405865,23.651844,23.311258,23.604542,6338700,23.092974
"2014-03-19",23.661306,23.727531,23.273415,23.33964,5535200,22.833813
"2014-03-20",23.226112,23.377483,22.932829,23.358562,7887300,22.852325
"2014-03-21",23.491013,23.651844,23.263954,23.33964,8033300,22.833813
"2014-03-24",23.405865,23.727531,23.311258,23.377483,8965300,22.870836
"2014-03-25",23.528854,23.897823,23.481552,23.869442,8952200,23.352133
"2014-03-26",23.926207,24.077578,23.472092,23.481552,8049900,22.972651
"2014-03-27",23.509933,24.446547,23.462629,24.418165,14377800,23.888964
"2014-03-28",24.512772,24.578997,24.077578,24.285715,6986800,23.759386
"2014-03-31",24.333017,24.333017,23.774834,24.238411,7469100,23.713106
"2014-04-01",24.323557,24.74929,24.276253,24.720909,7589900,24.185148
"2014-04-02",24.73983,25.307474,24.683065,25.023651,8847600,24.481329
"2014-04-03",24.99527,25.506149,24.99527,25.184484,10321400,24.638676
"2014-04-04",25.279091,25.496689,24.900661,25.156101,8668200,24.610907
"2014-04-07",25.13718,25.13718,24.370861,24.569536,10085700,24.037054
"2014-04-08",24.60738,24.938505,24.569536,24.720909,8745800,24.185148
"2014-04-09",24.73037,24.957426,24.531694,24.947966,9478100,24.407284
"2014-04-10",24.824976,25.39262,24.550615,25.023651,11010300,24.563295
"2014-04-11",24.87228,25.00473,24.645222,24.74929,7701000,24.293982
"2014-04-14",24.947966,25.439924,24.824976,25.279091,8459600,24.814035
"2014-04-15",25.203405,25.837275,25.156101,25.704824,9906700,25.231937
"2014-04-16",25.875118,26.017029,25.638599,26.007568,7051800,25.52911
"2014-04-17",26.017029,26.840113,25.865658,26.650898,10230400,26.160604
"2014-04-21",26.537371,27.04825,26.518448,26.982025,7725400,26.48564
"2014-04-22",26.963102,27.17124,26.584673,26.925261,6555500,26.42992
"2014-04-23",26.925261,27.672659,26.849575,27.455061,10182600,26.949974
"2014-04-24",27.530746,27.890255,27.322611,27.644276,10817100,27.13571
"2014-04-25",27.56859,27.625355,27.161779,27.246925,5676900,26.745668
"2014-04-28",27.464521,27.473984,26.877956,27.209082,8391800,26.708521
"2014-04-29",27.379375,27.842951,27.341532,27.511826,5700600,27.005695
"2014-04-30",27.369915,27.398296,27.029327,27.199621,6578300,26.699232
"2014-05-01",27.256386,27.417219,26.859035,26.887417,6062300,26.392773
"2014-05-02",26.887417,27.17124,26.613056,26.754967,9928100,26.262758
"2014-05-05",26.546831,26.90634,26.537371,26.78335,7307900,26.290621
"2014-05-06",26.830652,27.123936,26.717123,26.821192,11956300,26.327766
"2014-05-07",27.909178,28.230843,26.584673,28.013245,19294600,27.49789
"2014-05-08",27.871334,28.287607,27.483444,27.56859,12445900,27.061415
"2014-05-09",27.502365,28.249763,27.445601,28.202459,10714800,27.683622
"2014-05-12",28.268684,28.722801,28.126774,28.694418,12409000,28.166533
"2014-05-13",28.703878,28.836329,28.315989,28.420057,8017100,27.897219
"2014-05-14",28.495743,28.495743,27.587511,27.653736,12788900,27.144997
"2014-05-15",27.644276,27.672659,26.698202,27.42668,12542400,26.922115
"2014-05-16",26.821192,26.840113,25.827814,26.149479,21703200,25.668409
"2014-05-19",26.452223,26.565752,26.064333,26.452223,10329100,25.965586
"2014-05-20",26.490067,27.086092,26.414381,26.508987,9553600,26.021305
"2014-05-21",26.669821,26.868496,26.584673,26.650898,7492900,26.160604
