"","CME.Open","CME.High","CME.Low","CME.Close","CME.Volume","CME.Adjusted"
"2010-09-15",53.5,54.419998,53.209999,54.298,1855500,37.206512
"2010-09-16",54.200001,54.445999,53.290001,53.612,1758500,36.73642
"2010-09-17",53.84,54.099998,52.464001,52.773998,4782500,36.162209
"2010-09-20",52.866001,54.995998,52.694,54.383999,4332500,37.265427
"2010-09-21",54.5,54.546001,53.251999,53.787998,2442500,36.857018
"2010-09-22",53.756001,54.234001,53.259998,53.268002,2072500,36.50071
"2010-09-23",52.967999,53.048,52.127998,52.203999,2485000,35.771633
"2010-09-24",52.848,54.195999,52.702,53.925999,3140000,36.951591
"2010-09-27",53.764,53.953999,53.16,53.231998,2594500,36.476044
"2010-09-28",53.582001,53.582001,52.59,52.903999,2866500,36.251286
"2010-09-29",52.731998,53,51.84,51.91,3353000,35.570175
"2010-09-30",52.25,52.84,52.035999,52.09,3334500,35.69352
"2010-10-01",52.200001,52.397999,51.306,52.001999,2119500,35.633205
"2010-10-04",51.917999,52.666,51.599998,51.98,2081000,35.61813
"2010-10-05",52.473999,53.944,51.644001,53.526001,3525500,36.677498
"2010-10-06",53.737999,54.18,53.07,53.448002,1941500,36.624062
"2010-10-07",53.59,53.976002,52.647999,52.773998,1971000,36.162209
"2010-10-08",52.714001,52.714001,52.099998,52.476002,2246500,35.958015
"2010-10-11",52.476002,52.476002,51.740002,51.914001,2111000,35.572906
"2010-10-12",51.900002,52.973999,51.124001,52.834,5570500,36.203312
"2010-10-13",53.015999,53.240002,51.966,52.754002,3819000,36.148506
"2010-10-14",52.655998,53.099998,52.200001,52.986,2594000,36.30748
"2010-10-15",53.166,53.900002,52.568001,53.501999,3206000,36.661041
"2010-10-18",54.183998,56.574001,54.009998,56.174,5434500,38.491985
"2010-10-19",55.59,56.444,55.119999,56.153999,4679500,38.478283
"2010-10-20",55.905998,57,55.632,56.155998,4441500,38.479656
"2010-10-21",56.700001,57.236,55.952,56.450001,3123500,38.681107
"2010-10-22",56.380001,56.939999,56.105999,56.737999,1829000,38.87846
"2010-10-25",57.074001,57.16,56.146,56.596001,3068000,38.781147
"2010-10-26",56.264,56.630001,55.972,56.105999,3556500,38.445393
"2010-10-27",55.785999,56.612,55.625999,56.490002,4795500,38.708519
"2010-10-28",56.849998,57.916,56.240002,57.880001,4670500,39.66098
"2010-10-29",57.576,58.431999,57.299999,57.93,3768000,39.695255
"2010-11-01",58.181999,58.209999,56.905998,57.400002,2371000,39.332069
"2010-11-02",57.523998,58.144001,57.523998,57.790001,2012500,39.599308
"2010-11-03",57.874001,58.287998,56.998001,57.917999,1421500,39.687019
"2010-11-04",58.400002,59.424,58.040001,59.424,3151500,40.718967
"2010-11-05",59.237999,59.897999,58.543999,59.006001,2538500,40.432556
"2010-11-08",58.737999,59.273998,58.537998,59.164001,2131500,40.540813
"2010-11-09",59.299999,59.400002,58.273998,58.638,2337500,40.180386
"2010-11-10",58.709999,59.004002,57.737999,58.938,1788500,40.385956
"2010-11-11",58.720001,59.400002,58.147999,58.633999,2073500,40.177647
"2010-11-12",58.296001,58.518002,57.472,57.844002,1983000,39.636318
"2010-11-15",57.972,58.599998,57.897999,57.91,2050000,39.681541
"2010-11-16",57.709999,58.377998,57.108002,57.330002,2432500,39.284111
"2010-11-17",57.240002,58.374001,56.424,58.240002,3000500,39.907661
"2010-11-18",58.773998,59.726002,58.528,58.950001,2700500,40.39418
"2010-11-19",58.869999,59.228001,58.486,59.094002,2256500,40.492844
"2010-11-22",58.897999,59.046001,57.077999,57.562,2817500,39.443081
"2010-11-23",57.028,57.374001,55.953999,56.248001,3242500,38.542683
"2010-11-24",57.007999,57.950001,56.632,57.877998,2330500,39.659622
"2010-11-26",57.360001,58.397999,57.023998,57.966,940000,39.719913
"2010-11-29",57.478001,57.596001,56.316002,57.18,2193500,39.181316
"2010-11-30",56.535999,57.700001,56.402,57.612,2666500,39.477333
"2010-12-01",58.582001,60.243999,58.442001,60.007999,5774500,41.119148
"2010-12-02",60.556,62.987999,60.402,62.5,5938000,42.826725
"2010-12-03",62.397999,62.566002,61.644001,62.203999,2390000,42.623913
"2010-12-06",62.296001,63.264,61.785999,62.566002,3001500,42.871952
"2010-12-07",63.194,63.473999,62.554001,62.796001,2639000,43.02956
"2010-12-08",62.709999,64.568001,62.604,64.244003,3833500,44.183605
"2010-12-09",64.599998,65.314003,63.936001,64.356003,2687500,44.260628
"2010-12-10",64.652,64.865997,63.188,64.330002,1932500,44.242748
"2010-12-13",64.370003,65.599998,64.272003,64.543999,1898000,44.389923
"2010-12-14",64.557999,65.120003,64.199997,64.650002,1635000,44.46283
"2010-12-15",64.585999,64.986,63.68,63.68,2124000,43.795712
"2010-12-16",63.68,64.421997,63.248001,64.421997,1998000,44.306015
"2010-12-17",64.178001,64.372002,63.655998,63.852001,3703000,43.913994
"2010-12-20",64.031998,64.556,64,64.325996,2100500,44.239994
"2010-12-21",64.382004,65.389999,64.239998,65.216003,1528500,44.852085
"2010-12-22",65.054001,65.400002,64.708,65.400002,1736500,44.978642
"2010-12-23",65.199997,65.398003,64.748001,64.851997,967500,44.601746
"2010-12-27",64.702003,65.258003,64.650002,65.241997,1211000,44.869965
"2010-12-28",65.232002,65.596001,64.428001,64.844002,1448500,44.59626
"2010-12-29",64.818001,65.136002,64.321999,64.928001,1001500,44.654026
"2010-12-30",64.736,65.188004,64.213997,64.412003,1042000,44.299145
"2010-12-31",64.241997,64.671997,63.84,64.349998,1166000,44.256496
"2011-01-03",64.599998,64.685997,63.048,63.287998,3688500,43.526108
"2011-01-04",63.195999,63.655998,63.001999,63.397999,2728000,43.601765
"2011-01-05",62.806,63.442001,62.068001,62.271999,3481000,42.827362
"2011-01-06",62.400002,63.316002,61.348,62.728001,2921000,43.140976
"2011-01-07",62.43,62.444,60.830002,61.532001,3064000,42.318432
"2011-01-10",62.203999,63.674,62.077999,62.973999,3829500,43.310162
"2011-01-11",63.001999,63.5,61.812,62.167999,2076000,42.755848
"2011-01-12",62.636002,63.166,62.264,62.986,1812000,43.318417
"2011-01-13",63.07,63.07,62.037998,62.720001,1809000,43.135464
"2011-01-14",62.722,63.543999,62.602001,63.391998,2181500,43.597633
"2011-01-18",63.433998,63.580002,62.647999,62.799999,1657000,43.190491
"2011-01-19",62.653999,62.799999,61.066002,61.251999,2196000,42.125866
"2011-01-20",61.368,62.428001,61.068001,61.841999,1469000,42.531631
"2011-01-21",62.262001,62.868,61.653999,61.973999,1768000,42.62241
"2011-01-24",61.799999,62.198002,61.576,61.91,1429500,42.5784
"2011-01-25",61.608002,61.891998,60.243999,61.380001,3160500,42.213894
"2011-01-26",61.439999,61.745998,60.900002,61.116001,2266000,42.032333
"2011-01-27",61.181999,62.200001,61.144001,61.976002,2193000,42.623791
"2011-01-28",61.939999,62.5,60.700001,60.978001,2104000,41.937412
"2011-01-31",60.978001,62.293999,60.953999,61.712002,1928000,42.442226
"2011-02-01",61.950001,63.473999,61.868,63.186001,2718500,43.455963
"2011-02-02",63.001999,63.453999,62.68,63.028,2704000,43.347298
"2011-02-03",60.75,61.368,59.472,60.172001,7762500,41.383095
"2011-02-04",60.172001,61.566002,60.099998,60.835999,4666000,41.839752
"2011-02-07",61.212002,61.231998,60.299999,60.736,2448500,41.770985
"2011-02-08",60.762001,60.919998,59.931999,60.208,2919000,41.40786
"2011-02-09",60.5,61.933998,59.944,60.501999,4188500,41.610043
"2011-02-10",60.436001,61.661999,60.397999,61.543999,2743000,42.326691
"2011-02-11",61.327999,62.293999,61.226002,61.751999,2948500,42.469738
"2011-02-14",61.655998,62.299999,60.394001,60.514,4427000,41.618313
"2011-02-15",60.467999,60.784,58.099998,58.265999,13078500,40.072258
"2011-02-16",58.675999,59.467999,58.436001,58.736,5250500,40.395493
"2011-02-17",58.563999,60.792,58.563999,60.52,5675500,41.622429
"2011-02-18",60.618,61.369999,60.108002,60.568001,3426500,41.655453
"2011-02-22",60.144001,61.09,59.521999,60.015999,3486000,41.275799
"2011-02-23",60,60.877998,59.402,60.279999,3110500,41.457371
"2011-02-24",60.243999,61.240002,59.981998,60.911999,2343500,41.892025
"2011-02-25",61.074001,62.882,60.922001,62.709999,3366000,43.128601
"2011-02-28",62.948002,63.335999,62.236,62.256001,3191000,42.816357
"2011-03-01",62.292,62.417999,60.734001,61.299999,3048500,42.158875
"2011-03-02",61.028,61.779999,60.776001,60.807999,2202000,41.820496
"2011-03-03",61.377998,62.310001,61.202,61.627998,2350000,42.384453
"2011-03-04",61.674,62.076,60.400002,60.959999,1885500,41.925037
"2011-03-07",61.307999,62.085999,60.608002,60.773998,3256000,41.797108
"2011-03-08",60.970001,61.09,60.332001,60.702,2023000,41.940826
"2011-03-09",60.698002,60.844002,59.532001,59.972,3311500,41.436451
"2011-03-10",59.408001,60.029999,59.147999,59.188,3908500,40.894768
"2011-03-11",59.119999,59.512001,58.506001,59.113998,2799500,40.843643
"2011-03-14",58.812,59.348,57.810001,58.268002,3567500,40.259113
"2011-03-15",57.27,57.986,56.720001,57.18,4053000,39.507385
"2011-03-16",57.02,57.481998,55.916,56.057999,3511000,38.732147
"2011-03-17",56.888,57.759998,56.723999,57.438,3642500,39.685631
"2011-03-18",57.883999,58.236,56.835999,57.158001,3626500,39.49218
"2011-03-21",57.529999,58,56.917999,57.990002,3054500,40.067028
"2011-03-22",57.801998,58.400002,57.751999,58.183998,2161500,40.201077
"2011-03-23",57.773998,60.183998,57.773998,59.765999,3399000,41.294113
"2011-03-24",60.099998,60.175999,59.063999,59.661999,1809500,41.222267
"2011-03-25",59.661999,59.751999,58.835999,59.172001,1720500,40.883717
"2011-03-28",59.082001,59.636002,58.914001,59.099998,2141500,40.833965
"2011-03-29",59.32,59.604,58.82,59.604,1547000,41.182194
"2011-03-30",59.900002,60.773998,59.644001,60.650002,2357000,41.9049
"2011-03-31",60.445999,60.599998,59.765999,60.310001,2257000,41.669991
"2011-04-01",60.688,61.535999,60.226002,60.854,3026000,42.04586
"2011-04-04",61.155998,61.436001,60.93,61.021999,1472500,42.161919
"2011-04-05",60.962002,61.382,60.900002,60.973999,1480500,42.128765
"2011-04-06",61.200001,62.099998,61.02,61.720001,2671500,42.644192
"2011-04-07",61.546001,61.998001,60.900002,61.186001,1501000,42.275242
"2011-04-08",61.464001,61.599998,60.835999,61.071999,1421500,42.196476
"2011-04-11",61.032001,61.388,60.59,60.799999,1640000,42.008553
"2011-04-12",60.598,60.908001,60.099998,60.334,1365500,41.686577
"2011-04-13",60.556,61.181999,60.223999,60.925999,1378500,42.0956
"2011-04-14",60.773998,61.358002,60.330002,61.105999,1577000,42.219975
"2011-04-15",61.397999,61.894001,60.863998,61.360001,1501000,42.39547
"2011-04-18",60.688,61.209999,60.568001,60.779999,1696000,41.99472
"2011-04-19",61.068001,61.189999,60.326,60.400002,1819000,41.732178
"2011-04-20",61.146,62,60.700001,61.992001,1803500,42.832142
"2011-04-21",62.09,62.599998,61.757999,61.948002,1042500,42.801739
"2011-04-25",61.821999,62.382,61.316002,61.450001,1349500,42.457657
"2011-04-26",61.863998,62.16,61.383999,62.146,1465500,42.938534
"2011-04-27",62.186001,62.234001,60.826,61.978001,2266000,42.822468
"2011-04-28",61.801998,61.801998,60.509998,60.810001,2608000,42.015465
"2011-04-29",60.694,60.694,58.981998,59.153999,3400000,40.871277
"2011-05-02",59.580002,59.790001,59.099998,59.428001,2054000,41.060596
"2011-05-03",59.268002,59.599998,57.875999,58.344002,2378500,40.311626
"2011-05-04",58.217999,58.341999,57.144001,57.445999,2503500,39.691181
"2011-05-05",57.237999,57.515999,56.863998,57.206001,2121500,39.525349
"2011-05-06",57.762001,58.917999,57.762001,58.318001,3952500,40.293659
"2011-05-09",58.546001,59.458,57.928001,59.001999,1895500,40.766254
"2011-05-10",59.298,59.762001,58.804001,59.757999,1654000,41.288605
"2011-05-11",59.874001,60.183998,59.110001,59.408001,2746000,41.046757
"2011-05-12",59.200001,59.633999,58.568001,59.528,1905000,41.129677
"2011-05-13",59.528,59.698002,58.188,58.872002,2537000,40.676426
"2011-05-16",58.768002,60.222,58.605999,59.686001,2808500,41.23885
"2011-05-17",59.375999,59.91,58.616001,59.048,1624000,40.798038
"2011-05-18",59.125999,59.563999,58.897999,59.448002,1507500,41.074409
"2011-05-19",59.566002,59.900002,59.200001,59.883999,1682500,41.375652
"2011-05-20",59.743999,59.993999,59.422001,59.669998,1734500,41.227791
"2011-05-23",58.976002,59.234001,58.647999,59.068001,1812000,40.811844
"2011-05-24",59.169998,59.209999,57.905998,58.018002,3440500,40.086372
"2011-05-25",57.849998,58.486,57.152,57.257999,3183000,39.561275
"2011-05-26",57.192001,57.599998,56.588001,56.821999,2852000,39.260033
"2011-05-27",57.130001,57.189999,56.560001,56.630001,2728000,39.127373
"2011-05-31",57.273998,57.532001,56.639999,57.152,3213500,39.488033
"2011-06-01",56.868,57.040001,55.515999,55.574001,2606500,38.397751
"2011-06-02",55.796001,56.278,55.453999,55.706001,2684000,38.48896
"2011-06-03",54.976002,55.257999,54.394001,54.414001,2356500,37.596279
"2011-06-06",54.172001,54.442001,53.144001,53.228001,3457500,36.776821
"2011-06-07",53.667999,54.098,53.153999,53.195999,2081500,36.754715
"2011-06-08",53.099998,53.658001,52.220001,52.448002,2854000,36.237904
"2011-06-09",52.740002,53.518002,52.416,53.25,2237000,36.792027
"2011-06-10",54.222,54.34,53.400002,53.653999,2562500,37.071167
"2011-06-13",54.02,54.669998,53.68,54.403999,2678500,37.589359
"2011-06-14",54.939999,55.375999,54.585999,54.956001,2221500,37.970757
"2011-06-15",54.259998,54.900002,53.976002,54.231998,2369500,37.470505
"2011-06-16",54.127998,55.278,54,55.004002,2663500,38.201145
"2011-06-17",55.5,55.751999,55.034,55.576,3088500,38.598408
"2011-06-20",55.299999,55.900002,54.310001,55.784,1679500,38.742874
"2011-06-21",55.959999,56.745998,55.599998,56.562,1963500,39.283203
"2011-06-22",56.452,57,56.032001,56.265999,1993000,39.077633
"2011-06-23",55.751999,56.18,54.91,55.874001,2399500,38.80537
"2011-06-24",55.816002,56.130001,55.169998,56.042,1775000,38.922066
"2011-06-27",56.049999,56.728001,55.563999,56.202,1504500,39.03318
"2011-06-28",56.293999,57.029999,55.944,56.796001,1260500,39.445721
"2011-06-29",56.866001,57.647999,56.560001,57.604,1620000,40.006893
"2011-06-30",57.602001,58.625999,57.375999,58.318001,2204500,40.502773
"2011-07-01",58.009998,59.456001,58.004002,59.344002,1638000,41.215351
"2011-07-05",59.029999,59.596001,58.436001,59.34,1632000,41.212578
"2011-07-06",59.23,59.459999,59.001999,59.27,987500,41.16396
"2011-07-07",59.627998,60,59.383999,59.798,1458500,41.530655
"2011-07-08",59.110001,59.228001,58.467999,58.900002,1997000,40.906979
"2011-07-11",58.226002,58.57,57.202,57.438,2028000,39.891594
"2011-07-12",57.639999,58.534,57.262001,57.818001,1832000,40.155521
"2011-07-13",58.026001,58.674,57.768002,57.897999,1049500,40.211079
"2011-07-14",58.152,58.152,57.5,57.858002,1532500,40.183296
"2011-07-15",58.088001,58.625999,57.495998,58.490002,2213500,40.622223
"2011-07-18",58.208,58.400002,57.040001,57.186001,1844500,39.716587
"2011-07-19",57.380001,57.993999,57.220001,57.880001,1531500,40.198578
"2011-07-20",58.007999,58.080002,57.076,57.099998,1603000,39.656857
"2011-07-21",57.439999,57.610001,57.004002,57.338001,2238000,39.822147
"2011-07-22",57.259998,57.444,57.018002,57.139999,1346500,39.684635
"2011-07-25",56.862,57.358002,56.338001,56.958,2124500,39.558228
"2011-07-26",57.118,57.400002,56.577999,57.02,1622000,39.601292
"2011-07-27",56.806,57,55.352001,55.702,2167000,38.685925
"2011-07-28",56.358002,57.492001,56.23,56.765999,2850500,39.424881
"2011-07-29",55.966,58.874001,55.966,57.838001,4215500,40.169415
"2011-08-01",58.883999,58.911999,56.880001,57.563999,2273000,39.979107
"2011-08-02",56.883999,57.444,55.986,56.048,2101500,38.92622
"2011-08-03",56.167999,56.492001,55.001999,55.966,2277000,38.869274
"2011-08-04",55.476002,55.863998,53.077999,53.122002,3089000,36.894066
"2011-08-05",53.723999,54.987999,52.400002,53.883999,5001500,37.423294
"2011-08-08",52.400002,53.481998,49.313999,49.481998,5074000,34.366032
"2011-08-09",50.638,53.313999,49.464001,53.209999,6001000,36.955185
"2011-08-10",52.054001,52.632,47.799999,47.841999,9044500,33.227032
"2011-08-11",48.402,51.976002,48.402,51.382,4960500,35.685608
"2011-08-12",51.933998,52.369999,50.700001,50.990002,1941500,35.413357
"2011-08-15",51.529999,52.116001,51.023998,52.116001,1848000,36.195393
"2011-08-16",51.571999,52,49.826,51.335999,3874000,35.653667
"2011-08-17",51.644001,52,50.102001,50.824001,2552500,35.298077
"2011-08-18",49.73,49.73,47.66,48.139999,5771000,33.43399
"2011-08-19",47.529999,48.91,47.299999,47.433998,3714500,32.943657
"2011-08-22",48.307999,48.397999,47.490002,47.844002,2177500,33.22842
"2011-08-23",47.914001,50.178001,47.77,50.074001,2490500,34.777187
"2011-08-24",49.674,50.848,49.330002,50.782001,2017000,35.268906
"2011-08-25",50.978001,51.391998,48.834,49.264,2698000,34.214626
"2011-08-26",49,50.5,48.299999,50.183998,2882000,34.853584
"2011-08-29",50.992001,52.896,50.716,52.784,3356500,36.659325
"2011-08-30",52.655998,53.493999,51.948002,53.066002,2262500,36.855183
"2011-08-31",53.529999,53.799999,52.706001,53.424,2074000,37.103817
"2011-09-01",53.512001,53.998001,52.882,53.122002,2405500,36.894066
"2011-09-02",52.150002,52.734001,51.021999,51.740002,2913500,35.934238
"2011-09-06",50.438,51.299999,49.630001,50.958,3116000,35.391129
"2011-09-07",51.801998,53.484001,51.43,53.189999,3016000,37.145405
"2011-09-08",52.692001,53.056,51.259998,51.698002,2630000,36.103455
"2011-09-09",51.037998,52.094002,50.846001,51.186001,2957500,35.745914
"2011-09-12",50.542,52.082001,50.313999,52.048,1875500,36.347878
"2011-09-13",52.383999,52.959999,51.726002,52.900002,3459000,36.942886
"2011-09-14",52.830002,54.702,52.001999,53.924,3334500,37.65799
"2011-09-15",54.594002,54.594002,53.152,54.372002,2117500,37.970856
"2011-09-16",54.591999,54.646,53.400002,54.414001,2683500,38.000183
"2011-09-19",53.490002,53.891998,52.299999,53.16,2083000,37.124451
"2011-09-20",53.236,53.917999,52.388,52.731998,2188000,36.825558
"2011-09-21",52.667999,53.354,51.523998,51.596001,2858500,36.03223
"2011-09-22",50.299999,52.700001,50.200001,51.77,3009500,36.153748
"2011-09-23",51.638,52.355999,51.181999,51.596001,2825500,36.03223
"2011-09-26",52.119999,52.882,51.132,52.813999,2271500,36.882816
"2011-09-27",53.858002,54,52.060001,52.458,3125500,36.634212
"2011-09-28",52.414001,52.542,50.796001,50.863998,2860000,35.521027
"2011-09-29",51.787998,52.321999,49.939999,51.436001,2610500,35.920498
"2011-09-30",50.706001,51.279999,49.254002,49.279999,2902500,34.414852
"2011-10-03",48.874001,50.618,48.874001,49.700001,3616500,34.708141
"2011-10-04",49.074001,50.5,47.658001,50.472,3797000,35.24728
"2011-10-05",50.548,51.470001,50.060001,51.195999,2353500,35.752884
"2011-10-06",51.369999,53.424,50.880001,53.290001,3161500,37.215229
"2011-10-07",53.402,53.605999,50.632,50.790001,3999000,35.469357
"2011-10-10",51.900002,53.523998,51.66,53.212002,3322500,37.160763
"2011-10-11",52.512001,52.838001,50.900002,51.400002,3896000,35.895355
"2011-10-12",52.099998,52.299999,51.183998,51.919998,3450000,36.258492
"2011-10-13",51.514,51.942001,50.807999,51.259998,2305000,35.797577
"2011-10-14",51.793999,52.237999,51.464001,51.942001,2999500,36.273865
"2011-10-17",51.667999,52.324001,50.466,50.639999,2623500,35.364601
"2011-10-18",50.709999,52.186001,49.860001,52.012001,2803500,36.322735
"2011-10-19",51.846001,52.57,51.316002,51.472,2719500,35.945621
"2011-10-20",51.445999,52.863998,51.299999,52.290001,3093000,36.516888
"2011-10-21",52.813999,53.417999,52.424,52.897999,3366500,36.94149
"2011-10-24",52.855999,53.93,52.855999,53.737999,3468500,37.528095
"2011-10-25",53.209999,53.582001,51.514,51.686001,3298000,36.095074
"2011-10-26",52.360001,53.279999,52.098,52.686001,3255500,36.793423
"2011-10-27",54.077999,55.599998,53.574001,55.354,5818000,38.656631
"2011-10-28",55.063999,56.152,54.709999,56,3251500,39.107773
"2011-10-31",54.967999,56.080002,54.964001,55.112,4769000,38.487637
"2011-11-01",52.056,53.598,50,50.375999,7635000,35.180241
"2011-11-02",51.366001,52.299999,50.799999,51.877998,4210000,36.229164
"2011-11-03",52.203999,54.034,51.481998,53.709999,3904000,37.508537
"2011-11-04",53.057999,54.728001,52.959999,54.265999,4559500,37.896832
"2011-11-07",54.821999,55.098,53.834,55.02,3282500,38.423389
"2011-11-08",55.203999,55.984001,54.610001,55.787998,3386500,38.959728
"2011-11-09",54.307999,54.716,52.978001,53.158001,3378000,37.123055
"2011-11-10",53.908001,54.018002,51.82,52.02,3998500,36.328323
"2011-11-11",52.953999,53.327999,51.852001,52.714001,3383000,36.812981
"2011-11-14",52.251999,52.594002,51.27,51.576,3718500,36.018257
"2011-11-15",51.330002,52.023998,50.75,51.501999,3033000,35.966579
"2011-11-16",50.799999,50.911999,47.785999,48.236,9497500,33.68576
"2011-11-17",48.222,48.532001,47.046001,47.610001,7557000,33.248589
"2011-11-18",48.209999,50.234001,47.396,49.778,7697000,34.762623
"2011-11-21",48.734001,49.296001,47.804001,48.306,4953000,33.734634
"2011-11-22",48.16,48.740002,47.807999,48.113998,3280000,33.600552
"2011-11-23",47.304001,48.445999,47.099998,47.806,4297000,33.38546
"2011-11-25",47.646,48.279999,47.153999,47.577999,1081000,33.226246
"2011-11-28",48.358002,49.085999,48.192001,49.026001,3635000,34.237457
"2011-11-29",49.243999,49.243999,47.891998,47.922001,3101500,33.46648
"2011-11-30",49.284,49.944,49.032001,49.855999,3075500,34.817085
"2011-12-01",49.456001,50.444,49.076,50,2733000,34.917652
"2011-12-02",50.875999,51.950001,49.993999,50.661999,3548500,35.379971
"2011-12-05",51.352001,51.692001,49.43,49.821999,2995000,34.793346
"2011-12-06",49.810001,50.155998,49.360001,49.768002,2213000,34.755634
"2011-12-07",49.608002,51.094002,49.02,50.630001,2663000,35.357616
"2011-12-08",50.113998,50.436001,48.612,48.916,2838500,34.160652
"2011-12-09",49.18,50.43,48.82,49.612,2470500,34.646683
"2011-12-12",49.279999,49.472,48,48.702,3076000,34.011189
"2011-12-13",48.889999,49.147999,47.647999,48.200001,2105500,33.660618
"2011-12-14",47.888,48.334,47.667999,47.778,2064000,33.365917
"2011-12-15",48.195999,48.422001,47.599998,47.818001,2438000,33.590698
"2011-12-16",48.212002,48.599998,47.966,48.400002,3830500,33.999538
"2011-12-19",48.400002,48.57,48.144001,48.400002,2636500,33.999538
"2011-12-20",48.998001,49.882,48.764,49.625999,2132500,34.860764
"2011-12-21",49.599998,49.776001,47.419998,48.268002,3614500,33.906822
"2011-12-22",48.966,49.389999,48.624001,49.150002,2143500,34.526402
"2011-12-23",49.397999,49.397999,48.57,49.278,2110500,34.616314
"2011-12-27",49.231998,49.504002,49,49.042,1178000,34.450535
"2011-12-28",48.958,49.174,48.400002,48.512001,1160000,34.078224
"2011-12-29",48.798,49.549999,48.518002,49.063999,1133500,34.465977
"2011-12-30",49.007999,49.040001,48.450001,48.734001,1156500,34.234158
"2012-01-03",49.484001,49.903999,49.029999,49.125999,2076500,34.509525
"2012-01-04",48.838001,49.169998,48.021999,48.202,2698500,33.860447
"2012-01-05",47.987999,48.200001,47.32,47.723999,3895500,33.524677
"2012-01-06",47.077999,47.200001,45.905998,46.799999,6486500,32.875591
"2012-01-09",46.473999,47.085999,45.212002,45.647999,7035500,32.06633
"2012-01-10",45.849998,46.071999,45.292,45.506001,4882500,31.966597
"2012-01-11",45.518002,45.708,44.938,45.200001,3895000,31.751638
"2012-01-12",45.188,46.678001,45.104,46.646,3358000,32.767399
"2012-01-13",46.360001,47.200001,46.049999,46.900002,3310500,32.945835
"2012-01-17",47.298,47.978001,45.428001,45.830002,4900000,32.194191
"2012-01-18",45.844002,46.591999,45.200001,46.529999,2478500,32.685921
"2012-01-19",46.633999,48.745998,46.585999,47.509998,7455000,33.374336
"2012-01-20",47.495998,48.099998,47.057999,47.976002,2559000,33.701691
"2012-01-23",47.944,48.256001,47.644001,47.688,2089000,33.499378
"2012-01-24",47.292,48.200001,47.012001,48.104,1861500,33.791603
"2012-01-25",48.015999,49.066002,48.015999,48.422001,2351000,34.015007
"2012-01-26",48.383999,48.846001,48.004002,48.09,1757500,33.781769
"2012-01-27",47.877998,48.400002,47.622002,48.175999,1224500,33.842178
"2012-01-30",47.787998,48.245998,47.647999,48,1888500,33.718559
"2012-01-31",48.012001,48.27,47.310001,47.902,3479500,33.649712
"2012-02-01",48.377998,49.419998,48.16,49.096001,3761500,34.488457
"2012-02-02",49.922001,53.226002,49.688,53.202,10082500,37.372799
"2012-02-03",53.504002,54.933998,53.248001,54.686001,6232500,38.415272
"2012-02-06",54.664001,55.099998,54.256001,55.063999,4568000,38.680805
"2012-02-07",54.692001,55.425999,54.158001,55.209999,3324000,38.783352
"2012-02-08",55.598,57.060001,55.515999,56.964001,6230000,40.015495
"2012-02-09",57.161999,57.467999,56.546001,56.674,3556000,39.811771
"2012-02-10",56.112,58.459999,56.112,58.318001,5571500,40.96664
"2012-02-13",58.473999,58.528,57.400002,58.200001,3507000,40.883743
"2012-02-14",57.868,58.195999,57.16,58,4637000,40.743248
"2012-02-15",57.936001,58.282001,57.43,58.127998,3479500,40.833168
"2012-02-16",58,59.394001,57.310001,59.130001,4065000,41.537041
"2012-02-17",59.397999,59.397999,58.138,58.796001,4646500,41.302429
"2012-02-21",58.734001,58.894001,57.324001,58.015999,5055000,40.754498
"2012-02-22",57.686001,58.076,57,57.630001,3532500,40.483341
"2012-02-23",57.636002,58.487999,57.431999,58.358002,7784000,40.994736
"2012-02-24",58.574001,58.574001,57.778,58.478001,6842500,41.079025
"2012-02-27",58.189999,58.492001,57.509998,57.956001,9268500,40.712341
"2012-02-28",58.091999,58.952,57.526001,58.16,2521500,40.855644
"2012-02-29",58.273998,58.950001,57.860001,57.897999,4020000,40.6716
"2012-03-01",57.414001,58.188,57.400002,57.908001,3077000,40.678627
"2012-03-02",57.917999,58.417999,57.678001,57.919998,2250000,40.687065
"2012-03-05",57.936001,57.987999,56.112,56.203999,4710000,39.481617
"2012-03-06",56,56.25,54.793999,54.986,6637500,38.626007
"2012-03-07",54.417999,55.369999,54.278,55.042,3254000,39.415138
"2012-03-08",55.282001,55.397999,54.731998,55.245998,1900000,39.561226
"2012-03-09",55.312,55.481998,55.006001,55.312,1872000,39.608486
"2012-03-12",55.265999,55.532001,53.75,54.040001,2793000,38.697617
"2012-03-13",54.439999,54.757999,53.495998,54.598,4838500,39.097195
"2012-03-14",54.438,55.458,54.402,55.310001,4075000,39.607063
"2012-03-15",55.175999,58.07,55.175999,57.25,5617500,40.996265
"2012-03-16",57.678001,58.806,57.006001,57.889999,5627000,41.454567
"2012-03-19",57.562,58.388,57.195999,58.007999,2670500,41.539074
"2012-03-20",57.841999,59.509998,57.512001,58.877998,4676500,42.162067
"2012-03-21",58.826,60.922001,58.004002,59.734001,5881000,42.775043
"2012-03-22",59.206001,59.588001,58.661999,59.150002,2661500,42.35685
"2012-03-23",59.152,59.453999,58.259998,59.202,2799500,42.394081
"2012-03-26",59.619999,59.869999,58.526001,59.540001,2865500,42.636135
"2012-03-27",59.493999,59.658001,58.661999,58.82,2328500,42.120537
"2012-03-28",58.787998,58.874001,57.686001,58.144001,3071000,41.636456
"2012-03-29",58.088001,58.484001,57.32,57.919998,2048500,41.476048
