"","CME.Open","CME.High","CME.Low","CME.Close","CME.Volume","CME.Adjusted"
"2004-08-12",27.462,27.464001,26.582001,26.639999,3296000,16.879902
"2004-08-13",26.639999,26.865999,26.379999,26.601999,1598500,16.855818
"2004-08-16",26.552,27.24,26.5,27,2642500,17.108011
"2004-08-17",27.1,27.35,26.860001,26.986,1813500,17.099138
"2004-08-18",26.983999,27.138,26.6,26.98,1660500,17.095343
"2004-08-19",27.030001,27.242001,26.738001,26.754,1720500,16.952127
"2004-08-20",26.58,27.044001,26.58,26.988001,1743500,17.100403
"2004-08-23",27.280001,27.950001,27.23,27.478001,3575000,17.410877
"2004-08-24",27.528,27.889999,26.858,27.282,2158000,17.28669
"2004-08-25",27.232,27.346001,26.936001,27.266001,1534000,17.276556
"2004-08-26",27.35,27.705999,27.298,27.653999,1612000,17.522402
"2004-08-27",27.667999,27.798,27.254,27.299999,1012500,17.298096
"2004-08-30",27.25,27.382,26.535999,26.634001,2185000,16.876106
"2004-08-31",26.540001,26.752001,26.01,26.625999,2069500,16.871031
"2004-09-01",26.6,26.646,26.228001,26.459999,1295500,16.765852
"2004-09-02",26.6,27.596001,26.514,27.540001,2287500,17.450165
"2004-09-03",27.558001,27.558001,27.252001,27.4,1287500,17.361467
"2004-09-07",27.450001,28.997999,27.438,28.902,5336000,18.313169
"2004-09-08",28.85,29.15,28.450001,28.708,3512500,18.223034
"2004-09-09",28.658001,29.450001,28.502001,28.924,3346000,18.360144
"2004-09-10",28.924,29.360001,28.702,28.83,2040500,18.300476
"2004-09-13",28.719999,28.9,28.021999,28.299999,2110000,17.964039
"2004-09-14",28.299999,28.893999,28.128,28.778,1876500,18.267475
"2004-09-15",28.65,28.68,28.204,28.266001,1089000,17.942465
"2004-09-16",28.226,28.368,27.98,28.16,1668500,17.875181
"2004-09-17",28.200001,28.796,28.132,28.66,2105500,18.192564
"2004-09-20",28.57,29.747999,28.462,29.218,3481500,18.546768
"2004-09-21",29.417999,30.608,29.34,30.233999,5404000,19.191694
"2004-09-22",30.4,30.98,30.040001,30.412001,5425000,19.304684
"2004-09-23",30.332001,30.700001,30.16,30.608,2807000,19.429106
"2004-09-24",30.608,31.99,30.549999,31.524,6597500,20.010553
"2004-09-27",31.540001,31.92,31.082001,31.434,4094000,19.953421
"2004-09-28",31.474001,32.080002,31.341999,31.860001,3122000,20.223835
"2004-09-29",31.862,32.102001,31.426001,31.691999,2281500,20.117197
"2004-09-30",31.752001,32.509998,31.26,32.259998,4050000,20.477741
"2004-10-01",32.400002,33.200001,32.369999,33.139999,4478500,21.036341
"2004-10-04",33.400002,34.042,33.360001,33.689999,4749000,21.385468
"2004-10-05",33.689999,34.150002,33.476002,33.740002,4181000,21.417212
"2004-10-06",33.84,34.049999,33.41,33.720001,2773500,21.404512
"2004-10-07",33.599998,33.734001,33.310001,33.428001,3581000,21.219166
"2004-10-08",33.25,33.681999,33.108002,33.181999,1956500,21.063002
"2004-10-11",33.200001,33.610001,32.610001,33.25,2179000,21.106169
"2004-10-12",33.099998,33.099998,32.602001,33.029999,2206000,20.966515
"2004-10-13",33.23,33.481998,32.630001,33.450001,2842000,21.233128
"2004-10-14",33.599998,34.540001,33.472,34.338001,4998000,21.796812
"2004-10-15",34.534,34.737999,34.07,34.23,4012500,21.728243
"2004-10-18",34.264,34.264,33.688,34.141998,2531000,21.672386
"2004-10-19",34.459999,34.476002,33.639999,33.948002,2273000,21.549244
"2004-10-20",33.848,33.880001,32.84,33.400002,2854500,21.201385
"2004-10-21",33.391998,34.150002,33.200001,33.692001,2114000,21.38674
"2004-10-22",33.731998,34.063999,33.546001,33.618,1071500,21.33976
"2004-10-25",33.498001,34.060001,33.34,33.869999,2236500,21.499725
"2004-10-26",33.869999,33.869999,32.161999,33.139999,7188500,21.036341
"2004-10-27",33.009998,34.273998,32.841999,34.054001,3499500,21.616528
"2004-10-28",34.136002,34.75,33.655998,34.75,3152500,22.058327
"2004-10-29",34.830002,35.790001,34.799999,35.146,4286000,22.309694
"2004-11-01",35.226002,35.380001,34.740002,35.16,2218500,22.318577
"2004-11-02",35.330002,36.200001,35.132,35.959999,3995000,22.826399
"2004-11-03",36.400002,37.5,36.400002,37.403999,5949000,23.743015
"2004-11-04",37.403999,37.5,36.459999,37.389999,2930000,23.734129
"2004-11-05",37.43,37.442001,35.916,36.066002,3058000,22.893679
"2004-11-08",36.066002,37.714001,35.841999,37.478001,3395000,23.789974
"2004-11-09",37.439999,38.259998,37.18,38.222,4028500,24.262255
"2004-11-10",38.082001,39.880001,37.98,39.712002,6588000,25.208067
"2004-11-11",39.832001,40.900002,38.807999,39.880001,7704500,25.314703
"2004-11-12",40.080002,41.080002,39.203999,40.931999,3628500,25.982492
"2004-11-15",40.931999,42.276001,40.931999,42.080002,4919000,26.711208
"2004-11-16",42.200001,42.354,40.099998,40.202,4525500,25.519098
"2004-11-17",40.700001,41.720001,39.641998,40.514,6027500,25.71715
"2004-11-18",40.514,40.93,39.688,40.709999,3064500,25.841564
"2004-11-19",40.799999,41.16,40,40.203999,2785000,25.520376
"2004-11-22",40.240002,40.799999,39.27,40.534,3464000,25.729849
"2004-11-23",40.360001,41.057999,40.175999,41.02,1838500,26.038345
"2004-11-24",40.515999,40.630001,39.599998,39.737999,3879000,25.224569
"2004-11-26",39.900002,40.268002,39.400002,39.566002,1449500,25.115389
"2004-11-29",39.599998,40.071999,38.5,39.66,4332000,25.17506
"2004-11-30",39.400002,39.830002,38.942001,39.141998,2826000,24.846247
"2004-12-01",39.400002,41.604,39.279999,41.521999,6841000,26.357
"2004-12-02",41.521999,42.360001,41.223999,41.936001,5657000,26.619808
"2004-12-03",42.203999,42.799999,41.540001,42.798,4703500,27.166973
"2004-12-06",43.080002,43.599998,43,43.296001,3776500,27.483082
"2004-12-07",43.599998,43.902,42.700001,43.029999,4557000,27.314241
"2004-12-08",42.942001,43.049999,42.299999,43.042,2584000,27.35491
"2004-12-09",42.942001,44.028,42.622002,43.933998,3199500,27.921816
"2004-12-10",43.720001,44.799999,43.646,44.481998,2849500,28.270088
"2004-12-13",44.928001,45.259998,44.714001,45.139999,2836000,28.688272
"2004-12-14",45.139999,45.139999,44.362,44.798,1746000,28.470924
"2004-12-15",44.938,45.198002,44.509998,44.818001,1394000,28.483637
"2004-12-16",44.818001,44.869999,44.444,44.5,1368000,28.281528
"2004-12-17",44.450001,44.799999,43.919998,44.112,1947500,28.034939
"2004-12-20",44.099998,44.299999,43.433998,43.556,2808500,27.681583
"2004-12-21",43.639999,44.400002,43.450001,44.049999,1902500,27.995535
"2004-12-22",44.063999,44.509998,43.77,44.259998,1403500,28.128998
"2004-12-23",44.259998,44.571999,44.209999,44.299999,515500,28.154428
"2004-12-27",44.459999,44.571999,43.703999,43.720001,1032000,27.785803
"2004-12-28",43.799999,45.139999,43.799999,45.032001,1735000,28.619631
"2004-12-29",45.029999,45.799999,44.903999,45.584,2943500,28.970463
"2004-12-30",45.584,45.810001,45.341999,45.605999,1020000,28.984444
"2004-12-31",45.602001,45.959999,45.450001,45.740002,938000,29.069593
"2005-01-03",45.799999,46.049999,43.549999,43.582001,5145000,27.698092
"2005-01-04",43.599998,44.237999,42,42.900002,6800000,27.264675
"2005-01-05",42.900002,43.84,42.720001,43.5,4679000,27.645992
"2005-01-06",43.501999,44.5,43.216,44.299999,2912500,28.154428
"2005-01-07",44.301998,44.619999,43.419998,43.52,2811500,27.65871
"2005-01-10",43.174,43.709999,42.75,43.09,4100500,27.38542
"2005-01-11",42.959999,43.021999,42.41,42.487999,2906500,27.002821
"2005-01-12",42.487999,42.798,39.998001,41.419998,9486000,26.32407
"2005-01-13",41.422001,42.066002,40.630001,41.492001,4040500,26.369829
"2005-01-14",41.419998,41.798,41.060001,41.546001,1492500,26.40415
"2005-01-18",41.495998,41.5,41,41.271999,2616000,26.230011
"2005-01-19",41.700001,41.82,40.75,40.849998,2523500,25.961809
"2005-01-20",40.66,40.661999,38.68,39.41,8732000,25.046635
"2005-01-21",38.82,39.189999,38.202,38.445999,5683500,24.433968
"2005-01-24",37.900002,38.099998,36.824001,37.007999,8131000,23.520073
"2005-01-25",37,38.080002,36.700001,37.150002,5810500,23.610315
"2005-01-26",37.52,39.5,37.07,39.419998,6446000,25.052986
"2005-01-27",40.598,42.007999,40.07,41.98,8001000,26.679966
"2005-01-28",42.599998,42.599998,40.84,41.897999,6937500,26.627859
"2005-01-31",42.698002,43.155998,42.27,42.900002,5300000,27.264675
"2005-02-01",39,39.200001,37.220001,38.299999,17287000,24.341181
"2005-02-02",38.450001,39.470001,38.450001,38.874001,7355500,24.705992
"2005-02-03",38.799999,39.560001,38.099998,39.042,4354000,24.812759
"2005-02-04",39,41,38.801998,40.990002,6129000,26.050791
"2005-02-07",41.5,41.944,40.990002,41.731998,5247000,26.522354
"2005-02-08",41.84,42.276001,41.549999,42.080002,4669000,26.743526
"2005-02-09",42.080002,42.088001,40.400002,40.602001,4828000,25.804205
"2005-02-10",40.849998,41.450001,40.330002,41.243999,4724000,26.212212
"2005-02-11",41.245998,42.119999,40.799999,41.900002,3388000,26.629126
"2005-02-14",42.139999,42.414001,41.658001,42.25,2831000,26.851574
"2005-02-15",42.316002,42.594002,41.849998,42.419998,3169500,26.959612
"2005-02-16",42.419998,43.366001,41.560001,43.222,5916500,27.469309
"2005-02-17",43.099998,43.540001,42.436001,42.608002,3297000,27.079088
"2005-02-18",42.428001,43.082001,42.299999,42.903999,2788500,27.267212
"2005-02-22",42.400002,43.330002,41.700001,41.981998,3481500,26.68124
"2005-02-23",42.021999,42.5,41.299999,41.568001,3453500,26.418121
"2005-02-24",41.580002,42.307999,41.150002,42.001999,2858000,26.693954
"2005-02-25",41.48,42.43,41.48,42.23,2312500,26.838852
"2005-02-28",42.16,42.259998,41.25,41.324001,3248000,26.263056
"2005-03-01",41.400002,44.098,41.400002,44,6415000,27.963764
"2005-03-02",42.450001,42.551998,39.02,39.799999,19515500,25.294489
"2005-03-03",40.099998,40.139999,38.144001,38.731998,9950000,24.615732
"2005-03-04",38.759998,40.400002,38.759998,39.403999,6134500,25.042816
"2005-03-07",39.400002,39.919998,38.52,38.945999,4573500,24.751745
"2005-03-08",39.16,39.450001,38.439999,38.905998,2979000,24.784874
"2005-03-09",38.706001,38.798,37.759998,38.360001,4390000,24.437037
"2005-03-10",38.360001,39.639999,38.360001,39.580002,4775000,25.214237
"2005-03-11",39.580002,39.848,39.113998,39.459999,3531000,25.137789
"2005-03-14",39.498001,39.73,38.799999,39.366001,3363500,25.0779
"2005-03-15",39.200001,39.98,39.200001,39.700001,2422000,25.29067
"2005-03-16",39.549999,39.669998,39.206001,39.383999,1928500,25.089376
"2005-03-17",39.355999,39.438,38.703999,38.759998,2105000,24.691862
"2005-03-18",38.762001,39.009998,38.478001,38.678001,2685000,24.63962
"2005-03-21",39.450001,39.936001,39.313999,39.716,3377000,25.300873
"2005-03-22",39.869999,39.869999,38.650002,38.759998,2340500,24.691862
"2005-03-23",37.860001,38.577999,37.77,38.110001,2880500,24.277781
"2005-03-24",38.360001,38.830002,38.251999,38.650002,1625000,24.62179
"2005-03-28",38.650002,39.380001,38.599998,39.004002,1765500,24.847307
"2005-03-29",38.883999,39.077999,37.860001,37.928001,2481500,24.161837
"2005-03-30",37.928001,38.726002,37.869999,38.708,1849000,24.658731
"2005-03-31",38.627998,39.150002,38.459999,38.806,1529500,24.721169
"2005-04-01",38.622002,38.624001,36.158001,36.700001,9527500,23.379553
"2005-04-04",36.700001,38,36.25,37.771999,4521500,24.062462
"2005-04-05",37.669998,37.959999,37.25,37.762001,2435000,24.056089
"2005-04-06",37.722,38.348,37.722,37.939999,2109500,24.169479
"2005-04-07",37.740002,37.950001,37.360001,37.577999,2027000,23.938869
"2005-04-08",37.580002,37.848,36.990002,37.273998,1583500,23.745213
"2005-04-11",37.313999,37.34,37,37.042,1480000,23.597414
"2005-04-12",36.862,37.178001,36.68,37.099998,2986000,23.634365
"2005-04-13",37.099998,37.419998,37.051998,37.150002,2024500,23.666224
"2005-04-14",37.18,37.327999,35.661999,35.798,5021500,22.804935
"2005-04-15",35.346001,35.82,33.992001,34.209999,6691000,21.793308
"2005-04-18",34.301998,35.189999,33.655998,34.540001,4517500,22.003536
"2005-04-19",34.700001,35,34.599998,34.970001,2992500,22.277458
"2005-04-20",34.939999,35.18,33.799999,34.245998,2919500,21.816242
"2005-04-21",34.248001,34.720001,32.759998,33.992001,7580000,21.654434
"2005-04-22",34,34.787998,33.650002,34.200001,3088000,21.786932
"2005-04-25",34.25,35.838001,34.155998,35.602001,4184000,22.680065
"2005-04-26",37.200001,38.537998,37,37.880001,8033500,24.13126
"2005-04-27",38,39.958,37.900002,39.619999,7575500,25.239725
"2005-04-28",39.619999,39.896,38.759998,38.964001,3336000,24.821825
"2005-04-29",39.382,39.402,38.112,39.104,3729000,24.911009
"2005-05-02",39.202,39.599998,38.175999,38.59,4039500,24.583557
"2005-05-03",38.59,39.198002,38.200001,38.352001,3351500,24.431944
"2005-05-04",38.492001,40.040001,38.422001,39.568001,4893000,25.206589
"2005-05-05",39.666,40.389999,39.105999,39.584,3255500,25.21678
"2005-05-06",39.993999,40,39.512001,39.675999,1968000,25.275398
"2005-05-09",39.835999,39.900002,39.34,39.860001,1683000,25.392614
"2005-05-10",39.740002,39.740002,39.139999,39.256001,1642500,25.00783
"2005-05-11",38.619999,39.200001,38.346001,39.049999,2580000,24.876602
"2005-05-12",38.950001,39.001999,37.900002,37.900002,2766500,24.144001
"2005-05-13",38.259998,38.627998,37.75,38.23,2748500,24.354219
"2005-05-16",38.900002,39.604,38.658001,39.604,4156500,25.229532
"2005-05-17",39.560001,40.798,39.456001,40.220001,4648500,25.621948
"2005-05-18",40.599998,40.880001,40.080002,40.877998,4094000,26.041122
"2005-05-19",40.877998,40.98,40.32,40.98,2857500,26.106098
"2005-05-20",40.98,41.849998,40.599998,41.804001,3065500,26.631029
"2005-05-23",41.900002,42.798,41.849998,42.362,5171500,26.98649
"2005-05-24",42.262001,42.816002,41.900002,42.669998,2931500,27.182713
"2005-05-25",42.880001,42.970001,41.862,42.119999,2494000,26.832331
"2005-05-26",42.32,42.540001,42.153999,42.462002,1923000,27.050196
"2005-05-27",42.400002,42.695999,42.240002,42.560001,1521000,27.112627
"2005-05-31",42.560001,43.257999,42.021999,43.237999,4697000,27.544546
"2005-06-01",42.439999,43.585999,42.200001,42.799999,4554000,27.265518
"2005-06-02",43.598,46.598,43.099998,46.400002,8580500,29.558884
"2005-06-03",47.34,49.490002,47.02,49.237999,9662000,31.366825
"2005-06-06",48.299999,50.400002,47.264,50.360001,8915500,32.081573
"2005-06-07",50.599998,51.580002,48.902,48.970001,7613000,31.196087
"2005-06-08",48.995998,49.835999,48.424,48.698002,5643000,31.081186
"2005-06-09",48.599998,49.950001,48.206001,49.799999,3710000,31.78454
"2005-06-10",49.84,49.880001,48.5,49.459999,2847000,31.567543
"2005-06-13",49.459999,51.400002,48.655998,50.481998,5846000,32.219833
"2005-06-14",49.200001,50.82,49.200001,50.389999,4775500,32.161118
"2005-06-15",50.5,52.200001,50.5,51.636002,5177000,32.956371
"2005-06-16",51.894001,52.299999,50.619999,51.18,4519500,32.665318
"2005-06-17",51.380001,51.450001,50.52,51.018002,2265500,32.561916
"2005-06-20",51.018002,51.029999,49.700001,50.032001,2715000,31.932615
"2005-06-21",50.240002,50.852001,50.105999,50.75,2352000,32.390869
"2005-06-22",50.75,53.139999,50.419998,52.834,6509500,33.720978
"2005-06-23",52.834,53.16,50.604,50.888,5033500,32.478954
"2005-06-24",51.147999,51.669998,50.299999,50.787998,3564000,32.415134
"2005-06-27",50.799999,51.535999,50.400002,51.099998,2353500,32.614269
"2005-06-28",51.450001,54.382,51.403999,54.200001,6635000,34.592831
"2005-06-29",56.200001,61.560001,56.200001,61.189999,29914000,39.054153
"2005-06-30",60.400002,60.756001,58.68,59.099998,11122000,37.720203
"2005-07-01",59.98,59.98,56.900002,58.830002,7563000,37.54789
"2005-07-05",57.450001,60.200001,57.450001,59.799999,7171500,38.166985
"2005-07-06",59.801998,61.5,58.661999,58.835999,8674500,37.551716
"2005-07-07",58.5,58.84,57.740002,58.674,5173000,37.448334
"2005-07-08",58.674,59.602001,57.060001,58.108002,7226000,37.087078
"2005-07-11",58.108002,58.990002,58,58.290001,3257500,37.203247
"2005-07-12",58.27,60.200001,58.029999,59.73,4488500,38.122314
"2005-07-13",59.759998,60.740002,58.799999,60.299999,6167500,38.486115
"2005-07-14",60.259998,61.810001,60.174,60.321999,7885500,38.500149
"2005-07-15",60.598,61.048,60.136002,60.998001,3242000,38.931614
"2005-07-18",61,61.549999,60.400002,60.549999,3270500,38.645672
"2005-07-19",60.849998,62.066002,60.226002,61.599998,3989000,39.315815
"2005-07-20",61.040001,61.748001,60.641998,60.959999,3081500,38.907352
"2005-07-21",61.360001,63,60.709999,61.400002,5313000,39.188179
"2005-07-22",61.714001,62.200001,60.208,60.661999,2722500,38.717148
"2005-07-25",60.962002,61.299999,59.400002,59.400002,2873000,37.911682
"2005-07-26",57.388,60.700001,57.085999,60.700001,8975000,38.741405
"2005-07-27",60.450001,60.5,59.074001,59.074001,4360500,37.703625
"2005-07-28",59.374001,60.200001,58.976002,60.099998,2954500,38.358467
"2005-07-29",59.650002,60.591999,59.41,60.209999,2200000,38.428669
"2005-08-01",60.18,60.849998,60.023998,60.669998,3338000,38.72226
"2005-08-02",60.470001,61.981998,59.844002,61.773998,3631000,39.426888
"2005-08-03",61.5,61.700001,60.681999,61.014,2507000,38.941811
"2005-08-04",60.98,60.98,59.900002,60.362,2378000,38.525681
"2005-08-05",60.321999,60.75,58.616001,59.237999,2720500,37.808289
"2005-08-08",59.287998,59.798,57.852001,58.026001,1976500,37.03474
"2005-08-09",57.799999,58.700001,57.124001,58.619999,3679000,37.413868
"2005-08-10",59,59.900002,57.917999,57.917999,4272000,36.965816
"2005-08-11",57.950001,58.332001,57.321999,58.102001,3547500,37.083252
"2005-08-12",58.110001,59.198002,57.650002,58.632,2667500,37.42152
"2005-08-15",59.150002,59.869999,54.124001,54.84,12360500,35.001293
"2005-08-16",54.993999,55.598,53.402,54.799999,13788000,34.975784
"2005-08-17",53.099998,54.388,53.040001,53.172001,9145500,33.936691
"2005-08-18",53.119999,53.700001,52.826,53.354,4485500,34.052872
"2005-08-19",53.599998,54.700001,53.268002,54.700001,4483000,34.911926
"2005-08-22",54.666,55.116001,54.026001,54.740002,3237500,34.937469
"2005-08-23",54.599998,55.740002,54.599998,55.104,2795000,35.169792
"2005-08-24",54.740002,55.509998,54.605999,55.014,1631500,35.112354
"2005-08-25",55.214001,55.389999,54,54.152,2417000,34.562183
"2005-08-26",54.02,54.472,53.702,53.799999,2287500,34.337528
"2005-08-29",53.450001,54.400002,53.202,53.810001,1917500,34.343918
"2005-08-30",53.799999,54.639999,53.484001,54.599998,2129000,34.848118
"2005-08-31",54.599998,55.52,54.200001,55.52,4411500,35.435322
"2005-09-01",55.82,60.380001,55.799999,60.226002,9602000,38.438877
"2005-09-02",59.799999,60.959999,58.998001,59.742001,5118500,38.129971
"2005-09-06",58.950001,60.240002,58.400002,59.580002,4655500,38.026573
"2005-09-07",59.799999,60.195999,59.599998,60.02,2691000,38.366642
"2005-09-08",59.639999,61.299999,59.450001,60.742001,3606500,38.828171
"2005-09-09",60.220001,61.188,60.208,60.84,2346000,38.890823
"2005-09-12",61,61.647999,60.242001,60.73,3098500,38.820488
"2005-09-13",60,61.5,59.900002,60.380001,2690500,38.596771
"2005-09-14",60.25,60.748001,60.150002,60.259998,1928000,38.520058
"2005-09-15",60.200001,60.700001,59.919998,60.099998,1496500,38.417789
"2005-09-16",60.902,62.349998,60.661999,62.099998,4535500,39.696239
"2005-09-19",61.939999,61.939999,60.639999,61.200001,4159000,39.120945
"2005-09-20",61.209999,65.599998,61.200001,63.779999,9857500,40.770164
"2005-09-21",64,65.557999,63.400002,64.026001,5394000,40.927406
"2005-09-22",64.309998,66.447998,63.82,66.199997,5144000,42.317093
"2005-09-23",66.25,66.25,65.040001,65.32,3831500,41.754543
"2005-09-26",65.550003,67.047997,65.540001,66.720001,3839000,42.649487
"2005-09-27",66.599998,67.143997,65.300003,65.699997,3123000,41.997482
"2005-09-28",65.849998,66.550003,63.801998,65.066002,4418500,41.592205
"2005-09-29",65,67.295998,65,66.610001,4014000,42.579166
"2005-09-30",66.612,68,66.489998,67.459999,2867000,43.122517
"2005-10-03",67.82,69.295998,67.019997,68.666,6419000,43.893444
"2005-10-04",68.989998,69.300003,67.949997,68.129997,2319500,43.550804
"2005-10-05",68.400002,68.540001,66.608002,67.199997,3306500,42.956314
"2005-10-06",67.199997,67.300003,65.599998,67.036003,4745500,42.851482
"2005-10-07",67.199997,67.793999,66.949997,67.110001,2216000,42.898788
"2005-10-10",67.5,67.519997,65.300003,65.980003,3260500,42.176464
"2005-10-11",65.982002,66.800003,65.599998,66.344002,2262500,42.40913
"2005-10-12",66.344002,66.580002,63.009998,63.799999,5719500,40.782936
"2005-10-13",63.804001,63.804001,57.029999,62.080002,18015000,39.68346
"2005-10-14",62.700001,63.549999,59.694,63.439999,11601000,40.552822
"2005-10-17",64.199997,65.528,63.307999,64.519997,5701000,41.24316
"2005-10-18",64.522003,66.739998,64.279999,66.190002,5556000,42.310711
"2005-10-19",66.099998,66.75,64.898003,66.639999,4693000,42.598343
"2005-10-20",66.639999,67.984001,66.010002,66.800003,3810500,42.700638
"2005-10-21",67.599998,69.949997,66.620003,69.599998,5448500,44.490486
"2005-10-24",69.711998,71.57,69.5,71.07,6182000,45.430134
"2005-10-25",69.454002,71.884003,67.421997,71.804001,9208000,45.899349
"2005-10-26",72.278,72.93,71.204002,72.334,6009500,46.238129
"2005-10-27",72.533997,72.599998,70.199997,70.643997,3908000,45.157833
"2005-10-28",71,72.598,69.806,72.5,4346000,46.344261
"2005-10-31",72.800003,73.599998,72.452003,73.029999,4404500,46.683041
"2005-11-01",72.639999,72.954002,71.741997,72,4078000,46.024635
"2005-11-02",72,74.800003,71.699997,74.550003,4915000,47.654671
"2005-11-03",74.5,75.986,74.199997,74.800003,3538500,47.814468
"2005-11-04",75.199997,76.508003,74.709999,76.379997,3590000,48.824467
"2005-11-07",76.5,77.991997,75.902,77.634003,3173500,49.626057
"2005-11-08",77.599998,78.080002,76.419998,77.599998,2961000,49.604313
"2005-11-09",77.599998,77.93,76.089996,76.117996,3910000,48.656998
"2005-11-10",76.307999,78.498001,75.402,78.363998,3700000,50.092701
"2005-11-11",78.816002,78.959999,76.959999,77.360001,3493000,49.450897
"2005-11-14",77.879997,78,76.737999,76.825996,3378000,49.109558
"2005-11-15",77,78.230003,76.442001,77.379997,2749000,49.463692
